time,CapDev_time,DA_time,DK1 2025 (2014 WY),DK1 2035 (2014 WY),DK1 2045 (2014 WY),DK1 2025 (2012 WY),DK1 2035 (2012 WY),DK1 2045 (2012 WY),DK1 2025 (1985 WY),DK1 2045 (1985 WY),DK1 2045 (1985 WY)
05/06/2014 16.00,S22.T089,S151.T17,31.695,41.412,41.815,33.014,46.472,48.139,32.448,46.399,50.49
05/06/2014 17.00,S22.T090,S151.T18,32.436,41.628,41.815,33.975,46.472,48.139,33.412,46.835,50.969
05/06/2014 18.00,S22.T091,S151.T19,33.211,41.715,41.815,37.429,46.591,48.139,35.911,47.507,50.969
05/06/2014 19.00,S22.T092,S151.T20,33.925,41.715,41.815,35.522,46.486,48.139,39.072,47.445,50.969
05/06/2014 20.00,S22.T093,S151.T21,44.072,42.911,41.815,33.732,46.472,48.139,36.609,47.867,50.969
05/06/2014 21.00,S22.T094,S151.T22,35.63,41.628,41.815,33.732,46.472,48.139,35.064,47.867,50.969
05/06/2014 22.00,S22.T095,S151.T23,33.333,41.628,41.815,33.537,46.472,48.139,33.701,47.867,50.969
05/06/2014 23.00,S22.T096,S151.T24,32.078,41.628,41.815,33.537,46.472,48.139,33.564,47.867,50.969
06/06/2014 00.00,S22.T097,S152.T01,33.039,44.716,46.249,28.915,16.221,13.301,32.655,44.811,47.781
06/06/2014 01.00,S22.T098,S152.T02,33.187,44.716,46.249,28.152,16.163,13.201,32.655,44.811,47.781
06/06/2014 02.00,S22.T099,S152.T03,33.187,44.716,46.249,24.767,15.891,13.009,32.655,44.811,47.781
06/06/2014 03.00,S22.T100,S152.T04,33.402,44.716,46.249,22.988,15.824,12.977,32.694,44.811,47.781
06/06/2014 04.00,S22.T101,S152.T05,34.277,44.716,46.249,23.593,15.824,12.977,33.072,45.099,47.781
06/06/2014 05.00,S22.T102,S152.T06,45.413,44.716,46.249,24.775,15.824,12.977,33.882,45.667,47.781
06/06/2014 06.00,S22.T103,S152.T07,34.332,42.147,43.802,23.593,14.721,12.289,33.882,44.811,47.678
06/06/2014 07.00,S22.T104,S152.T08,33.212,39.677,41.739,21.751,13.466,12.095,44.737,43.904,47.205
06/06/2014 08.00,S22.T105,S152.T09,31.568,38.798,41.163,14.093,11.5,11.762,35.008,44.153,47.108
06/06/2014 09.00,S22.T106,S152.T10,25.189,36.962,41.163,11.447,11.239,10.094,33.882,45.029,46.193
06/06/2014 10.00,S22.T107,S152.T11,26.127,39.189,42.394,12.177,10.947,10.094,33.882,45.529,46.193
06/06/2014 11.00,S22.T108,S152.T12,24.413,38.454,42.87,11.676,8.736,10.094,33.043,44.242,46.193
06/06/2014 12.00,S22.T109,S152.T13,24.413,38.584,43.505,11.146,8.573,10.094,32.424,43.437,46.193
06/06/2014 13.00,S22.T110,S152.T14,24.413,39.852,43.726,10.248,8.573,10.203,32.424,43.437,46.376
06/06/2014 14.00,S22.T111,S152.T15,24.454,40.023,44.189,10.105,8.573,11.326,32.549,43.437,46.4
06/06/2014 15.00,S22.T112,S152.T16,26.577,42.346,45.519,10.106,10.524,12.682,32.549,44.66,47.781
06/06/2014 16.00,S22.T113,S152.T17,32.6,44.594,46.249,10.423,15.824,12.977,32.655,44.811,47.781
06/06/2014 17.00,S22.T114,S152.T18,33.412,44.594,46.249,10.792,15.824,12.977,33.082,44.811,47.781
06/06/2014 18.00,S22.T115,S152.T19,42.383,44.85,46.249,11.748,15.824,12.977,33.069,44.811,47.781
06/06/2014 19.00,S22.T116,S152.T20,41.276,44.716,46.249,11.748,15.824,12.977,32.731,44.811,47.781
06/06/2014 20.00,S22.T117,S152.T21,33.272,45.404,46.249,10.423,15.824,12.977,32.655,44.811,47.781
06/06/2014 21.00,S22.T118,S152.T22,33.187,44.916,46.249,10.423,15.824,12.977,32.655,44.811,47.781
06/06/2014 22.00,S22.T119,S152.T23,33.187,44.916,46.249,10.423,15.824,12.977,32.655,44.811,47.781
06/06/2014 23.00,S22.T120,S152.T24,33.187,44.916,46.249,10.423,15.824,12.977,32.655,44.811,47.781
07/06/2014 00.00,S22.T121,S153.T01,28.886,18.647,15.195,16.273,11.104,4.815,25.72,16.47,14.643
07/06/2014 01.00,S22.T122,S153.T02,30.329,18.647,15.195,16.273,11.104,4.815,25.656,16.51,14.643
07/06/2014 02.00,S22.T123,S153.T03,31.66,18.647,15.195,16.273,10.818,4.815,25.656,16.696,14.643
07/06/2014 03.00,S22.T124,S153.T04,32.31,18.647,15.195,16.273,10.803,4.815,25.656,16.803,14.643
07/06/2014 04.00,S22.T125,S153.T05,39.211,18.647,15.195,16.273,10.116,4.043,26.547,16.803,14.643
07/06/2014 05.00,S22.T126,S153.T06,31.68,18.647,15.195,16.273,11.107,4.834,27.367,16.426,14.643
07/06/2014 06.00,S22.T127,S153.T07,27.902,18.647,15.195,14.317,9.849,4.043,25.656,16.426,14.643
07/06/2014 07.00,S22.T128,S153.T08,25.882,17.867,14.641,12.626,4.197,3.503,24.971,15.739,14.558
07/06/2014 08.00,S22.T129,S153.T09,24.517,14.784,13.896,9.09,2.582,1.991,24.095,14.007,13.924
07/06/2014 09.00,S22.T130,S153.T10,22.348,13.101,12.325,3.715,1.929,1.929,22.413,10.045,12.269
07/06/2014 10.00,S22.T131,S153.T11,22.205,13.101,12.325,3.715,1.991,1.929,20.461,5.969,11.722
07/06/2014 11.00,S22.T132,S153.T12,22.181,13.101,12.325,2.605,1.929,1.929,13.93,5.421,11.722
07/06/2014 12.00,S22.T133,S153.T13,22.181,13.132,12.325,2.019,1.929,1.929,13.659,5.421,11.722
07/06/2014 13.00,S22.T134,S153.T14,22.364,13.214,12.595,2.019,1.929,1.929,13.659,5.421,11.722
07/06/2014 14.00,S22.T135,S153.T15,23.712,15.957,14.149,2.019,1.929,1.984,13.659,5.421,13.634
07/06/2014 15.00,S22.T136,S153.T16,25.175,17.555,14.771,2.019,1.991,3.381,13.659,14.012,14.419
07/06/2014 16.00,S22.T137,S153.T17,27.469,18.638,15.128,3.715,2.579,3.503,13.693,16.084,14.643
07/06/2014 17.00,S22.T138,S153.T18,30.256,18.647,15.195,7.23,3.715,4.043,24.777,16.426,14.643
07/06/2014 18.00,S22.T139,S153.T19,36.833,18.698,15.195,14.317,3.715,4.043,25.192,16.426,14.643
07/06/2014 19.00,S22.T140,S153.T20,36.641,18.698,15.195,20.641,3.715,4.043,26.047,16.426,14.643
07/06/2014 20.00,S22.T141,S153.T21,36.013,19.058,15.195,14.317,11.586,4.815,26.932,16.426,14.643
07/06/2014 21.00,S22.T142,S153.T22,30.059,18.781,15.195,14.317,13.569,4.815,25.715,16.426,14.643
07/06/2014 22.00,S22.T143,S153.T23,27.537,18.698,15.195,14.317,9.849,4.815,25.039,16.426,14.643
07/06/2014 23.00,S22.T144,S153.T24,27.537,18.647,15.195,14.317,13.569,4.815,25.039,16.426,14.643
08/06/2014 00.00,S22.T145,S154.T01,25.501,19.663,44.787,16.683,19.996,16.86,14.626,17.223,13.827
08/06/2014 01.00,S22.T146,S154.T02,25.501,19.663,44.787,16.683,19.996,16.86,14.36,17.223,13.827
08/06/2014 02.00,S22.T147,S154.T03,25.501,19.663,44.787,16.683,19.996,16.86,14.235,17.223,13.827
08/06/2014 03.00,S22.T148,S154.T04,25.501,19.663,44.787,16.683,19.996,16.86,14.206,17.223,13.827
08/06/2014 04.00,S22.T149,S154.T05,25.501,19.663,44.787,16.683,19.996,16.508,14.206,17.223,13.827
08/06/2014 05.00,S22.T150,S154.T06,25.501,19.663,44.787,16.683,19.996,16.86,14.206,17.223,13.827
08/06/2014 06.00,S22.T151,S154.T07,25.501,19.663,44.787,16.485,16.239,16.508,14.206,17.223,13.827
08/06/2014 07.00,S22.T152,S154.T08,25.451,19.239,44.787,16.485,5.899,15.817,13.935,15.064,13.827
08/06/2014 08.00,S22.T153,S154.T09,24.063,16.701,41.894,13.68,2.271,3.196,10.139,8.184,8.703
08/06/2014 09.00,S22.T154,S154.T10,21.528,14.959,39.248,3.715,5.696,9.706,5.354,3.776,4.582
08/06/2014 10.00,S22.T155,S154.T11,21.198,15.078,39.248,12.671,9.575,13.487,3.915,3.776,4.582
08/06/2014 11.00,S22.T156,S154.T12,17.053,15.078,39.248,12.671,9.63,13.487,3.704,3.776,4.582
08/06/2014 12.00,S22.T157,S154.T13,17.053,15.164,39.248,12.671,9.755,13.568,3.704,3.776,4.582
08/06/2014 13.00,S22.T158,S154.T14,17.126,15.226,40.834,12.671,9.786,14.954,3.704,3.776,4.797
08/06/2014 14.00,S22.T159,S154.T15,21.712,18.027,42.219,14.886,14.242,16.128,3.748,3.896,13.09
08/06/2014 15.00,S22.T160,S154.T16,24.754,19.425,44.787,16.485,16.44,16.508,6.181,15.54,13.827
08/06/2014 16.00,S22.T161,S154.T17,25.501,19.663,44.787,17.238,19.996,16.508,13.278,17.223,13.827
08/06/2014 17.00,S22.T162,S154.T18,29.243,19.663,44.787,25.115,21.11,16.692,14.206,17.223,13.827
08/06/2014 18.00,S22.T163,S154.T19,35.258,19.663,44.787,25.921,21.272,16.86,16.686,17.223,13.827
08/06/2014 19.00,S22.T164,S154.T20,34.238,19.663,44.787,25.921,21.51,16.901,20.262,17.223,13.827
08/06/2014 20.00,S22.T165,S154.T21,27.998,19.663,44.787,25.921,21.559,17.214,20.262,17.282,13.827
08/06/2014 21.00,S22.T166,S154.T22,25.987,19.663,44.787,25.921,21.481,17.097,18.29,17.223,13.827
08/06/2014 22.00,S22.T167,S154.T23,27.256,19.663,44.787,25.921,21.272,16.86,16.804,17.223,13.827
08/06/2014 23.00,S22.T168,S154.T24,27.252,19.663,44.787,26.047,21.707,17.311,15.781,17.223,13.827
09/06/2014 00.00,S23.T001,S155.T01,32.6,44.965,46.72,29.839,44.045,45.85,29.842,44.493,46.993
09/06/2014 01.00,S23.T002,S155.T02,32.6,44.965,46.72,29.839,44.045,45.85,29.842,44.493,46.993
09/06/2014 02.00,S23.T003,S155.T03,32.6,44.965,46.72,29.839,44.045,45.85,29.842,44.493,46.993
09/06/2014 03.00,S23.T004,S155.T04,32.604,44.965,46.72,29.839,44.045,45.85,29.842,44.493,46.993
09/06/2014 04.00,S23.T005,S155.T05,32.595,44.965,46.72,31.283,44.045,45.85,29.842,44.493,46.993
09/06/2014 05.00,S23.T006,S155.T06,32.803,45.091,46.72,33.939,44.902,45.85,30.422,44.493,46.993
09/06/2014 06.00,S23.T007,S155.T07,44.594,43.786,44.738,36.281,44.884,45.353,31.877,44.182,46.417
09/06/2014 07.00,S23.T008,S155.T08,33.086,38.693,42.527,42.1,44.809,43.995,38.935,41.785,44.999
09/06/2014 08.00,S23.T009,S155.T09,31.66,38.072,41.81,36.287,44.809,43.5,36.625,41.811,44.812
09/06/2014 09.00,S23.T010,S155.T10,29.954,35.894,40.155,33.412,44.314,43.5,31.238,39.672,44.362
09/06/2014 10.00,S23.T011,S155.T11,29.15,35.642,40.155,34.203,44.809,44.896,31.139,40.273,43.798
09/06/2014 11.00,S23.T012,S155.T12,27.01,35.642,40.155,32.277,43.908,43.892,30.433,39.252,43.798
09/06/2014 12.00,S23.T013,S155.T13,27.01,35.642,40.155,31.375,43.085,43.892,29.552,39.848,43.798
09/06/2014 13.00,S23.T014,S155.T14,28.101,36.358,42.317,30.83,43.085,43.892,29.82,40.079,44.718
09/06/2014 14.00,S23.T015,S155.T15,30.938,37.594,42.9,30.83,43.085,43.892,29.842,40.163,44.826
09/06/2014 15.00,S23.T016,S155.T16,31.575,40.963,44.533,30.804,43.085,44.493,29.842,42.448,45.712
09/06/2014 16.00,S23.T017,S155.T17,32.705,44.629,46.101,31.564,44.026,45.85,30.707,44.493,46.993
09/06/2014 17.00,S23.T018,S155.T18,34.07,44.965,46.72,32.908,44.112,45.85,31.859,44.493,46.993
09/06/2014 18.00,S23.T019,S155.T19,44.793,45.176,46.72,33.269,44.266,45.85,32.958,44.493,46.993
09/06/2014 19.00,S23.T020,S155.T20,33.882,44.972,46.72,35.439,44.266,45.85,35.356,44.672,46.993
09/06/2014 20.00,S23.T021,S155.T21,32.964,45.1,46.72,40.168,44.266,45.85,38.986,45.36,46.993
09/06/2014 21.00,S23.T022,S155.T22,32.739,44.972,46.72,33.106,44.126,45.85,33.665,44.672,46.993
09/06/2014 22.00,S23.T023,S155.T23,32.47,44.972,46.72,32.496,44.112,45.85,32.407,44.493,46.993
09/06/2014 23.00,S23.T024,S155.T24,32.47,44.965,46.72,32.496,44.045,45.85,29.986,44.493,46.993
10/06/2014 00.00,S23.T025,S156.T01,31.958,32.414,41.576,32.132,43.828,44.533,25.999,18.734,15.43
10/06/2014 01.00,S23.T026,S156.T02,31.958,32.38,41.576,32.132,43.828,44.533,25.999,18.734,15.43
10/06/2014 02.00,S23.T027,S156.T03,31.958,32.135,41.576,32.132,43.828,44.533,25.999,18.734,15.43
10/06/2014 03.00,S23.T028,S156.T04,31.958,32.135,41.576,32.132,43.828,44.533,25.999,18.734,15.43
10/06/2014 04.00,S23.T029,S156.T05,31.958,32.135,41.576,32.505,43.828,44.533,25.999,18.734,15.43
10/06/2014 05.00,S23.T030,S156.T06,32.446,32.6,41.576,43.474,43.967,44.533,29.51,18.734,15.43
10/06/2014 06.00,S23.T031,S156.T07,44.784,30.612,38.129,34.692,43.06,42.347,28.356,17.797,14.642
10/06/2014 07.00,S23.T032,S156.T08,32.6,27.707,36.487,31.977,39.025,41.656,26.224,13.265,14.077
10/06/2014 08.00,S23.T033,S156.T09,30.385,27.844,36.487,31.015,37.95,40.732,25.04,7.54,12.967
10/06/2014 09.00,S23.T034,S156.T10,26,27.892,35.93,29.559,35.001,40.588,23.758,5.408,11.517
10/06/2014 10.00,S23.T035,S156.T11,26.277,27.236,35.024,29.149,37.683,41.372,14.1,3.877,8.501
10/06/2014 11.00,S23.T036,S156.T12,24.484,27.236,35.024,26.262,30.052,41.372,12.851,3.877,8.501
10/06/2014 12.00,S23.T037,S156.T13,24.484,27.236,35.024,23.784,29.902,41.372,12.851,3.877,8.501
10/06/2014 13.00,S23.T038,S156.T14,24.484,27.236,36.136,23.784,29.902,41.372,13.049,3.877,8.501
10/06/2014 14.00,S23.T039,S156.T15,26.335,27.844,36.869,23.784,29.902,41.372,13.086,3.896,8.507
10/06/2014 15.00,S23.T040,S156.T16,28.827,29.736,37.922,25.942,37.452,42.886,18.922,6.976,14.258
10/06/2014 16.00,S23.T041,S156.T17,32.6,32.699,41.576,30.538,43.361,43.924,25.265,17.93,15.407
10/06/2014 17.00,S23.T042,S156.T18,35.285,33.023,41.701,31.58,43.828,44.533,25.999,18.734,15.43
10/06/2014 18.00,S23.T043,S156.T19,39.098,32.361,41.701,32.178,43.828,44.533,27.619,18.734,15.43
10/06/2014 19.00,S23.T044,S156.T20,33.614,32.135,41.576,34.269,43.828,44.533,28.878,18.734,15.43
10/06/2014 20.00,S23.T045,S156.T21,32.158,32.135,41.576,33.476,44.026,44.533,30.097,18.734,15.43
10/06/2014 21.00,S23.T046,S156.T22,32.576,32.135,41.701,33.007,44.075,44.533,27.837,18.753,15.43
10/06/2014 22.00,S23.T047,S156.T23,34.007,33.128,41.701,32.769,44.636,44.533,26.094,18.734,15.43
10/06/2014 23.00,S23.T048,S156.T24,32.955,33.128,41.701,32.769,44.316,44.533,25.999,18.734,15.43
11/06/2014 00.00,S23.T049,S157.T01,32.969,45.636,46.563,33.046,45.541,47.353,24.528,18.835,6.868
11/06/2014 01.00,S23.T050,S157.T02,32.969,45.636,46.563,33.046,45.541,47.353,24.528,18.835,6.868
11/06/2014 02.00,S23.T051,S157.T03,33.281,45.636,46.563,33.046,45.541,47.353,24.528,18.835,6.868
11/06/2014 03.00,S23.T052,S157.T04,33.555,45.636,46.563,33.194,45.541,47.353,24.528,18.835,6.868
11/06/2014 04.00,S23.T053,S157.T05,33.619,45.46,46.563,33.556,45.541,47.353,25.367,18.835,6.868
11/06/2014 05.00,S23.T054,S157.T06,33.619,45.636,46.563,33.882,45.541,47.353,28.06,19.039,6.868
11/06/2014 06.00,S23.T055,S157.T07,35.564,44.138,46.036,34.616,44.287,44.718,35.739,17.992,6.658
11/06/2014 07.00,S23.T056,S157.T08,44.121,42.767,44.327,42.716,43.593,43.909,32.272,18.085,6.386
11/06/2014 08.00,S23.T057,S157.T09,33.164,40.676,42.625,35.273,43.648,43.715,25.469,16.855,5.902
11/06/2014 09.00,S23.T058,S157.T10,31.795,39.383,41.322,32.905,41.662,43.588,23.571,15.253,4.877
11/06/2014 10.00,S23.T059,S157.T11,31.449,39.383,42.021,32.905,42.784,43.588,22.993,12.595,5.902
11/06/2014 11.00,S23.T060,S157.T12,30.741,39.447,42.021,31.802,40.333,43.588,15.353,9.142,4.335
11/06/2014 12.00,S23.T061,S157.T13,30.741,39.447,42.599,30.985,40.266,43.915,15.353,9.142,4.335
11/06/2014 13.00,S23.T062,S157.T14,30.741,40.54,43.585,31.092,40.266,44.503,15.353,9.142,4.335
11/06/2014 14.00,S23.T063,S157.T15,31.068,40.54,43.585,31.685,40.396,44.923,15.353,9.142,4.335
11/06/2014 15.00,S23.T064,S157.T16,31.783,42.329,44.59,31.685,43.029,45.792,21.12,12.039,6.401
11/06/2014 16.00,S23.T065,S157.T17,32.928,43.635,46.356,32.254,45.541,47.353,23.957,18.315,6.868
11/06/2014 17.00,S23.T066,S157.T18,33.47,44.208,46.563,33.194,45.837,47.353,24.607,18.61,6.868
11/06/2014 18.00,S23.T067,S157.T19,35.817,44.208,46.563,33.194,45.837,47.353,24.811,18.61,6.868
11/06/2014 19.00,S23.T068,S157.T20,35.083,44.208,46.563,41.581,45.837,47.353,26.082,18.61,6.868
11/06/2014 20.00,S23.T069,S157.T21,32.937,44.416,46.563,40.461,45.837,47.353,24.631,18.61,6.868
11/06/2014 21.00,S23.T070,S157.T22,32.212,44.208,46.563,35.376,45.837,47.353,24.528,18.61,6.868
11/06/2014 22.00,S23.T071,S157.T23,32.212,44.208,46.563,33.837,45.837,47.353,24.528,18.61,6.868
11/06/2014 23.00,S23.T072,S157.T24,32.212,44.208,46.563,33.215,45.837,47.353,24.528,18.61,6.868
12/06/2014 00.00,S23.T073,S158.T01,22.382,21.036,18.088,33.057,44.402,46.31,29.802,50.387,47.484
12/06/2014 01.00,S23.T074,S158.T02,22.382,21.036,18.088,33.057,44.402,46.31,29.802,50.387,47.484
12/06/2014 02.00,S23.T075,S158.T03,22.382,21.036,18.088,33.057,44.402,46.31,29.802,50.387,47.484
12/06/2014 03.00,S23.T076,S158.T04,22.382,21.036,18.088,33.057,44.402,46.31,29.802,50.387,47.484
12/06/2014 04.00,S23.T077,S158.T05,22.382,20.863,18.088,34.695,44.402,46.31,29.802,50.387,47.484
12/06/2014 05.00,S23.T078,S158.T06,24.545,21.855,18.27,39.732,45.016,46.31,30.382,50.387,47.484
12/06/2014 06.00,S23.T079,S158.T07,25.827,21.113,17.667,42.321,44.897,45.016,31.919,48.995,46.177
12/06/2014 07.00,S23.T080,S158.T08,29.967,18.687,16.897,35.21,44.244,45.016,34.348,47.22,45.128
12/06/2014 08.00,S23.T081,S158.T09,30.889,18.397,15.932,33.012,42.964,44.723,31.588,42.651,44.397
12/06/2014 09.00,S23.T082,S158.T10,24.226,16.7,14.879,32.273,41.665,42.905,31.495,42.651,43.782
12/06/2014 10.00,S23.T083,S158.T11,24.226,18.441,15.19,31.802,41.665,42.472,31.977,46.359,44.397
12/06/2014 11.00,S23.T084,S158.T12,23.377,17.297,15.128,31.157,41.665,42.472,31.235,46.359,44.338
12/06/2014 12.00,S23.T085,S158.T13,20.05,14.701,15.457,31.157,42.12,42.696,30.849,47.264,44.472
12/06/2014 13.00,S23.T086,S158.T14,19.874,14.701,16.418,31.834,44.024,44.155,31.972,47.264,45.224
12/06/2014 14.00,S23.T087,S158.T15,19.874,14.701,16.857,32.905,44.303,44.971,31.801,47.274,45.362
12/06/2014 15.00,S23.T088,S158.T16,19.874,18.407,17.22,33.057,44.402,46.131,32.965,47.736,46.253
12/06/2014 16.00,S23.T089,S158.T17,21.242,20.579,17.822,33.057,44.402,46.31,33.227,50.205,47.484
12/06/2014 17.00,S23.T090,S158.T18,21.896,20.706,18.088,43.099,44.402,46.31,33.741,50.387,47.484
12/06/2014 18.00,S23.T091,S158.T19,21.896,20.863,18.088,33.882,44.402,46.31,34.102,50.387,47.484
12/06/2014 19.00,S23.T092,S158.T20,22.738,20.863,18.088,33.882,44.402,46.31,34.676,50.387,47.484
12/06/2014 20.00,S23.T093,S158.T21,26.44,20.863,18.088,33.057,44.402,46.31,40.852,51.599,47.484
12/06/2014 21.00,S23.T094,S158.T22,30.045,20.863,18.088,33.057,44.402,46.31,37.879,51.378,47.484
12/06/2014 22.00,S23.T095,S158.T23,21.896,20.863,18.088,33.057,44.402,46.31,33.882,50.756,47.484
12/06/2014 23.00,S23.T096,S158.T24,21.896,20.863,18.088,33.057,44.402,46.31,33.294,50.387,47.484
13/06/2014 00.00,S23.T097,S159.T01,22.984,15.964,13.783,24.358,15.696,13.424,33.626,46.464,46.36
13/06/2014 01.00,S23.T098,S159.T02,22.984,15.964,13.783,24.236,15.695,13.424,33.42,46.464,46.36
13/06/2014 02.00,S23.T099,S159.T03,22.984,15.964,13.783,24.022,15.695,13.424,32.976,46.464,46.36
13/06/2014 03.00,S23.T100,S159.T04,22.984,15.964,13.783,24.022,15.695,13.424,32.976,46.37,46.36
13/06/2014 04.00,S23.T101,S159.T05,22.984,15.964,13.783,25.207,15.695,13.424,33.149,46.496,46.36
13/06/2014 05.00,S23.T102,S159.T06,22.984,15.964,13.783,27.76,16.506,13.424,33.939,46.755,46.36
13/06/2014 06.00,S23.T103,S159.T07,23.76,14.618,12.854,35.247,16.061,13.243,37.983,46.173,45.894
13/06/2014 07.00,S23.T104,S159.T08,23.498,12.946,11.798,28.341,14.89,12.729,43.542,46.173,45.695
13/06/2014 08.00,S23.T105,S159.T09,16.143,7.725,9.51,24.638,14.113,12.259,34.457,45.942,45.695
13/06/2014 09.00,S23.T106,S159.T10,3.715,5.565,8.784,22.847,12.595,10.804,33.882,45.116,44.718
13/06/2014 10.00,S23.T107,S159.T11,8.595,7.681,9.695,26.876,16.114,13.23,33.564,44.1,43.56
13/06/2014 11.00,S23.T108,S159.T12,3.731,5.641,8.923,24.765,15.374,10.896,33.27,43.375,43.31
13/06/2014 12.00,S23.T109,S159.T13,3.715,5.641,8.923,22.501,12.595,10.896,32.141,42.776,43.31
13/06/2014 13.00,S23.T110,S159.T14,3.715,5.641,10.244,22.501,12.595,11.934,31.802,42.776,43.493
13/06/2014 14.00,S23.T111,S159.T15,3.731,5.641,11.836,22.501,12.595,12.786,31.802,43.502,44.944
13/06/2014 15.00,S23.T112,S159.T16,19.235,11.756,13.127,22.811,14.733,13.121,31.802,45.455,46.222
13/06/2014 16.00,S23.T113,S159.T17,22.984,15.839,13.469,23.653,15.695,13.424,32.679,45.727,46.36
13/06/2014 17.00,S23.T114,S159.T18,24.37,15.964,13.783,24.611,15.695,13.424,33.229,45.727,46.36
13/06/2014 18.00,S23.T115,S159.T19,24.72,15.988,13.783,24.855,15.695,13.424,33.71,45.727,46.36
13/06/2014 19.00,S23.T116,S159.T20,25.278,15.988,13.783,27.36,16.03,13.424,34.801,45.727,46.36
13/06/2014 20.00,S23.T117,S159.T21,25.507,16.349,13.934,24.744,15.695,13.424,36.499,45.727,46.36
13/06/2014 21.00,S23.T118,S159.T22,25.507,16.349,14.06,24.611,15.695,13.424,33.339,45.727,46.36
13/06/2014 22.00,S23.T119,S159.T23,25.507,16.349,14.06,24.022,15.695,13.424,32.76,45.727,46.36
13/06/2014 23.00,S23.T120,S159.T24,25.507,16.497,14.06,24.022,15.695,13.424,32.76,45.727,46.36
14/06/2014 00.00,S23.T121,S160.T01,24.419,19.513,17.979,23.711,16.739,17.167,30.003,15.28,14.348
14/06/2014 01.00,S23.T122,S160.T02,24.419,19.513,17.979,23.711,16.739,17.167,25.386,14.871,14.348
14/06/2014 02.00,S23.T123,S160.T03,24.419,19.513,17.979,23.711,16.739,17.167,25.386,14.871,14.348
14/06/2014 03.00,S23.T124,S160.T04,24.419,19.513,17.979,23.711,16.739,17.167,25.451,14.871,14.348
14/06/2014 04.00,S23.T125,S160.T05,26.172,19.513,17.872,23.793,16.739,17.167,25.451,14.871,14.348
14/06/2014 05.00,S23.T126,S160.T06,24.77,19.513,17.979,23.775,16.739,17.167,25.451,14.871,14.348
14/06/2014 06.00,S23.T127,S160.T07,24.419,19.513,17.872,23.711,16.739,17.167,25.451,14.871,14.348
14/06/2014 07.00,S23.T128,S160.T08,23.279,16.449,17.394,23.471,13.808,16.879,25.434,14.871,14.332
14/06/2014 08.00,S23.T129,S160.T09,14.36,10.279,16.481,19.947,5.203,16.344,24.583,13.603,13.671
14/06/2014 09.00,S23.T130,S160.T10,12.561,7.124,15.373,13.343,3.896,13.773,22.698,9.972,11.957
14/06/2014 10.00,S23.T131,S160.T11,12.851,7.244,15.373,13.436,3.896,13.773,18.746,7.93,11.811
14/06/2014 11.00,S23.T132,S160.T12,10.455,7.244,15.373,12.974,3.896,13.773,15.722,7.93,11.811
14/06/2014 12.00,S23.T133,S160.T13,10.455,7.244,15.373,12.974,3.896,13.87,15.722,7.93,11.811
14/06/2014 13.00,S23.T134,S160.T14,10.455,7.244,15.559,12.974,3.913,16.211,15.722,7.93,11.811
14/06/2014 14.00,S23.T135,S160.T15,10.455,8.41,17.368,13.067,6.69,16.791,15.722,8.683,13.725
14/06/2014 15.00,S23.T136,S160.T16,13.297,17.8,17.699,15.087,14.509,17.167,18.318,14.079,14.348
14/06/2014 16.00,S23.T137,S160.T17,14.856,19.513,17.699,21.107,16.739,17.167,19.238,14.871,14.348
14/06/2014 17.00,S23.T138,S160.T18,24.419,19.513,17.872,23.711,16.739,17.167,23.951,14.871,14.348
14/06/2014 18.00,S23.T139,S160.T19,25.148,20.163,17.979,25.049,16.739,17.167,25.669,14.871,14.348
14/06/2014 19.00,S23.T140,S160.T20,25.621,20.163,17.979,32.733,18.523,17.167,25.636,14.871,14.348
14/06/2014 20.00,S23.T141,S160.T21,25.789,20.587,18.033,32.733,22.713,17.167,21.527,14.871,14.348
14/06/2014 21.00,S23.T142,S160.T22,25.789,20.758,18.133,32.311,22.713,17.167,20.631,14.871,14.348
14/06/2014 22.00,S23.T143,S160.T23,31.498,21.463,18.172,27.354,18.379,17.167,20.631,14.871,14.348
14/06/2014 23.00,S23.T144,S160.T24,31.977,23.015,18.172,26.164,18.281,17.167,20.631,14.871,14.348
15/06/2014 00.00,S23.T145,S161.T01,26.848,20.497,17.794,29.292,43.571,52.982,25.009,44.299,49.794
15/06/2014 01.00,S23.T146,S161.T02,26.848,20.47,17.794,29.292,43.571,52.982,25.009,44.299,49.794
15/06/2014 02.00,S23.T147,S161.T03,26.848,20.455,17.794,29.292,43.571,52.982,25.009,44.299,49.794
15/06/2014 03.00,S23.T148,S161.T04,26.848,20.455,17.794,29.292,43.571,52.982,25.009,44.299,49.794
