time,CapDev_time,DA_time,DK1 2025 (2014 WY),DK1 2035 (2014 WY),DK1 2045 (2014 WY),DK1 2025 (2012 WY),DK1 2035 (2012 WY),DK1 2045 (2012 WY),DK1 2025 (1985 WY),DK1 2045 (1985 WY),DK1 2045 (1985 WY)
26/05/2014 22.00,S21.T023,S141.T23,32.513,44.357,44.91,22.351,17.424,18.794,25.621,44.237,30.911
26/05/2014 23.00,S21.T024,S141.T24,32.513,44.357,44.91,22.351,17.424,18.794,25.621,44.237,30.911
27/05/2014 00.00,S21.T025,S142.T01,25.801,25.817,14.945,24.858,17.679,13.733,31.801,46.792,46.544
27/05/2014 01.00,S21.T026,S142.T02,25.801,25.817,14.945,24.858,17.679,13.733,32.6,46.792,46.544
27/05/2014 02.00,S21.T027,S142.T03,25.801,25.817,14.945,24.858,17.679,13.733,32.6,46.792,46.544
27/05/2014 03.00,S21.T028,S142.T04,23.483,25.817,14.945,24.858,17.679,13.733,32.6,46.792,46.544
27/05/2014 04.00,S21.T029,S142.T05,23.483,25.55,14.908,24.858,17.679,13.733,32.941,46.792,46.544
27/05/2014 05.00,S21.T030,S142.T06,23.734,26.011,14.908,25.125,17.733,13.733,33.421,46.792,46.544
27/05/2014 06.00,S21.T031,S142.T07,24.607,25.005,14.249,26.354,17.102,13.273,34.693,46.317,45.575
27/05/2014 07.00,S21.T032,S142.T08,24.365,23.781,13.684,38.651,15.027,12.44,44.793,45.996,45.082
27/05/2014 08.00,S21.T033,S142.T09,25.713,23.232,12.659,26.465,15.144,12.193,34.135,45.658,43.759
27/05/2014 09.00,S21.T034,S142.T10,24.003,22.041,12.659,24.018,13.926,11.629,32.436,43.292,43.164
27/05/2014 10.00,S21.T035,S142.T11,30.918,23.743,12.659,23.918,13.922,10.544,31.471,43.292,43.164
27/05/2014 11.00,S21.T036,S142.T12,26.268,20.784,12.659,22.426,13.631,10.544,31.471,43.292,43.632
27/05/2014 12.00,S21.T037,S142.T13,24.471,20.556,12.659,22.426,13.631,10.544,32.439,43.292,43.632
27/05/2014 13.00,S21.T038,S142.T14,21.715,20.556,12.846,23.155,13.631,10.632,32.668,43.954,43.675
27/05/2014 14.00,S21.T039,S142.T15,20.706,20.556,13.011,26.24,14.759,12.468,33.112,44.831,44.911
27/05/2014 15.00,S21.T040,S142.T16,20.714,22.584,14.338,26.878,16.917,13.165,33.112,46.058,46.12
27/05/2014 16.00,S21.T041,S142.T17,23.218,25.108,14.811,28.132,18.091,13.733,33.141,46.792,46.544
27/05/2014 17.00,S21.T042,S142.T18,25.557,25.478,14.908,31.76,18.091,13.733,32.6,46.792,46.544
27/05/2014 18.00,S21.T043,S142.T19,25.404,25.55,14.908,35.983,18.091,13.733,32.895,46.792,46.544
27/05/2014 19.00,S21.T044,S142.T20,24.229,25.55,14.908,35.879,17.797,13.733,32.616,46.792,46.544
27/05/2014 20.00,S21.T045,S142.T21,23.218,25.55,14.908,28.548,17.679,13.733,32.616,46.792,46.544
27/05/2014 21.00,S21.T046,S142.T22,22.972,25.55,14.908,27.554,17.679,13.733,32.6,46.792,46.544
27/05/2014 22.00,S21.T047,S142.T23,22.972,25.55,14.908,27.554,17.679,13.733,32.653,46.792,46.544
27/05/2014 23.00,S21.T048,S142.T24,22.972,25.55,14.908,26.14,17.679,13.733,32.6,46.792,46.544
28/05/2014 00.00,S21.T049,S143.T01,25.413,42.211,19.007,29.979,26.521,17.295,31.66,44.259,47.127
28/05/2014 01.00,S21.T050,S143.T02,25.413,42.211,19.007,29.979,26.521,17.295,31.66,44.259,47.127
28/05/2014 02.00,S21.T051,S143.T03,25.413,42.211,19.007,30.037,26.521,17.295,31.66,44.259,47.127
28/05/2014 03.00,S21.T052,S143.T04,25.413,42.211,19.007,30.12,26.521,17.295,31.66,44.259,47.127
28/05/2014 04.00,S21.T053,S143.T05,25.774,42.211,19.007,29.979,26.521,17.295,32.091,44.474,47.127
28/05/2014 05.00,S21.T054,S143.T06,27.087,42.211,19.007,30.738,26.766,17.295,33.53,44.485,47.127
28/05/2014 06.00,S21.T055,S143.T07,28.098,36.277,16.671,33.728,26.457,16.28,35.201,44.718,46.791
28/05/2014 07.00,S21.T056,S143.T08,28.098,33.339,17.204,44.449,25.375,16.021,43.869,42.586,45.056
28/05/2014 08.00,S21.T057,S143.T09,28.098,23.703,13.927,32.936,20.707,15.79,33.389,42.311,44.176
28/05/2014 09.00,S21.T058,S143.T10,28.843,28.374,13.927,32.244,20.707,14.81,31.916,41.265,43.386
28/05/2014 10.00,S21.T059,S143.T11,31.316,34.877,17.289,31.374,20.707,14.671,31.231,40.863,43.386
28/05/2014 11.00,S21.T060,S143.T12,30.236,33.723,17.385,30.31,20.707,13.657,30.774,39.974,43.386
28/05/2014 12.00,S21.T061,S143.T13,29.178,33.88,17.478,30.31,20.707,13.657,30.774,39.876,43.386
28/05/2014 13.00,S21.T062,S143.T14,30.12,36.277,17.969,30.31,20.707,13.657,30.774,39.876,43.67
28/05/2014 14.00,S21.T063,S143.T15,31.324,37.104,18.001,31.32,21.252,15.312,30.657,39.876,43.678
28/05/2014 15.00,S21.T064,S143.T16,31.846,41.111,18.525,32.658,22.216,16.27,30.672,41.58,44.745
28/05/2014 16.00,S21.T065,S143.T17,31.846,42.211,19.007,32.939,26.827,17.057,31.747,43.972,46.397
28/05/2014 17.00,S21.T066,S143.T18,32.727,42.403,19.007,35.352,26.833,17.295,32.533,44.045,47.127
28/05/2014 18.00,S21.T067,S143.T19,34.029,42.761,19.007,34.473,26.833,17.295,32.692,44.045,47.127
28/05/2014 19.00,S21.T068,S143.T20,35.755,42.761,19.007,32.153,26.833,17.295,31.869,44.045,47.127
28/05/2014 20.00,S21.T069,S143.T21,36.456,43.446,19.007,31.153,26.833,17.295,31.66,44.045,47.127
28/05/2014 21.00,S21.T070,S143.T22,34.187,42.842,19.007,31.089,26.761,17.295,31.594,44.045,47.127
28/05/2014 22.00,S21.T071,S143.T23,32.851,42.863,19.007,29.979,26.761,17.295,31.66,44.045,47.127
28/05/2014 23.00,S21.T072,S143.T24,32.051,43.269,19.007,29.979,26.761,17.295,31.594,44.045,47.127
29/05/2014 00.00,S21.T073,S144.T01,32.75,46.596,45.654,25.023,24.191,28.668,30.635,43.139,44.874
29/05/2014 01.00,S21.T074,S144.T02,32.75,46.596,45.654,25.023,24.191,28.668,30.344,43.139,44.874
29/05/2014 02.00,S21.T075,S144.T03,32.75,46.596,45.654,25.88,24.191,28.668,30.344,43.139,44.874
29/05/2014 03.00,S21.T076,S144.T04,32.75,46.596,45.654,30.222,24.191,28.668,30.344,43.139,44.874
29/05/2014 04.00,S21.T077,S144.T05,32.75,46.596,45.423,33.212,24.191,28.668,30.344,43.139,44.874
29/05/2014 05.00,S21.T078,S144.T06,32.75,46.596,45.654,33.637,25.16,28.668,32.146,43.266,44.874
29/05/2014 06.00,S21.T079,S144.T07,33.032,44.181,42.912,34.767,23.277,24.974,34.895,42.865,43.005
29/05/2014 07.00,S21.T080,S144.T08,32.748,40.998,41.133,44.402,23.138,23.911,44.094,41.427,41.953
29/05/2014 08.00,S21.T081,S144.T09,31.989,39.109,40.341,33.619,24.055,24.066,33.164,40.286,41.004
29/05/2014 09.00,S21.T082,S144.T10,32.035,38.919,40.341,26.97,23.277,23.605,31.801,38.727,40.193
29/05/2014 10.00,S21.T083,S144.T11,32.358,40.998,41.526,24.231,22.919,23.462,28.658,37.875,40.193
29/05/2014 11.00,S21.T084,S144.T12,32.358,41.537,42.315,23.478,22.041,23.462,28.395,37.875,40.193
29/05/2014 12.00,S21.T085,S144.T13,32.446,42.654,42.979,23.478,22.009,23.462,28.395,37.969,40.74
29/05/2014 13.00,S21.T086,S144.T14,32.448,44.094,43.332,23.478,22.009,24.584,28.395,38.028,41.004
29/05/2014 14.00,S21.T087,S144.T15,32.505,44.269,43.441,24.094,22.009,24.846,28.936,38.028,41.361
29/05/2014 15.00,S21.T088,S144.T16,33.36,44.714,43.903,24.887,22.009,25.866,30.344,40.388,42.61
29/05/2014 16.00,S21.T089,S144.T17,33.876,45.331,45.169,26.069,24.166,28.261,31.667,42.803,44.793
29/05/2014 17.00,S21.T090,S144.T18,33.882,46.596,45.423,27.072,24.191,28.668,31.7,43.266,44.874
29/05/2014 18.00,S21.T091,S144.T19,35.857,47.081,45.423,25.977,24.191,28.668,32.631,43.266,44.874
29/05/2014 19.00,S21.T092,S144.T20,37.903,47.081,45.423,25.402,24.191,28.668,31.869,43.139,44.874
29/05/2014 20.00,S21.T093,S144.T21,38.393,47.156,45.423,25.023,24.191,28.668,31.869,43.266,44.874
29/05/2014 21.00,S21.T094,S144.T22,36.734,47.081,45.423,25.023,24.191,28.668,31.698,43.266,44.874
29/05/2014 22.00,S21.T095,S144.T23,35.428,47.081,45.423,25.023,24.191,28.668,31.869,43.266,44.874
29/05/2014 23.00,S21.T096,S144.T24,33.725,47.081,45.423,25.023,24.191,28.668,31.559,43.266,44.874
30/05/2014 00.00,S21.T097,S145.T01,34.147,46.258,45.088,15.647,17.861,5.126,26.023,17.573,14.622
30/05/2014 01.00,S21.T098,S145.T02,34.147,46.385,45.088,18.928,17.918,5.126,26.023,17.573,14.622
30/05/2014 02.00,S21.T099,S145.T03,34.147,44.56,44.945,19.058,18.111,5.143,26.023,17.573,14.622
30/05/2014 03.00,S21.T100,S145.T04,34.147,44.311,44.945,19.957,18.111,5.205,28.405,17.618,14.622
30/05/2014 04.00,S21.T101,S145.T05,34.788,44.121,44.945,23.717,18.111,5.126,32.6,17.755,14.622
30/05/2014 05.00,S21.T102,S145.T06,34.97,45.017,45.088,25.478,20.148,5.274,33.412,18.776,14.622
30/05/2014 06.00,S21.T103,S145.T07,40.28,43.071,41.844,37.514,17.819,4.95,34.782,17.573,14.215
30/05/2014 07.00,S21.T104,S145.T08,40.333,43.246,41.747,26.381,16.708,4.821,44.051,16.191,13.704
30/05/2014 08.00,S21.T105,S145.T09,33.882,42.354,41.126,23.015,16.277,3.743,32.079,15.549,12.801
30/05/2014 09.00,S21.T106,S145.T10,33.211,38.077,39.658,19.011,15.905,3.604,24.65,14.664,12.317
30/05/2014 10.00,S21.T107,S145.T11,30.771,41.401,40.29,17.444,15.81,3.626,24.029,14.892,12.317
30/05/2014 11.00,S21.T108,S145.T12,29.738,38.077,39.38,14.205,15.398,3.604,24.15,13.712,12.317
30/05/2014 12.00,S21.T109,S145.T13,29.738,38.077,39.38,13.166,11.612,3.604,23.15,12.595,12.317
30/05/2014 13.00,S21.T110,S145.T14,29.738,38.077,39.38,13.166,11.612,3.604,23.15,12.595,12.382
30/05/2014 14.00,S21.T111,S145.T15,31.282,39.146,40.42,13.166,11.612,3.662,23.15,12.595,13.506
30/05/2014 15.00,S21.T112,S145.T16,31.282,43.152,41.126,13.607,13.382,4.862,23.855,13.89,14.123
30/05/2014 16.00,S21.T113,S145.T17,32.613,43.98,43.548,14.215,17.252,5.117,26.023,17.436,14.622
30/05/2014 17.00,S21.T114,S145.T18,33.271,44.526,44.945,15.645,17.315,5.126,26.023,17.573,14.622
30/05/2014 18.00,S21.T115,S145.T19,34.59,44.584,44.945,17.005,17.315,5.126,26.625,17.609,14.622
30/05/2014 19.00,S21.T116,S145.T20,36.387,44.526,44.945,14.117,17.315,5.126,26.287,17.573,14.622
30/05/2014 20.00,S21.T117,S145.T21,33.165,44.526,44.945,14.117,17.315,5.126,26.023,17.573,14.622
30/05/2014 21.00,S21.T118,S145.T22,32.699,44.311,44.945,14.117,17.315,5.126,26.023,17.573,14.622
30/05/2014 22.00,S21.T119,S145.T23,30.605,44.121,44.945,14.117,17.315,5.126,26.023,17.573,14.622
30/05/2014 23.00,S21.T120,S145.T24,30.605,44.121,44.945,14.117,17.315,5.126,26.023,17.573,14.622
31/05/2014 00.00,S21.T121,S146.T01,29.968,15.345,14.762,22.589,21.405,18.306,23.539,16.81,13.799
31/05/2014 01.00,S21.T122,S146.T02,29.968,15.345,14.762,22.589,21.405,18.306,23.434,16.758,13.799
31/05/2014 02.00,S21.T123,S146.T03,29.968,15.345,14.762,22.589,21.405,18.306,24.003,16.996,13.807
31/05/2014 03.00,S21.T124,S146.T04,29.968,15.345,14.762,22.991,21.405,18.306,24.135,16.996,13.808
31/05/2014 04.00,S21.T125,S146.T05,30.159,15.345,14.762,26.254,21.405,18.306,24.943,16.585,13.799
31/05/2014 05.00,S21.T126,S146.T06,30.279,15.345,14.762,23.286,21.405,18.306,24.953,16.87,13.827
31/05/2014 06.00,S21.T127,S146.T07,31.075,15.345,14.762,23.699,21.379,18.306,24.413,16.21,13.799
31/05/2014 07.00,S21.T128,S146.T08,30.478,14.59,14.469,23.148,20.793,17.782,24.413,15.848,13.661
31/05/2014 08.00,S21.T129,S146.T09,25.304,13.161,13.825,17.654,12.595,15.556,23.451,13.558,13.098
31/05/2014 09.00,S21.T130,S146.T10,22.571,12.191,12.145,13.52,12.163,15.396,14.608,5.539,10.542
31/05/2014 10.00,S21.T131,S146.T11,23.01,12.466,12.145,13.246,12.163,15.396,13.246,5.372,10.542
31/05/2014 11.00,S21.T132,S146.T12,21.938,12.191,12.145,10.425,12.163,15.396,11.013,5.372,10.542
31/05/2014 12.00,S21.T133,S146.T13,21.938,12.191,12.145,10.425,12.163,15.396,11.013,5.372,10.542
31/05/2014 13.00,S21.T134,S146.T14,21.938,12.191,12.145,10.425,12.163,17.184,11.013,5.372,10.744
31/05/2014 14.00,S21.T135,S146.T15,22.818,13.398,13.845,12.735,14.822,17.576,11.063,5.372,13.098
31/05/2014 15.00,S21.T136,S146.T16,24.697,15.192,14.459,14.801,21.405,18.265,13.365,15.693,13.614
31/05/2014 16.00,S21.T137,S146.T17,28.125,15.345,14.59,20.421,21.503,18.306,14.716,15.982,13.799
31/05/2014 17.00,S21.T138,S146.T18,31.214,15.345,14.762,26.129,21.822,18.306,17.106,16.219,13.799
31/05/2014 18.00,S21.T139,S146.T19,31.214,15.345,14.762,27.405,22.304,18.396,16.596,16.21,13.799
31/05/2014 19.00,S21.T140,S146.T20,31.214,15.345,14.762,26.488,21.732,18.306,16.596,16.21,13.799
31/05/2014 20.00,S21.T141,S146.T21,31.214,15.353,14.762,25.5,21.87,18.396,16.596,16.21,13.799
31/05/2014 21.00,S21.T142,S146.T22,31.536,15.45,14.762,25.153,21.872,18.433,16.596,16.21,13.799
31/05/2014 22.00,S21.T143,S146.T23,32.316,15.73,14.762,22.589,21.732,18.396,16.596,16.21,13.799
31/05/2014 23.00,S21.T144,S146.T24,31.95,15.747,14.762,22.997,21.822,18.433,16.596,16.21,13.799
01/06/2014 00.00,S21.T145,S147.T01,34.11,24.811,17.777,26.82,42.947,53.7,19.132,21.213,19.026
01/06/2014 01.00,S21.T146,S147.T02,34.11,24.811,17.777,26.82,42.947,53.7,19.132,21.213,19.026
01/06/2014 02.00,S21.T147,S147.T03,34.11,24.811,17.777,26.82,42.947,53.7,19.132,21.213,19.026
01/06/2014 03.00,S21.T148,S147.T04,34.11,24.811,17.777,26.82,42.947,53.7,19.132,21.213,19.026
01/06/2014 04.00,S21.T149,S147.T05,39.704,24.811,17.777,31.032,42.947,53.7,19.132,21.213,18.942
01/06/2014 05.00,S21.T150,S147.T06,35.927,24.811,17.777,38.254,42.947,54.285,19.132,21.213,19.026
01/06/2014 06.00,S21.T151,S147.T07,34.11,24.811,17.777,26.953,42.947,53.7,19.132,21.213,18.942
01/06/2014 07.00,S21.T152,S147.T08,33.551,24.299,17.777,26.419,41.754,53.319,18.893,17.72,18.785
01/06/2014 08.00,S21.T153,S147.T09,31.026,19.359,16.909,23.288,35.836,51.824,8.934,6.317,15.572
01/06/2014 09.00,S21.T154,S147.T10,25.102,12.595,14.157,20.24,29.665,48.723,3.89,3.622,14.265
01/06/2014 10.00,S21.T155,S147.T11,23.95,12.541,14.157,19.507,29.665,48.723,2.885,3.61,14.265
01/06/2014 11.00,S21.T156,S147.T12,23.95,12.541,14.157,19.355,29.665,48.723,1.991,3.61,14.265
01/06/2014 12.00,S21.T157,S147.T13,23.95,12.541,14.157,19.355,29.665,48.723,1.991,3.61,14.265
01/06/2014 13.00,S21.T158,S147.T14,23.95,12.595,16.164,20.442,29.665,48.771,1.991,3.61,14.518
01/06/2014 14.00,S21.T159,S147.T15,25.647,15.762,16.663,22.702,37.415,51.436,2.123,3.956,18.055
01/06/2014 15.00,S21.T160,S147.T16,27.001,23.203,17.777,24.41,40.791,53.63,4.875,16.888,18.585
01/06/2014 16.00,S21.T161,S147.T17,32.904,24.732,17.777,26.82,42.947,53.7,12.36,21.098,18.826
01/06/2014 17.00,S21.T162,S147.T18,34.11,24.811,17.777,33.006,42.947,53.7,19.132,21.213,18.942
01/06/2014 18.00,S21.T163,S147.T19,34.336,24.811,17.777,38.254,42.947,53.7,19.874,21.213,19.026
01/06/2014 19.00,S21.T164,S147.T20,35.156,24.811,17.777,38.254,42.947,53.7,19.733,21.213,18.962
01/06/2014 20.00,S21.T165,S147.T21,36.745,24.821,17.777,32.905,43.464,53.7,19.874,21.213,19.026
01/06/2014 21.00,S21.T166,S147.T22,36.985,24.821,17.777,36.437,43.464,53.7,19.874,21.213,19.026
01/06/2014 22.00,S21.T167,S147.T23,34.838,24.821,17.777,32.16,42.947,53.7,25.339,21.213,19.026
01/06/2014 23.00,S21.T168,S147.T24,34.391,24.821,17.777,36.041,42.947,53.7,23.409,21.213,19.026
02/06/2014 00.00,S22.T001,S148.T01,36.069,50.342,46.364,32.167,26.37,14.586,31.647,45.38,47.419
02/06/2014 01.00,S22.T002,S148.T02,36.069,50.342,46.364,32.366,26.231,14.539,31.647,45.389,47.419
02/06/2014 02.00,S22.T003,S148.T03,36.069,50.342,46.364,32.366,26.231,14.539,31.647,45.391,47.419
02/06/2014 03.00,S22.T004,S148.T04,36.069,50.342,46.364,22.425,26.231,14.539,31.647,45.391,47.419
02/06/2014 04.00,S22.T005,S148.T05,36.069,50.342,46.364,22.425,26.212,14.539,32.76,45.188,47.419
02/06/2014 05.00,S22.T006,S148.T06,49.894,50.342,46.364,22.425,26.231,14.539,40.36,45.637,47.419
02/06/2014 06.00,S22.T007,S148.T07,36.649,47.322,31.069,21.535,23.639,13.517,33.996,43.669,45.896
02/06/2014 07.00,S22.T008,S148.T08,33.864,41.23,27.697,24.608,12.966,9.709,32.501,35.996,44.004
02/06/2014 08.00,S22.T009,S148.T09,30.557,38.28,26.024,19.058,11.773,9.452,27.088,34.226,41.85
02/06/2014 09.00,S22.T010,S148.T10,26.032,37.139,25.785,5.296,11.361,9.452,24.144,29.934,41.669
02/06/2014 10.00,S22.T011,S148.T11,25.983,37.898,27.182,4.358,11.361,9.452,21.723,26.812,41.669
02/06/2014 11.00,S22.T012,S148.T12,25.602,37.898,27.343,3.713,11.361,9.452,15.23,26.812,42.419
02/06/2014 12.00,S22.T013,S148.T13,25.602,38.109,27.963,3.713,11.361,9.453,15.23,26.812,42.867
02/06/2014 13.00,S22.T014,S148.T14,27.154,40.647,28.596,3.713,11.773,9.928,15.23,26.812,43.599
02/06/2014 14.00,S22.T015,S148.T15,30.111,42.205,28.877,8.689,12.966,12.029,23.533,30.571,44.03
02/06/2014 15.00,S22.T016,S148.T16,32.163,46.749,29.242,19.137,14.003,13.592,25.982,39.395,45.312
02/06/2014 16.00,S22.T017,S148.T17,34.328,48.708,36.823,23.473,25.661,14.325,31.647,44.257,47.419
02/06/2014 17.00,S22.T018,S148.T18,36.069,50.342,45.915,23.531,26.212,14.539,35.206,45.188,47.419
02/06/2014 18.00,S22.T019,S148.T19,36.069,50.342,46.364,23.671,26.426,14.539,35.641,45.188,47.419
02/06/2014 19.00,S22.T020,S148.T20,36.069,50.342,46.364,23.671,26.398,14.539,34.293,45.188,47.419
02/06/2014 20.00,S22.T021,S148.T21,36.836,50.342,46.364,23.671,26.212,14.539,32.368,45.188,47.419
02/06/2014 21.00,S22.T022,S148.T22,38.843,50.342,46.364,21.937,26.212,14.539,31.802,45.188,47.419
02/06/2014 22.00,S22.T023,S148.T23,36.836,50.342,46.364,23.671,26.212,14.539,35.641,45.188,47.419
02/06/2014 23.00,S22.T024,S148.T24,38.684,50.342,46.364,21.937,26.212,14.539,35.641,45.188,47.419
03/06/2014 00.00,S22.T025,S149.T01,39.406,54.875,62.587,28.333,44.856,47.294,33.619,48.936,59.325
03/06/2014 01.00,S22.T026,S149.T02,39.406,54.875,62.587,28.333,44.856,47.294,33.619,48.936,59.325
03/06/2014 02.00,S22.T027,S149.T03,39.406,54.875,62.587,28.333,44.856,47.294,33.619,48.936,59.325
03/06/2014 03.00,S22.T028,S149.T04,39.406,54.875,62.587,28.333,44.856,47.294,33.619,48.936,59.325
03/06/2014 04.00,S22.T029,S149.T05,40.421,54.875,62.587,28.547,44.856,47.294,33.882,48.936,59.325
03/06/2014 05.00,S22.T030,S149.T06,47.537,54.875,62.587,29.81,44.856,47.294,34.688,49.155,59.325
03/06/2014 06.00,S22.T031,S149.T07,43.2,50.575,56.901,40.223,40.147,43.424,36.462,47.8,56.679
03/06/2014 07.00,S22.T032,S149.T08,35.066,47.887,54.079,32.829,36.545,42.532,43.904,45.857,54.987
03/06/2014 08.00,S22.T033,S149.T09,32.905,46.267,53.425,29.81,35.536,42.532,33.177,45.857,54.719
03/06/2014 09.00,S22.T034,S149.T10,32.224,46.057,53.425,28.955,35.5,42.532,32.755,45.691,54.407
03/06/2014 10.00,S22.T035,S149.T11,32.224,47.049,54.888,28.905,39.35,44.032,31.802,45.187,53.941
03/06/2014 11.00,S22.T036,S149.T12,31.66,47.049,55.375,27.775,39.35,44.032,31.165,45.059,53.941
03/06/2014 12.00,S22.T037,S149.T13,31.66,47.049,55.629,27.775,39.35,44.032,31.165,45.059,53.941
03/06/2014 13.00,S22.T038,S149.T14,31.943,47.049,56.038,30.215,39.4,44.275,31.66,45.673,54.851
03/06/2014 14.00,S22.T039,S149.T15,32.783,47.993,56.327,31.783,40.327,44.718,32.426,45.974,55.063
03/06/2014 15.00,S22.T040,S149.T16,33.877,49.658,57.638,32.507,44.334,46.253,32.783,47.348,56.425
03/06/2014 16.00,S22.T041,S149.T17,35.698,54.63,62.273,33.408,45.674,46.856,33.561,48.278,59.325
03/06/2014 17.00,S22.T042,S149.T18,39.406,54.875,62.587,33.882,46.4,47.294,39.753,48.936,59.325
03/06/2014 18.00,S22.T043,S149.T19,39.406,54.875,62.587,35.055,46.6,47.465,42.232,48.936,59.325
03/06/2014 19.00,S22.T044,S149.T20,56.204,54.875,62.587,41.56,47.244,47.465,34.688,48.936,59.325
03/06/2014 20.00,S22.T045,S149.T21,56.204,54.875,62.587,35.94,47.364,47.465,33.882,48.936,59.325
03/06/2014 21.00,S22.T046,S149.T22,50.5,54.875,62.587,34.744,47.033,47.465,33.623,48.936,59.325
03/06/2014 22.00,S22.T047,S149.T23,39.406,54.875,62.587,35.17,47.297,47.465,33.619,48.936,59.325
03/06/2014 23.00,S22.T048,S149.T24,39.406,54.875,62.587,36.715,47.033,47.431,33.619,48.936,59.325
04/06/2014 00.00,S22.T049,S150.T01,35.954,45.339,45.588,35.149,51.727,62.035,32.905,45.591,46.604
04/06/2014 01.00,S22.T050,S150.T02,35.038,45.339,45.588,35.022,51.727,62.035,32.905,45.591,46.604
04/06/2014 02.00,S22.T051,S150.T03,35.038,45.415,45.588,35.022,51.658,62.035,32.905,45.591,46.604
04/06/2014 03.00,S22.T052,S150.T04,35.038,45.415,45.588,35.022,51.658,62.035,32.905,45.591,46.604
04/06/2014 04.00,S22.T053,S150.T05,37.729,45.415,45.588,35.74,51.658,61.838,32.905,45.591,46.604
04/06/2014 05.00,S22.T054,S150.T06,46.833,46.193,45.588,41.999,51.658,61.838,32.905,45.591,46.604
04/06/2014 06.00,S22.T055,S150.T07,42.665,44.652,43.977,42.745,49.318,55.471,32.792,44.532,45.41
04/06/2014 07.00,S22.T056,S150.T08,35.937,44.46,43.569,35.9,48.394,54.643,41.584,44.072,44.542
04/06/2014 08.00,S22.T057,S150.T09,33.939,44.09,42.537,32.905,47.719,53.221,32.856,42.391,43.211
04/06/2014 09.00,S22.T058,S150.T10,32.711,43.198,42.029,32.507,46.536,53.221,31.556,42.008,43.211
04/06/2014 10.00,S22.T059,S150.T11,31.946,43.198,41.998,31.802,47.782,54.154,30.914,42.194,44.197
04/06/2014 11.00,S22.T060,S150.T12,31.946,43.198,41.998,31.393,46.536,54.154,30.914,42.462,44.689
04/06/2014 12.00,S22.T061,S150.T13,32.718,43.198,42.029,31.393,46.536,54.154,31.248,42.463,44.739
04/06/2014 13.00,S22.T062,S150.T14,32.718,43.34,42.452,31.393,46.536,55.042,32.141,42.785,44.739
04/06/2014 14.00,S22.T063,S150.T15,34.003,43.713,43.15,31.802,46.631,55.219,32.141,43.309,44.772
04/06/2014 15.00,S22.T064,S150.T16,34.003,44.584,43.51,32.507,48.541,55.654,32.141,44.215,45.827
04/06/2014 16.00,S22.T065,S150.T17,33.381,44.684,45.588,32.905,51.203,61.838,32.856,45.591,46.604
04/06/2014 17.00,S22.T066,S150.T18,34.143,44.684,45.588,35.022,51.658,61.838,32.905,45.591,46.604
04/06/2014 18.00,S22.T067,S150.T19,33.486,44.684,45.588,35.022,51.658,61.838,33.482,45.591,46.604
04/06/2014 19.00,S22.T068,S150.T20,32.488,44.684,45.588,36.041,51.658,61.838,41.075,45.591,46.604
04/06/2014 20.00,S22.T069,S150.T21,32.488,44.684,45.588,46.348,51.658,62.035,34.29,45.591,46.604
04/06/2014 21.00,S22.T070,S150.T22,32.488,44.684,45.588,36.104,51.658,61.838,34.29,45.591,46.604
04/06/2014 22.00,S22.T071,S150.T23,32.488,44.684,45.588,35.022,51.658,62.035,33.482,45.591,46.604
04/06/2014 23.00,S22.T072,S150.T24,32.488,44.684,45.588,35.022,51.658,61.838,32.905,45.591,46.604
05/06/2014 00.00,S22.T073,S151.T01,31.191,41.628,41.815,33.732,46.472,48.139,31.989,46.835,50.969
05/06/2014 01.00,S22.T074,S151.T02,31.191,41.628,41.815,33.732,46.472,48.139,31.989,46.835,50.969
05/06/2014 02.00,S22.T075,S151.T03,31.191,41.628,41.815,33.683,46.472,48.139,31.989,46.835,50.969
05/06/2014 03.00,S22.T076,S151.T04,31.191,41.628,41.815,33.732,46.472,48.139,31.989,46.835,50.969
05/06/2014 04.00,S22.T077,S151.T05,31.191,41.628,41.815,34.962,46.472,48.139,32.448,46.835,50.969
05/06/2014 05.00,S22.T078,S151.T06,32.272,41.628,41.815,38.792,47.049,48.139,32.448,46.835,50.969
05/06/2014 06.00,S22.T079,S151.T07,35.237,40.297,40.264,44.862,46.407,45.843,32.448,45.948,48.861
05/06/2014 07.00,S22.T080,S151.T08,32.069,21.914,31.98,34.882,45.777,45.52,37.45,45.034,48.442
05/06/2014 08.00,S22.T081,S151.T09,30.345,16.743,29.952,33.882,45.098,45.099,31.724,43.645,47.306
05/06/2014 09.00,S22.T082,S151.T10,28.75,16.639,29.34,33.251,44.8,44.205,30.958,43.316,45.99
05/06/2014 10.00,S22.T083,S151.T11,29.225,21.914,29.34,33.693,44.8,44.433,31.558,43.976,46.725
05/06/2014 11.00,S22.T084,S151.T12,27.376,21.452,29.34,31.961,44.168,44.008,31.27,44.218,46.146
05/06/2014 12.00,S22.T085,S151.T13,27.376,23.487,29.34,31.379,43.883,44.008,31.355,44.452,46.519
05/06/2014 13.00,S22.T086,S151.T14,27.376,25.507,33.942,31.379,43.883,44.008,31.27,44.452,47.344
05/06/2014 14.00,S22.T087,S151.T15,27.376,27.299,36.551,31.379,43.883,44.306,31.66,45.034,47.759
05/06/2014 15.00,S22.T088,S151.T16,30.397,34.722,40.291,31.834,44.419,45.454,32.015,45.769,48.714
