time,2012 Denmark_HH80_SP400
30/09/2012 02.00,0.9474
30/09/2012 03.00,0.9463
30/09/2012 04.00,0.9424
30/09/2012 05.00,0.9366
30/09/2012 06.00,0.9302
30/09/2012 07.00,0.914
30/09/2012 08.00,0.8902
30/09/2012 09.00,0.9054
30/09/2012 10.00,0.9025
30/09/2012 11.00,0.9091
30/09/2012 12.00,0.9206
30/09/2012 13.00,0.9308
30/09/2012 14.00,0.8503
30/09/2012 15.00,0.8315
30/09/2012 16.00,0.8288
30/09/2012 17.00,0.8475
30/09/2012 18.00,0.8619
30/09/2012 19.00,0.9013
30/09/2012 20.00,0.8967
30/09/2012 21.00,0.8838
30/09/2012 22.00,0.8992
30/09/2012 23.00,0.8704
01/10/2012 00.00,0.5113
01/10/2012 01.00,0.4436
01/10/2012 02.00,0.433
01/10/2012 03.00,0.4098
01/10/2012 04.00,0.3303
01/10/2012 05.00,0.2833
01/10/2012 06.00,0.2259
01/10/2012 07.00,0.2065
01/10/2012 08.00,0.2263
01/10/2012 09.00,0.4314
01/10/2012 10.00,0.3709
01/10/2012 11.00,0.3913
01/10/2012 12.00,0.3018
01/10/2012 13.00,0.2333
01/10/2012 14.00,0.2532
01/10/2012 15.00,0.2055
01/10/2012 16.00,0.1547
01/10/2012 17.00,0.1349
01/10/2012 18.00,0.1311
01/10/2012 19.00,0.1309
01/10/2012 20.00,0.1261
01/10/2012 21.00,0.1253
01/10/2012 22.00,0.1606
01/10/2012 23.00,0.1995
02/10/2012 00.00,0.461
02/10/2012 01.00,0.479
02/10/2012 02.00,0.5247
02/10/2012 03.00,0.5668
02/10/2012 04.00,0.5953
02/10/2012 05.00,0.5311
02/10/2012 06.00,0.3977
02/10/2012 07.00,0.4446
02/10/2012 08.00,0.5969
02/10/2012 09.00,0.5715
02/10/2012 10.00,0.409
02/10/2012 11.00,0.4421
02/10/2012 12.00,0.4643
02/10/2012 13.00,0.562
02/10/2012 14.00,0.5994
02/10/2012 15.00,0.4917
02/10/2012 16.00,0.4433
02/10/2012 17.00,0.3958
02/10/2012 18.00,0.3421
02/10/2012 19.00,0.3311
02/10/2012 20.00,0.2867
02/10/2012 21.00,0.2854
02/10/2012 22.00,0.4232
02/10/2012 23.00,0.476
03/10/2012 00.00,0.0256
03/10/2012 01.00,0.0442
03/10/2012 02.00,0.0533
03/10/2012 03.00,0.0404
03/10/2012 04.00,0.0446
03/10/2012 05.00,0.0621
03/10/2012 06.00,0.077
03/10/2012 07.00,0.1262
03/10/2012 08.00,0.253
03/10/2012 09.00,0.2109
03/10/2012 10.00,0.2465
03/10/2012 11.00,0.3743
03/10/2012 12.00,0.3119
03/10/2012 13.00,0.3136
03/10/2012 14.00,0.3043
03/10/2012 15.00,0.4289
03/10/2012 16.00,0.4746
03/10/2012 17.00,0.2089
03/10/2012 18.00,0.1305
03/10/2012 19.00,0.2291
03/10/2012 20.00,0.1613
03/10/2012 21.00,0.0971
03/10/2012 22.00,0.0746
03/10/2012 23.00,0.0715
04/10/2012 00.00,0.2335
04/10/2012 01.00,0.2201
04/10/2012 02.00,0.2219
04/10/2012 03.00,0.2033
04/10/2012 04.00,0.218
04/10/2012 05.00,0.2815
04/10/2012 06.00,0.2876
04/10/2012 07.00,0.2214
04/10/2012 08.00,0.3133
04/10/2012 09.00,0.2248
04/10/2012 10.00,0.1461
04/10/2012 11.00,0.0972
04/10/2012 12.00,0.0669
04/10/2012 13.00,0.0589
04/10/2012 14.00,0.0807
04/10/2012 15.00,0.0911
04/10/2012 16.00,0.0572
04/10/2012 17.00,0.0964
04/10/2012 18.00,0.1163
04/10/2012 19.00,0.1401
04/10/2012 20.00,0.1969
04/10/2012 21.00,0.274
04/10/2012 22.00,0.3432
04/10/2012 23.00,0.2926
05/10/2012 00.00,0.1306
05/10/2012 01.00,0.0907
05/10/2012 02.00,0.0886
05/10/2012 03.00,0.0882
05/10/2012 04.00,0.0825
05/10/2012 05.00,0.0654
05/10/2012 06.00,0.0378
05/10/2012 07.00,0.0153
05/10/2012 08.00,0.0203
05/10/2012 09.00,0.0248
05/10/2012 10.00,0.0057
05/10/2012 11.00,0.0071
05/10/2012 12.00,0
05/10/2012 13.00,0
05/10/2012 14.00,0
05/10/2012 15.00,0
05/10/2012 16.00,0
05/10/2012 17.00,0
05/10/2012 18.00,0.0274
05/10/2012 19.00,0.1536
05/10/2012 20.00,0.184
05/10/2012 21.00,0.1698
05/10/2012 22.00,0.164
05/10/2012 23.00,0.091
06/10/2012 00.00,0.7518
06/10/2012 01.00,0.6696
06/10/2012 02.00,0.4209
06/10/2012 03.00,0.2224
06/10/2012 04.00,0.134
06/10/2012 05.00,0.1025
06/10/2012 06.00,0.1167
06/10/2012 07.00,0.1505
06/10/2012 08.00,0.1134
06/10/2012 09.00,0.1118
06/10/2012 10.00,0.0928
06/10/2012 11.00,0.1557
06/10/2012 12.00,0.1812
06/10/2012 13.00,0.2234
06/10/2012 14.00,0.3275
06/10/2012 15.00,0.3799
06/10/2012 16.00,0.3729
06/10/2012 17.00,0.4501
06/10/2012 18.00,0.4759
06/10/2012 19.00,0.5063
06/10/2012 20.00,0.6298
06/10/2012 21.00,0.7212
06/10/2012 22.00,0.7545
06/10/2012 23.00,0.7322
07/10/2012 00.00,0.2887
07/10/2012 01.00,0.2783
07/10/2012 02.00,0.2851
07/10/2012 03.00,0.3355
07/10/2012 04.00,0.3439
07/10/2012 05.00,0.3418
07/10/2012 06.00,0.3771
07/10/2012 07.00,0.384
07/10/2012 08.00,0.4614
07/10/2012 09.00,0.5941
07/10/2012 10.00,0.6448
07/10/2012 11.00,0.6199
07/10/2012 12.00,0.7277
07/10/2012 13.00,0.5434
07/10/2012 14.00,0.6335
07/10/2012 15.00,0.6136
07/10/2012 16.00,0.6404
07/10/2012 17.00,0.657
07/10/2012 18.00,0.5849
07/10/2012 19.00,0.567
07/10/2012 20.00,0.6234
07/10/2012 21.00,0.642
07/10/2012 22.00,0.6386
07/10/2012 23.00,0.6011
08/10/2012 00.00,0.8526
08/10/2012 01.00,0.8921
08/10/2012 02.00,0.8961
08/10/2012 03.00,0.8843
08/10/2012 04.00,0.8652
08/10/2012 05.00,0.8903
08/10/2012 06.00,0.913
08/10/2012 07.00,0.9006
08/10/2012 08.00,0.894
08/10/2012 09.00,0.8377
08/10/2012 10.00,0.7733
08/10/2012 11.00,0.6237
08/10/2012 12.00,0.6546
08/10/2012 13.00,0.7038
08/10/2012 14.00,0.6761
08/10/2012 15.00,0.6225
08/10/2012 16.00,0.622
08/10/2012 17.00,0.5159
08/10/2012 18.00,0.5405
08/10/2012 19.00,0.6251
08/10/2012 20.00,0.7493
08/10/2012 21.00,0.8754
08/10/2012 22.00,0.9196
08/10/2012 23.00,0.932
09/10/2012 00.00,0.8132
09/10/2012 01.00,0.7731
09/10/2012 02.00,0.8316
09/10/2012 03.00,0.8769
09/10/2012 04.00,0.9238
09/10/2012 05.00,0.9392
09/10/2012 06.00,0.9325
09/10/2012 07.00,0.9252
09/10/2012 08.00,0.9397
09/10/2012 09.00,0.9459
09/10/2012 10.00,0.933
09/10/2012 11.00,0.9145
09/10/2012 12.00,0.8821
09/10/2012 13.00,0.6904
09/10/2012 14.00,0.5202
09/10/2012 15.00,0.3682
09/10/2012 16.00,0.2493
09/10/2012 17.00,0.2149
09/10/2012 18.00,0.1659
09/10/2012 19.00,0.1329
09/10/2012 20.00,0.1487
09/10/2012 21.00,0.1896
09/10/2012 22.00,0.165
09/10/2012 23.00,0.1169
10/10/2012 00.00,0.2842
10/10/2012 01.00,0.33
10/10/2012 02.00,0.2225
10/10/2012 03.00,0.175
10/10/2012 04.00,0.2693
10/10/2012 05.00,0.2957
10/10/2012 06.00,0.3254
10/10/2012 07.00,0.3743
10/10/2012 08.00,0.3336
10/10/2012 09.00,0.2538
10/10/2012 10.00,0.1301
10/10/2012 11.00,0.1309
10/10/2012 12.00,0.151
10/10/2012 13.00,0.1558
10/10/2012 14.00,0.1886
10/10/2012 15.00,0.1287
10/10/2012 16.00,0.0644
10/10/2012 17.00,0.0821
10/10/2012 18.00,0.0767
10/10/2012 19.00,0.0719
10/10/2012 20.00,0.0487
10/10/2012 21.00,0.0443
10/10/2012 22.00,0.0343
10/10/2012 23.00,0.0254
11/10/2012 00.00,0.0001
11/10/2012 01.00,0.0001
11/10/2012 02.00,0
11/10/2012 03.00,0
11/10/2012 04.00,0
11/10/2012 05.00,0
11/10/2012 06.00,0
11/10/2012 07.00,0
11/10/2012 08.00,0
11/10/2012 09.00,0
11/10/2012 10.00,0
11/10/2012 11.00,0
11/10/2012 12.00,0
11/10/2012 13.00,0
11/10/2012 14.00,0
11/10/2012 15.00,0
11/10/2012 16.00,0
11/10/2012 17.00,0
11/10/2012 18.00,0
11/10/2012 19.00,0
11/10/2012 20.00,0
11/10/2012 21.00,0
11/10/2012 22.00,0
11/10/2012 23.00,0
12/10/2012 00.00,0.095
12/10/2012 01.00,0.1005
12/10/2012 02.00,0.1145
12/10/2012 03.00,0.1566
12/10/2012 04.00,0.2151
12/10/2012 05.00,0.2913
12/10/2012 06.00,0.3157
12/10/2012 07.00,0.3476
12/10/2012 08.00,0.3097
12/10/2012 09.00,0.3111
12/10/2012 10.00,0.3525
12/10/2012 11.00,0.3716
12/10/2012 12.00,0.4429
12/10/2012 13.00,0.5121
12/10/2012 14.00,0.568
12/10/2012 15.00,0.5899
12/10/2012 16.00,0.6932
12/10/2012 17.00,0.7485
12/10/2012 18.00,0.7186
12/10/2012 19.00,0.7969
12/10/2012 20.00,0.7395
12/10/2012 21.00,0.7033
12/10/2012 22.00,0.702
12/10/2012 23.00,0.7151
13/10/2012 00.00,0.7887
13/10/2012 01.00,0.7387
13/10/2012 02.00,0.7408
13/10/2012 03.00,0.6642
13/10/2012 04.00,0.3337
13/10/2012 05.00,0.0658
13/10/2012 06.00,0.1153
13/10/2012 07.00,0.4502
13/10/2012 08.00,0.5228
13/10/2012 09.00,0.5098
13/10/2012 10.00,0.5138
13/10/2012 11.00,0.3825
13/10/2012 12.00,0.3567
13/10/2012 13.00,0.2396
13/10/2012 14.00,0.1345
13/10/2012 15.00,0.089
13/10/2012 16.00,0.0549
13/10/2012 17.00,0.0562
13/10/2012 18.00,0.0609
13/10/2012 19.00,0.0423
13/10/2012 20.00,0.0236
13/10/2012 21.00,0.0404
13/10/2012 22.00,0.0466
13/10/2012 23.00,0.0394
14/10/2012 00.00,0.2275
14/10/2012 01.00,0.2419
14/10/2012 02.00,0.3041
14/10/2012 03.00,0.3903
14/10/2012 04.00,0.4025
14/10/2012 05.00,0.472
14/10/2012 06.00,0.4569
14/10/2012 07.00,0.4686
14/10/2012 08.00,0.4346
14/10/2012 09.00,0.417
14/10/2012 10.00,0.3624
14/10/2012 11.00,0.3148
14/10/2012 12.00,0.2339
14/10/2012 13.00,0.3232
14/10/2012 14.00,0.4271
14/10/2012 15.00,0.4585
14/10/2012 16.00,0.4547
14/10/2012 17.00,0.4499
14/10/2012 18.00,0.3579
14/10/2012 19.00,0.4118
14/10/2012 20.00,0.4821
14/10/2012 21.00,0.3695
14/10/2012 22.00,0.5223
14/10/2012 23.00,0.4722
15/10/2012 00.00,0.199
15/10/2012 01.00,0.1749
15/10/2012 02.00,0.2096
15/10/2012 03.00,0.2215
15/10/2012 04.00,0.3064
15/10/2012 05.00,0.2712
15/10/2012 06.00,0.2505
15/10/2012 07.00,0.2297
15/10/2012 08.00,0.1513
15/10/2012 09.00,0.0794
15/10/2012 10.00,0.0395
15/10/2012 11.00,0.0588
15/10/2012 12.00,0.059
15/10/2012 13.00,0.0381
15/10/2012 14.00,0.0838
15/10/2012 15.00,0.145
15/10/2012 16.00,0.3055
15/10/2012 17.00,0.4648
15/10/2012 18.00,0.7036
15/10/2012 19.00,0.8695
15/10/2012 20.00,0.8182
15/10/2012 21.00,0.7175
15/10/2012 22.00,0.7776
15/10/2012 23.00,0.7965
16/10/2012 00.00,0.171
16/10/2012 01.00,0.2302
16/10/2012 02.00,0.3793
16/10/2012 03.00,0.4742
16/10/2012 04.00,0.5668
16/10/2012 05.00,0.5673
16/10/2012 06.00,0.4763
16/10/2012 07.00,0.363
16/10/2012 08.00,0.5298
16/10/2012 09.00,0.6104
16/10/2012 10.00,0.5986
16/10/2012 11.00,0.5873
16/10/2012 12.00,0.5319
16/10/2012 13.00,0.4182
16/10/2012 14.00,0.3798
16/10/2012 15.00,0.4912
16/10/2012 16.00,0.5652
16/10/2012 17.00,0.658
16/10/2012 18.00,0.7248
16/10/2012 19.00,0.6706
16/10/2012 20.00,0.5744
16/10/2012 21.00,0.6142
16/10/2012 22.00,0.7371
16/10/2012 23.00,0.7212
17/10/2012 00.00,0.9433
17/10/2012 01.00,0.9449
17/10/2012 02.00,0.9346
17/10/2012 03.00,0.9279
17/10/2012 04.00,0.9411
17/10/2012 05.00,0.9435
17/10/2012 06.00,0.9441
17/10/2012 07.00,0.9441
17/10/2012 08.00,0.9461
17/10/2012 09.00,0.9485
17/10/2012 10.00,0.9484
17/10/2012 11.00,0.9478
17/10/2012 12.00,0.9354
17/10/2012 13.00,0.9126
17/10/2012 14.00,0.7492
17/10/2012 15.00,0.8931
17/10/2012 16.00,0.899
17/10/2012 17.00,0.902
17/10/2012 18.00,0.9085
17/10/2012 19.00,0.9202
17/10/2012 20.00,0.8863
17/10/2012 21.00,0.8177
17/10/2012 22.00,0.7201
17/10/2012 23.00,0.6248
18/10/2012 00.00,0.2685
18/10/2012 01.00,0.2718
18/10/2012 02.00,0.2601
18/10/2012 03.00,0.1866
18/10/2012 04.00,0.1856
18/10/2012 05.00,0.2514
18/10/2012 06.00,0.3552
18/10/2012 07.00,0.492
18/10/2012 08.00,0.5974
18/10/2012 09.00,0.619
18/10/2012 10.00,0.3552
18/10/2012 11.00,0.3285
18/10/2012 12.00,0.3929
18/10/2012 13.00,0.3806
18/10/2012 14.00,0.5572
18/10/2012 15.00,0.5814
18/10/2012 16.00,0.4209
18/10/2012 17.00,0.331
18/10/2012 18.00,0.3553
18/10/2012 19.00,0.2062
18/10/2012 20.00,0.1366
18/10/2012 21.00,0.0933
18/10/2012 22.00,0.0616
18/10/2012 23.00,0.0219
19/10/2012 00.00,0.0419
19/10/2012 01.00,0.0575
19/10/2012 02.00,0.0616
19/10/2012 03.00,0.0783
19/10/2012 04.00,0.1173
19/10/2012 05.00,0.1177
19/10/2012 06.00,0.1076
19/10/2012 07.00,0.138
19/10/2012 08.00,0.1846
19/10/2012 09.00,0.1804
19/10/2012 10.00,0.0434
19/10/2012 11.00,0.0697
19/10/2012 12.00,0.104
19/10/2012 13.00,0.118
19/10/2012 14.00,0.0829
19/10/2012 15.00,0.1147
19/10/2012 16.00,0.1798
19/10/2012 17.00,0.2627
19/10/2012 18.00,0.2892
19/10/2012 19.00,0.266
19/10/2012 20.00,0.2417
19/10/2012 21.00,0.1788
19/10/2012 22.00,0.1513
19/10/2012 23.00,0.1068
20/10/2012 00.00,0.0643
20/10/2012 01.00,0.0878
20/10/2012 02.00,0.0919
20/10/2012 03.00,0.1019
20/10/2012 04.00,0.1071
20/10/2012 05.00,0.0975
20/10/2012 06.00,0.1134
20/10/2012 07.00,0.0955
20/10/2012 08.00,0.0781
20/10/2012 09.00,0.065
20/10/2012 10.00,0.0653
20/10/2012 11.00,0.0705
20/10/2012 12.00,0.0659
20/10/2012 13.00,0.0462
20/10/2012 14.00,0.0461
20/10/2012 15.00,0.0601
20/10/2012 16.00,0.0565
20/10/2012 17.00,0.0484
20/10/2012 18.00,0.0355
20/10/2012 19.00,0.0162
20/10/2012 20.00,0.0102
20/10/2012 21.00,0.0151
20/10/2012 22.00,0.0025
20/10/2012 23.00,0.0012
21/10/2012 00.00,0.0587
21/10/2012 01.00,0.0439
21/10/2012 02.00,0.0385
21/10/2012 03.00,0.0327
21/10/2012 04.00,0.0446
21/10/2012 05.00,0.0584
21/10/2012 06.00,0.0317
21/10/2012 07.00,0.0154
21/10/2012 08.00,0.0089
21/10/2012 09.00,0.0177
21/10/2012 10.00,0.066
21/10/2012 11.00,0.0925
21/10/2012 12.00,0.1138
21/10/2012 13.00,0.098
21/10/2012 14.00,0.0686
21/10/2012 15.00,0.059
21/10/2012 16.00,0.0376
21/10/2012 17.00,0.0414
21/10/2012 18.00,0.0514
21/10/2012 19.00,0.0577
21/10/2012 20.00,0.0658
21/10/2012 21.00,0.0681
21/10/2012 22.00,0.0846
21/10/2012 23.00,0.0816
22/10/2012 00.00,0.1157
22/10/2012 01.00,0.1307
22/10/2012 02.00,0.1334
22/10/2012 03.00,0.1262
22/10/2012 04.00,0.1502
22/10/2012 05.00,0.1706
22/10/2012 06.00,0.1945
22/10/2012 07.00,0.2102
22/10/2012 08.00,0.2113
22/10/2012 09.00,0.2437
22/10/2012 10.00,0.2355
22/10/2012 11.00,0.172
22/10/2012 12.00,0.1362
22/10/2012 13.00,0.1
22/10/2012 14.00,0.1033
22/10/2012 15.00,0.0956
22/10/2012 16.00,0.096
22/10/2012 17.00,0.1138
22/10/2012 18.00,0.1164
22/10/2012 19.00,0.0881
22/10/2012 20.00,0.0699
22/10/2012 21.00,0.0753
22/10/2012 22.00,0.0828
22/10/2012 23.00,0.0706
23/10/2012 00.00,0.0331
23/10/2012 01.00,0.0175
23/10/2012 02.00,0.0058
23/10/2012 03.00,0.0072
23/10/2012 04.00,0.0061
23/10/2012 05.00,0.0054
23/10/2012 06.00,0.0105
23/10/2012 07.00,0.0126
23/10/2012 08.00,0.0228
23/10/2012 09.00,0.0503
23/10/2012 10.00,0.0608
23/10/2012 11.00,0.0526
23/10/2012 12.00,0.0254
23/10/2012 13.00,0.0172
23/10/2012 14.00,0.0101
23/10/2012 15.00,0.0116
23/10/2012 16.00,0.0139
23/10/2012 17.00,0.0166
23/10/2012 18.00,0.0155
23/10/2012 19.00,0.0093
23/10/2012 20.00,0.0045
23/10/2012 21.00,0.0002
23/10/2012 22.00,0
23/10/2012 23.00,0
24/10/2012 00.00,0.0433
24/10/2012 01.00,0.0346
24/10/2012 02.00,0.0355
24/10/2012 03.00,0.0463
24/10/2012 04.00,0.0631
24/10/2012 05.00,0.0983
24/10/2012 06.00,0.1141
24/10/2012 07.00,0.1552
24/10/2012 08.00,0.1765
24/10/2012 09.00,0.2638
24/10/2012 10.00,0.3521
24/10/2012 11.00,0.3744
24/10/2012 12.00,0.3739
24/10/2012 13.00,0.4009
24/10/2012 14.00,0.5086
24/10/2012 15.00,0.4879
24/10/2012 16.00,0.3817
24/10/2012 17.00,0.3146
24/10/2012 18.00,0.3736
24/10/2012 19.00,0.3473
24/10/2012 20.00,0.4004
24/10/2012 21.00,0.4704
24/10/2012 22.00,0.4051
24/10/2012 23.00,0.3648
25/10/2012 00.00,0.2791
25/10/2012 01.00,0.2627
25/10/2012 02.00,0.3505
25/10/2012 03.00,0.3111
25/10/2012 04.00,0.3125
25/10/2012 05.00,0.3302
25/10/2012 06.00,0.4078
25/10/2012 07.00,0.4285
25/10/2012 08.00,0.4332
25/10/2012 09.00,0.4601
25/10/2012 10.00,0.512
25/10/2012 11.00,0.7056
25/10/2012 12.00,0.6684
25/10/2012 13.00,0.6736
25/10/2012 14.00,0.699
25/10/2012 15.00,0.6808
25/10/2012 16.00,0.665
25/10/2012 17.00,0.7907
25/10/2012 18.00,0.8739
25/10/2012 19.00,0.8876
25/10/2012 20.00,0.8998
25/10/2012 21.00,0.8293
25/10/2012 22.00,0.6161
25/10/2012 23.00,0.3713
26/10/2012 00.00,0.3799
26/10/2012 01.00,0.3768
26/10/2012 02.00,0.3224
26/10/2012 03.00,0.4205
26/10/2012 04.00,0.5811
26/10/2012 05.00,0.6607
26/10/2012 06.00,0.7764
26/10/2012 07.00,0.7945
26/10/2012 08.00,0.7966
26/10/2012 09.00,0.87
26/10/2012 10.00,0.7732
26/10/2012 11.00,0.7876
26/10/2012 12.00,0.87
26/10/2012 13.00,0.8296
26/10/2012 14.00,0.6489
26/10/2012 15.00,0.489
26/10/2012 16.00,0.428
26/10/2012 17.00,0.3831
26/10/2012 18.00,0.2907
26/10/2012 19.00,0.252
26/10/2012 20.00,0.244
26/10/2012 21.00,0.3181
26/10/2012 22.00,0.2465
26/10/2012 23.00,0.1893
27/10/2012 00.00,0.0222
27/10/2012 01.00,0.0115
27/10/2012 02.00,0.0149
27/10/2012 03.00,0.021
27/10/2012 04.00,0.0359
27/10/2012 05.00,0.0314
27/10/2012 06.00,0.0269
27/10/2012 07.00,0.0245
27/10/2012 08.00,0.0208
27/10/2012 09.00,0.0221
27/10/2012 10.00,0.0369
27/10/2012 11.00,0.1363
27/10/2012 12.00,0.1394
27/10/2012 13.00,0.1295
27/10/2012 14.00,0.1676
27/10/2012 15.00,0.2343
27/10/2012 16.00,0.2644
27/10/2012 17.00,0.1973
27/10/2012 18.00,0.1519
27/10/2012 19.00,0.1444
27/10/2012 20.00,0.1402
27/10/2012 21.00,0.1207
27/10/2012 22.00,0.1073
27/10/2012 23.00,0.0575
28/10/2012 00.00,0.1699
28/10/2012 01.00,0.1081
28/10/2012 02.00,0.0681
28/10/2012 03.00,0.037
28/10/2012 04.00,0.0134
28/10/2012 05.00,0.0258
28/10/2012 06.00,0.0539
28/10/2012 07.00,0.0642
28/10/2012 08.00,0.0765
28/10/2012 09.00,0.0725
28/10/2012 10.00,0.0865
28/10/2012 11.00,0.1436
28/10/2012 12.00,0.1785
28/10/2012 13.00,0.1663
28/10/2012 14.00,0.1583
28/10/2012 15.00,0.1504
28/10/2012 16.00,0.1487
28/10/2012 17.00,0.2066
28/10/2012 18.00,0.3155
28/10/2012 19.00,0.428
28/10/2012 20.00,0.5058
28/10/2012 21.00,0.5234
28/10/2012 22.00,0.6933
28/10/2012 23.00,0.7221
29/10/2012 00.00,0.3893
29/10/2012 01.00,0.4361
29/10/2012 02.00,0.552
29/10/2012 03.00,0.5616
29/10/2012 04.00,0.6717
29/10/2012 05.00,0.7931
29/10/2012 06.00,0.8393
29/10/2012 07.00,0.8605
29/10/2012 08.00,0.9047
29/10/2012 09.00,0.9346
29/10/2012 10.00,0.929
29/10/2012 11.00,0.9043
29/10/2012 12.00,0.8746
29/10/2012 13.00,0.873
29/10/2012 14.00,0.8661
29/10/2012 15.00,0.862
29/10/2012 16.00,0.8764
29/10/2012 17.00,0.8731
29/10/2012 18.00,0.8718
29/10/2012 19.00,0.8897
29/10/2012 20.00,0.8754
29/10/2012 21.00,0.7651
29/10/2012 22.00,0.7081
29/10/2012 23.00,0.6236
30/10/2012 00.00,0.4571
30/10/2012 01.00,0.2925
30/10/2012 02.00,0.2822
30/10/2012 03.00,0.2846
30/10/2012 04.00,0.295
30/10/2012 05.00,0.3425
30/10/2012 06.00,0.2744
30/10/2012 07.00,0.217
30/10/2012 08.00,0.2033
30/10/2012 09.00,0.1449
30/10/2012 10.00,0.1561
30/10/2012 11.00,0.17
30/10/2012 12.00,0.1581
30/10/2012 13.00,0.2114
30/10/2012 14.00,0.2205
30/10/2012 15.00,0.3017
30/10/2012 16.00,0.4266
30/10/2012 17.00,0.4126
30/10/2012 18.00,0.4173
30/10/2012 19.00,0.345
30/10/2012 20.00,0.3185
30/10/2012 21.00,0.3537
30/10/2012 22.00,0.3965
30/10/2012 23.00,0.4824
31/10/2012 00.00,0.3696
31/10/2012 01.00,0.4297
31/10/2012 02.00,0.5352
31/10/2012 03.00,0.6048
31/10/2012 04.00,0.7629
31/10/2012 05.00,0.8354
31/10/2012 06.00,0.8573
31/10/2012 07.00,0.8545
31/10/2012 08.00,0.8617
31/10/2012 09.00,0.8979
31/10/2012 10.00,0.8916
31/10/2012 11.00,0.864
31/10/2012 12.00,0.7987
31/10/2012 13.00,0.7811
31/10/2012 14.00,0.8334
31/10/2012 15.00,0.7992
31/10/2012 16.00,0.7731
31/10/2012 17.00,0.7398
31/10/2012 18.00,0.7681
31/10/2012 19.00,0.8024
31/10/2012 20.00,0.7944
31/10/2012 21.00,0.8212
31/10/2012 22.00,0.8956
31/10/2012 23.00,0.8862
01/11/2012 00.00,0.403
01/11/2012 01.00,0.3772
01/11/2012 02.00,0.3847
01/11/2012 03.00,0.4215
01/11/2012 04.00,0.43
01/11/2012 05.00,0.347
01/11/2012 06.00,0.351
01/11/2012 07.00,0.3917
01/11/2012 08.00,0.4442
01/11/2012 09.00,0.7294
01/11/2012 10.00,0.4288
01/11/2012 11.00,0.4334
01/11/2012 12.00,0.3276
01/11/2012 13.00,0.3894
01/11/2012 14.00,0.3549
01/11/2012 15.00,0.3081
01/11/2012 16.00,0.3787
01/11/2012 17.00,0.4448
01/11/2012 18.00,0.4368
01/11/2012 19.00,0.387
01/11/2012 20.00,0.47
01/11/2012 21.00,0.492
01/11/2012 22.00,0.6508
01/11/2012 23.00,0.6504
02/11/2012 00.00,0.8623
02/11/2012 01.00,0.8537
02/11/2012 02.00,0.8887
02/11/2012 03.00,0.8949
02/11/2012 04.00,0.9114
02/11/2012 05.00,0.906
02/11/2012 06.00,0.8931
02/11/2012 07.00,0.9003
02/11/2012 08.00,0.8699
02/11/2012 09.00,0.8631
02/11/2012 10.00,0.7648
02/11/2012 11.00,0.5828
02/11/2012 12.00,0.6877
02/11/2012 13.00,0.6957
02/11/2012 14.00,0.7421
02/11/2012 15.00,0.7842
02/11/2012 16.00,0.7676
02/11/2012 17.00,0.764
02/11/2012 18.00,0.7657
02/11/2012 19.00,0.7178
02/11/2012 20.00,0.6199
02/11/2012 21.00,0.5054
02/11/2012 22.00,0.4647
02/11/2012 23.00,0.5398
03/11/2012 00.00,0.0518
03/11/2012 01.00,0.0466
03/11/2012 02.00,0.0458
03/11/2012 03.00,0.0461
03/11/2012 04.00,0.0313
03/11/2012 05.00,0.0088
03/11/2012 06.00,0.0107
03/11/2012 07.00,0.0158
03/11/2012 08.00,0.0478
03/11/2012 09.00,0.2016
03/11/2012 10.00,0.2039
03/11/2012 11.00,0.2115
03/11/2012 12.00,0.1735
03/11/2012 13.00,0.1394
03/11/2012 14.00,0.1601
03/11/2012 15.00,0.1006
03/11/2012 16.00,0.0939
03/11/2012 17.00,0.0891
03/11/2012 18.00,0.0683
03/11/2012 19.00,0.0733
03/11/2012 20.00,0.1026
03/11/2012 21.00,0.0944
03/11/2012 22.00,0.0846
03/11/2012 23.00,0.0749
04/11/2012 00.00,0.14
04/11/2012 01.00,0.1601
04/11/2012 02.00,0.1058
04/11/2012 03.00,0.1853
04/11/2012 04.00,0.4303
04/11/2012 05.00,0.6428
04/11/2012 06.00,0.6516
04/11/2012 07.00,0.6589
04/11/2012 08.00,0.4777
04/11/2012 09.00,0.4539
04/11/2012 10.00,0.4363
04/11/2012 11.00,0.3417
04/11/2012 12.00,0.2617
04/11/2012 13.00,0.1873
04/11/2012 14.00,0.1039
04/11/2012 15.00,0.0359
04/11/2012 16.00,0.0055
04/11/2012 17.00,0.0373
04/11/2012 18.00,0.0349
04/11/2012 19.00,0.0326
04/11/2012 20.00,0.0638
04/11/2012 21.00,0.0759
04/11/2012 22.00,0.0482
04/11/2012 23.00,0.036
05/11/2012 00.00,0.1038
05/11/2012 01.00,0.0796
05/11/2012 02.00,0.0866
05/11/2012 03.00,0.1122
05/11/2012 04.00,0.1465
05/11/2012 05.00,0.1851
05/11/2012 06.00,0.2226
05/11/2012 07.00,0.2612
05/11/2012 08.00,0.2986
05/11/2012 09.00,0.3228
05/11/2012 10.00,0.38
05/11/2012 11.00,0.3228
05/11/2012 12.00,0.3715
05/11/2012 13.00,0.3921
05/11/2012 14.00,0.4032
05/11/2012 15.00,0.3497
05/11/2012 16.00,0.2681
05/11/2012 17.00,0.2448
05/11/2012 18.00,0.2234
05/11/2012 19.00,0.1601
05/11/2012 20.00,0.1581
05/11/2012 21.00,0.165
05/11/2012 22.00,0.2946
