Timestep,2025 - base case,2030 - base case,2035 - base case,2040 - base case,2050 - base case,2025 - re delay,2030 - re delay,2035 - re delay,2040 - re delay,2050 -re delay,2025 - ptx delay,2030 - ptx delays,2035 - ptx delay,2040 - ptx delay,2050 - ptx delay
S50-T059,124.7100751,59.33257483,28.90490874,35.96743773,49.12709324,132.5715468,110.5983455,111.8278637,107.9081147,115.1887895,124.5232435,14.2017505,14.18631111,13.35297734,11.9671259
S50-T060,125.1932883,57.61309801,28.90490874,36.8071035,49.12709324,132.5715468,110.7092419,111.7158486,107.9081147,115.0728396,125.1684257,14.22790371,14.21510137,13.35297734,11.9671259
S50-T061,128.3118199,57.61309801,28.90490874,56.9576422,49.14710887,132.5715468,111.2653916,111.7158486,107.9081147,115.0728396,128.3118199,14.21348858,14.21510137,26.1038921,11.98769429
S50-T062,128.4404476,58.6051081,58.48611187,58.96089579,49.17512635,132.5715468,111.3769558,111.8278637,108.5038684,115.4198881,128.4404476,14.31924182,14.21510137,26.15655332,12.25544262
S50-T063,128.5692041,74.72669298,59.56547288,60.04903154,49.21152999,132.5715468,111.390729,111.9399909,108.7215826,116.2321394,128.5692041,50.62712518,14.21510137,26.18212741,12.26742515
S50-T064,128.6980894,98.81478783,60.75921444,60.69831802,49.21152999,133.1279842,114.6368794,112.6058988,110.2706971,117.3138046,128.6980894,56.72245298,14.22280063,27.78446307,12.27650655
S50-T065,146.8100041,121.3019535,99.79969706,75.20144863,50.752382,153.0303865,117.9922133,114.8352393,112.3476807,119.3955763,146.7830767,125.9895614,35.88847591,29.49115807,13.92748487
S50-T066,150.4115871,128.4416952,102.248015,77.63579142,51.78504555,156.9416985,135.7373942,119.3110502,115.2888404,119.9387648,150.5347211,129.3455058,36.97608189,30.47061477,17.08398463
S50-T067,150.4115871,128.5760841,102.248015,77.63579142,51.78504555,156.9416985,135.7373942,119.3110502,115.2888404,119.9387648,150.5347211,129.4808417,37.0132824,30.47061477,17.08398463
S50-T068,150.4115871,128.3130663,102.248015,77.63579142,51.78504555,156.9416985,135.7373942,119.3110502,115.2888404,119.9387648,150.5347211,129.0803713,36.97608189,30.47061477,17.08398463
S50-T069,148.5153518,127.3999009,101.8308477,77.63579142,51.78504555,153.0303865,123.7096884,117.4769262,115.1733643,119.9387648,148.5153518,128.424994,36.74973798,30.40932975,17.08398463
S50-T070,128.6980894,110.3941901,79.84577483,72.59132599,50.59971594,133.082219,116.9268153,114.3405125,113.277742,119.7016028,128.6980894,110.8649665,27.05924312,30.04643092,13.88518306
S50-T071,128.4404476,88.41806694,60.5220077,36.8071035,49.12709324,132.5715468,116.3424151,113.7690125,111.3953689,119.3955763,128.4404476,77.92810989,14.21510137,13.35297734,12.25544262
S50-T072,117.9060801,74.72669298,28.90490874,35.83344394,49.12709324,122.086197,112.6089339,112.6058933,110.0498917,118.7988057,117.9000197,15.68516015,13.81834685,12.96058049,12.25544262
S50-T073,98.66596169,54.41853721,28.90490326,34.80656411,49.12709324,111.5521917,109.0325419,110.9777511,108.5038684,117.1397153,98.28230585,12.67356122,13.81834685,12.90937896,12.25544262
S50-T074,97.99392569,54.36393145,28.16792026,34.6072198,49.12709324,109.6850159,108.5898554,110.8665862,106.8282666,116.7045934,97.99537422,12.30066809,13.81834685,12.90937896,12.25544262
S50-T075,97.99392569,54.30938029,28.11123832,33.72473381,48.89910834,108.3478287,108.37241,110.6445896,104.9446795,115.8012919,97.8964821,5.847612725,5.805102322,12.54227495,12.25544262
S50-T076,93.66493042,51.62854974,28.08293985,33.69082184,48.89910834,108.2114792,108.20974,109.9533274,104.9446795,115.8012919,93.66493042,5.628435509,5.527165435,12.54227495,11.62302273
S50-T077,87.12903515,51.57673397,28.08293985,33.6569438,47.73006609,107.9143393,104.0298807,109.9533274,104.7371433,113.5256951,85.97350456,5.628435509,5.521451043,12.54227495,11.62302273
S50-T078,84.98164327,51.57673397,28.08293985,33.62309962,47.73006609,108.3199864,104.0298807,109.8431868,104.5273995,113.189963,84.98164327,5.582083522,5.364442869,12.21039846,11.62302273
S50-T079,101.8789639,51.57673397,28.08293985,33.62309962,47.73006609,125.3152905,104.0298807,109.9533274,104.6295991,113.5256951,101.8789639,5.468385018,5.805102322,12.54227495,11.62302273
S50-T080,127.3820959,53.08635052,28.08293985,33.62309962,48.89910834,144.3257578,107.8848741,110.7576467,104.6295991,115.4198881,129.6262273,5.805102322,5.805102322,12.54227495,11.62302273
S50-T081,130.8166423,53.08635052,28.11123832,33.6569438,49.12709324,147.1709109,107.8848741,111.8278637,106.507541,115.4198881,131.8747237,5.985425776,6.033106987,12.54227495,11.62302273
S50-T082,130.6856385,53.08635052,28.08293985,33.6569438,48.80098476,146.7274216,106.2527551,112.4931002,104.7345208,115.4198881,131.8726051,5.805102322,5.805102322,12.54227495,11.62302273
S50-T083,129.6262273,53.08635052,28.08293985,33.6569438,48.80098476,136.7708237,105.6624841,111.7158486,104.6295991,113.752384,129.6262273,5.952933003,5.805102322,12.54227495,11.62302273
S50-T084,125.5843966,53.08635052,28.08293985,33.6569438,48.89910834,132.5715468,105.6624841,110.7555323,104.6295991,113.752384,125.6406453,5.982744634,5.805102322,12.54227495,11.62302273
S50-T085,112.1450983,53.08635052,28.08293985,33.6569438,48.89910834,132.306162,107.8848741,110.7555323,104.6295991,114.6130529,112.1450983,5.985425776,5.805102322,12.54227495,11.62302273
S50-T086,112.1450983,53.08635052,28.08293985,34.60722529,49.01423115,123.3020782,107.8848741,110.7555323,106.507541,115.0728396,112.1450983,12.2881802,11.20653609,12.90937896,11.62302273
S50-T087,105.8470165,53.08635052,28.08293985,34.60722529,49.11278187,119.6038038,107.8848741,110.7555323,106.507541,113.9770161,104.5866744,9.820912981,13.81834685,12.90937896,11.62302273
S50-T088,77.1908997,53.08635052,28.08293985,34.60722529,49.06348186,117.4063527,104.2386444,110.7555323,106.4008462,113.8622775,74.09651386,5.805102322,11.20653609,12.90937896,11.62302273
S50-T089,77.1908997,53.08635052,28.08293985,34.60722529,49.07645082,114.9964076,104.2386444,110.7555323,106.5069672,113.9770161,74.09651386,5.805102322,11.20653609,12.90937896,11.62302273
S50-T090,77.1908997,53.08635052,28.90489777,34.64204908,49.06348186,114.9964076,104.2386444,112.5394627,106.8530738,115.0728396,74.09651386,5.805102322,11.20653609,12.90937896,11.62302273
S50-T091,76.93161055,51.57673397,28.87580564,34.60722529,49.01423115,114.9964076,101.2744101,111.9056066,106.8530738,115.0728396,64.01420441,5.628440995,6.033106987,12.85522207,11.62302273
S50-T092,62.43223943,51.57673397,28.08293985,33.62309962,47.73006609,113.2668484,101.2744101,111.6039455,106.7460335,113.9770161,58.18015006,5.468385018,5.364442869,12.54227495,11.61132833
S50-T093,63.90344444,51.57673397,28.08293985,33.62309962,45.10653006,113.2668484,101.2744101,109.5134255,104.5247823,113.5246187,60.35501028,5.468385018,5.364442869,12.18561561,11.47407074
S50-T094,61.85311631,51.57673397,28.08293985,33.62309962,42.94140986,113.1034432,101.2744101,109.4037249,104.2135697,113.2668735,54.8486145,5.468385018,5.217304068,12.18561561,5.841577886
S50-T095,52.96746928,50.11005171,28.05466969,33.62309962,42.22195744,90.21310554,101.2744101,109.4037249,100.8061252,110.8177099,51.61215528,4.188455217,4.972350047,12.18561561,3.357685959
S50-T096,50.79639248,48.97105191,26.62509084,33.62309962,42.22195744,84.42105182,101.2744101,109.4037249,100.8061252,110.0809662,44.27169383,3.245889901,3.245889901,12.18561561,3.340889444
S50-T097,42.64766461,48.04809799,5.622619847,26.57712273,41.25667139,66.46852827,101.0715883,109.2941339,100.7051319,109.8605341,40.76167143,3.245889901,3.242456784,4.184079535,3.245889901
S50-T098,30.22238466,47.57770377,3.255373614,23.1239261,36.50099243,66.46852827,101.0715883,97.92042088,99.76207896,109.8605341,28.50286132,3.245889901,3.2390271,3.245889901,3.245889901
S50-T099,30.20090559,48.04809799,3.249326454,12.23523096,36.0661447,66.34505002,101.0715883,93.55867052,81.60840582,107.2409926,28.48331523,3.245889901,3.2390271,3.245889901,3.245889901
S50-T100,30.20090559,48.97103441,3.249326454,12.23523096,36.0661447,66.46852827,101.0715883,93.55867052,81.60840582,107.2409926,28.48331523,3.245889901,3.2390271,3.245889901,3.245889901
S50-T101,30.20090559,48.04809799,3.249326454,12.23523096,35.94010697,80.25040993,101.0715883,93.55867052,81.60840582,107.2409926,28.48331523,3.245889901,3.2390271,3.245889901,3.245889901
S50-T102,61.84293388,51.57673397,3.252766448,20.26975586,36.1575551,101.6749336,101.2744101,95.76682823,81.60840582,107.3485283,54.8486145,4.123304532,3.242456784,3.245889901,3.245889901
S50-T103,77.03622082,50.11005171,25.93823527,28.69016255,40.19046879,108.34152,101.2744101,109.2941339,96.69944926,110.0809602,73.94802066,4.127619378,3.245889901,12.18561561,3.339247869
S50-T104,77.1908997,52.86528518,28.08293985,33.62309962,41.51371594,116.8762372,104.0298807,109.5134255,102.203757,110.9288259,74.09651386,5.622619847,5.211899537,12.18561561,3.48400614
S50-T105,79.22783955,53.08635052,28.08293985,33.62309962,42.34943987,119.5831289,104.2386444,109.623236,103.8606901,112.4267491,76.13443378,5.805102322,5.364442869,12.54227495,5.457095855
S50-T106,77.1908997,51.57673397,28.08293985,33.62309962,42.30690321,116.8762372,101.2744101,109.5134255,103.6526983,112.3141352,74.09651386,5.468385018,5.217304068,12.18561561,3.357685959
S50-T107,77.1908997,50.11005171,28.05466969,33.5892893,41.38873817,116.5253979,101.2744101,109.4037249,100.7051319,109.970692,74.09651386,4.192870888,4.123304532,12.18561561,3.350599678
S50-T108,63.90344444,50.11005171,26.67283415,29.09048806,36.46430421,115.1117066,101.1729484,109.2941339,100.6042395,109.970692,61.84293388,3.491359635,3.242456784,12.17324277,3.332198446
S50-T109,63.0559219,48.97103441,25.93611672,29.06121035,36.42765268,114.9964076,101.1729484,109.2941339,100.6042395,109.970692,59.32241209,3.48400614,3.242456784,5.640084305,3.332198446
S50-T110,63.90344444,50.11005171,25.93611672,29.06121035,36.42765268,114.9964076,101.2744101,109.2941339,100.6042395,109.970692,61.84293388,4.184115072,3.242456784,5.634256993,3.332198446
S50-T111,63.96759927,50.11005171,27.91374234,29.09048806,36.42765268,115.1117066,101.2744101,109.4037249,100.6042395,109.970692,61.84293388,4.192870888,3.245889901,5.640084305,3.347061851
S50-T112,72.53862314,51.57673397,28.05466969,33.62309962,41.51371594,115.1117066,101.2744101,109.4037249,100.8061252,109.970698,63.96759927,4.201644242,4.179708228,12.18561561,5.042337203
S50-T113,77.0435098,51.57673397,28.08293985,33.62309962,42.85519571,116.2920894,101.2744101,109.4037249,100.9072197,113.2668735,73.95530963,5.468385018,5.217304068,12.18561561,5.457095855
S50-T114,77.0435098,51.57673397,28.08293985,33.62309962,42.85519571,116.2920894,101.2744101,109.6209502,102.8236849,113.298383,73.95530963,5.472024919,5.364442869,12.18561561,5.457095855
S50-T115,77.03622082,51.57673397,28.08293985,33.62309962,42.85519571,116.2920894,101.2744101,109.5134255,102.8236849,113.298383,73.94802066,5.468385018,5.364442869,12.18561561,5.457095855
S50-T116,56.9774276,51.57673397,28.08293985,33.62309962,42.85519571,114.9964076,101.2744101,109.4037249,100.8061252,113.298383,54.07769908,4.206037506,5.364442869,12.18561561,5.047572002
S50-T117,46.40028755,51.57673397,28.05466969,33.62309962,42.85519571,108.352303,101.2744101,109.4037249,100.8061252,113.158827,44.99089304,4.192870888,5.211899537,12.18561561,3.439693921
S50-T118,30.32276261,51.57673397,28.05466969,33.62309962,42.22195744,108.1308672,101.2744101,109.4037249,100.8061252,112.767032,28.54074244,4.188455217,5.20650041,12.18561561,3.354141046
S50-T119,30.26177314,50.11005171,28.02642779,33.5892893,42.22195744,102.3872799,101.2744101,109.4037249,100.8061252,110.7067049,28.53626822,4.188455217,3.245889901,12.18561561,3.344421092
S50-T120,30.25729892,48.97105191,20.62113763,33.5892893,41.59724309,83.56416691,101.2744101,109.4037249,100.8061252,109.7504863,28.53626822,3.48400614,3.242456784,11.53773527,3.337361328
S50-T121,30.25729892,48.97103441,5.622619847,20.24929888,36.53771737,55.57069187,101.2744101,109.4037249,100.7051319,109.7504863,28.53626822,3.48400614,3.242456784,5.117046611,3.245889901
S50-T122,30.25729892,41.84979715,3.245889901,7.307780104,36.42765268,51.13430548,101.2744101,109.2941339,100.6042395,107.4561717,28.53626822,3.245889901,3.2390271,3.242456784,3.242456784
S50-T123,30.19644032,12.6478525,3.242456784,3.242456784,5.829526305,47.15922364,101.0715883,97.82231324,57.00900191,107.2409926,28.47884995,3.245889901,3.2390271,3.242456784,3.242456784
S50-T124,30.25729892,12.23523096,3.242456784,3.245889901,5.829526305,55.41873276,101.0715883,88.35174405,39.10742657,107.2409926,28.53626822,3.245889901,3.2390271,3.242456784,3.242456784
S50-T125,30.25729892,12.23523096,3.242456784,3.245889901,5.829526305,51.17459848,100.7612334,88.35174405,39.10742657,107.2409926,28.53626822,3.245889901,3.2390271,3.242456784,3.242456784
S50-T126,30.25729892,10.50980042,3.242456784,3.245889901,5.829526305,51.13430548,94.3758497,78.48328068,39.10742657,107.2409926,28.53626822,3.245889901,3.2390271,3.242456784,3.242456784
S50-T127,30.25729892,15.20158647,5.835549081,12.21039846,26.31295504,65.03416198,101.0715883,93.55867052,51.93560699,107.2409926,28.53626822,3.245889901,3.2390271,3.242456784,3.242456784
S50-T128,34.44960352,51.57671554,6.277471746,12.23705598,26.31295504,68.87884017,101.2744101,102.4483878,87.38638213,107.2409926,28.75483952,4.188455217,3.242456784,3.245889901,3.242456784
S50-T129,34.18774347,51.57673397,6.283942916,12.42523256,28.37218484,98.27241346,101.2744101,100.2333653,89.35662864,107.4561717,28.53626822,4.188455217,3.242456784,3.245889901,3.245889901
S50-T130,36.83641913,48.97103441,6.271007047,12.2246317,26.31295504,98.26943831,101.2744101,98.01862674,87.15488112,107.2409926,28.53626822,3.48400614,3.2390271,3.242456784,3.23978581
S50-T131,45.69804569,48.97103441,6.271007047,12.2246317,26.31295504,100.5156338,101.2744101,98.01862674,87.15488112,107.2409926,44.18163312,3.249326454,3.2390271,3.242456784,3.2390271
S50-T132,53.49816351,48.97103441,6.271007047,12.2246317,26.31295504,107.5897867,101.2744101,98.01862674,87.15488112,107.2409926,51.61215528,3.48400614,3.242456784,3.242456784,3.2390271
S50-T133,60.25431051,48.97103441,6.277471746,12.2246317,26.31295504,108.1308672,101.2744101,98.01862674,87.15488112,107.2409926,56.3516228,3.48400614,3.242456784,3.242456784,3.242456784
S50-T134,61.75560852,48.97103441,13.89767858,12.42523256,26.71758808,108.1308672,101.2744101,100.6701783,90.37304747,107.2409926,58.52690961,3.48400614,3.242456784,3.282655401,3.245889901
S50-T135,58.17103075,51.57673397,26.65193,29.17849717,36.46262756,108.1308672,101.2744101,106.0703001,100.7051319,109.8605341,54.3568612,4.188455217,3.242456784,11.54947197,3.249326454
S50-T136,72.53862314,51.57673397,28.05466969,33.62309962,41.55545862,114.8779979,101.2744101,109.4037249,103.7566422,110.9288259,64.01420441,5.468385018,5.211899537,12.18561561,5.137427527
S50-T137,77.0435098,51.57673397,28.08293985,33.62309962,42.17954825,115.1117066,101.2744101,109.4037249,103.7566422,113.1534194,73.95530963,5.468385018,5.217304068,12.18561561,5.484739752
S50-T138,77.1908997,51.57673397,28.08293985,33.62309962,42.85519571,115.1117066,101.3759733,109.4037249,103.7566422,113.1838242,74.09651386,5.628440995,5.364442869,12.18561561,5.484739752
S50-T139,77.1908997,52.75752009,28.08293985,33.62309962,42.85519571,115.1117066,104.2386444,109.5134255,103.7566532,113.1838242,74.09651386,5.628440995,5.364442869,12.2228085,5.484739752
S50-T140,76.60208914,52.53232322,28.08293985,33.62309962,42.85519571,115.1117066,104.2386444,109.4037249,103.7566422,113.1838242,73.53159782,5.628440995,5.364442869,12.2228085,5.484739752
S50-T141,76.16128318,52.43169261,28.08293985,33.62309962,42.85519571,114.9964076,104.2386444,109.4037249,101.8884381,113.1838242,73.10846098,5.628440995,5.364442869,12.2228085,5.484739752
S50-T142,76.30745693,52.53232322,28.08293985,33.62309962,42.85519571,114.9964076,104.2386444,109.4037249,100.8061252,113.1838242,73.24877555,5.628440995,5.364442869,12.2228085,5.484739752
S50-T143,72.53862314,51.61925556,28.08293985,33.62309962,42.85519571,114.3459683,104.2386444,109.4037249,100.8061252,113.1838242,71.34032497,5.628440995,5.364442869,12.21039846,3.640142298
S50-T144,73.13451632,51.57673397,28.08293985,33.62309962,42.89828122,114.1170207,104.2386444,109.4037249,100.8061252,113.1838242,72.54939513,5.631628814,5.364442869,12.19800084,3.445033595
S50-T145,58.75968959,51.57673397,28.02642779,33.5892893,42.85519571,90.91539178,104.2386444,109.4037249,100.8061252,113.0400975,52.07933842,5.628440995,5.211899537,12.17324277,3.439693921
S50-T146,43.605979,51.57673397,27.99821413,33.55551278,42.76915391,83.96638323,101.2744101,109.4037249,100.8061252,112.6569126,41.17684133,5.468385018,5.20650041,12.1608823,3.357685959
S50-T147,33.39248672,50.11005171,27.86397093,33.55551278,42.54705424,83.56416691,101.2744101,109.4037249,100.7051319,112.6569126,28.54714355,4.18849079,5.195718349,12.14853419,3.347061851
S50-T148,30.25729892,48.97105191,27.5508884,33.17848034,42.13718148,83.56416691,101.2744101,109.4037249,100.7051319,110.0809602,28.53626822,4.188455217,4.175341293,12.14853419,3.330315676
S50-T149,30.25729892,50.11005171,26.25115396,33.2408082,42.13718148,83.56416691,101.2744101,109.4037249,100.6042395,109.8605401,28.53158013,4.188455217,3.245889901,10.35137906,3.330315676
S50-T150,33.18868806,50.11005171,23.77362164,33.05484745,42.13718148,83.56416691,101.2744101,109.2941339,100.6042395,109.8605401,28.54714355,4.188455217,3.242456784,10.06112291,3.249326454
S50-T151,61.74832741,51.57673397,27.07819678,33.55551278,42.17954825,106.941657,101.2744101,109.4037249,100.7051319,109.970692,57.94468736,5.468385018,3.245889901,12.09210004,3.351494998
S50-T152,65.21307667,51.57673397,28.05466969,33.55551278,42.17954825,115.1117066,104.2386444,109.4095426,100.7051319,109.970692,64.01420441,5.628440995,3.249326454,12.09210004,3.351494998
S50-T153,77.1908997,52.72213175,28.05466969,33.5892893,42.22195744,115.1117066,104.2386444,109.4095426,100.7051319,109.970692,68.66431109,5.628440995,3.48400614,12.11669558,3.354141046
S50-T154,77.1908997,52.72213175,27.69904468,33.26386902,41.47201499,115.1117066,104.2386444,108.8705857,100.7051319,110.0809602,66.48114157,5.628440995,3.249326454,12.09210004,3.351494998
S50-T155,77.1908997,52.86356863,27.72695887,33.2973536,41.47201499,114.9964076,104.2386444,108.9797527,100.8061252,110.0809602,74.09651386,5.628440995,3.249326454,12.10439166,3.48400614
S50-T156,77.1908997,52.86356863,27.88971159,33.42074414,41.47201499,114.9964076,104.2386444,108.9797527,100.8061252,110.0809602,74.09651386,5.628440995,3.249326454,12.18781593,7.188142684
S50-T157,77.1908997,51.57673397,28.02504359,33.62309962,42.22195744,112.5347678,101.2744101,108.9797527,101.0969114,110.8177099,73.95530963,5.468385018,4.924441701,12.18561561,5.068563651
S50-T158,77.0435098,51.57673397,28.0532841,33.62309962,42.22195744,114.8779979,101.2744101,108.9797527,101.2957691,110.8177099,73.95530963,5.468385018,5.211899537,12.18561561,9.515812275
S50-T159,77.0435098,51.57673397,28.05466969,33.62309962,42.89828122,114.8779979,101.2744101,109.4037249,103.7566422,112.7698697,73.95530963,5.468385018,5.211899537,12.18561561,9.745239676
S50-T160,77.11352157,51.57673397,28.08293985,33.62309962,43.58633297,114.9964076,101.2744101,109.4037249,103.7566422,113.2972996,74.02223012,5.468385018,5.211899537,12.18561561,10.51266478
S50-T161,77.1908997,51.57673397,28.08293985,33.62309962,43.63015035,117.9301579,101.2744101,109.4037249,103.7566422,113.4108943,74.09651386,5.468385018,5.211899537,12.18561561,10.51266478
S50-T162,77.1908997,51.57673397,28.08293985,33.62309962,43.63015035,117.9301579,101.2744101,110.1407176,103.7566422,113.4108943,74.09651386,5.468385018,5.363644435,12.18561561,10.51266478
S50-T163,77.1908997,51.57673397,28.08293985,33.62309962,43.63015035,117.9301579,101.2744101,110.689149,103.7566422,113.4108943,74.09651386,5.468385018,5.364442869,12.18561561,10.51266478
S50-T164,77.1908997,51.57673397,28.08293985,33.62309962,43.63015035,117.9301579,101.2744101,110.1358748,103.7566422,113.4108943,74.09651386,5.468385018,5.364442869,12.18561561,10.51266478
S50-T165,77.1908997,51.57673397,28.05466969,33.62309962,43.63015035,114.9964076,101.2744101,109.4037249,103.7566422,113.4108943,74.09651386,5.468385018,5.211899537,12.18561561,10.4805972
S50-T166,77.0435098,51.57673397,28.05466969,33.62309962,43.58633297,114.9964076,101.2744101,109.4037249,103.7566312,113.4108943,73.95530963,5.468385018,5.211899537,12.18561561,10.4805972
S50-T167,72.53862314,51.57673397,28.05466969,33.62309962,42.54705424,98.8370907,101.2744101,109.4037249,101.5320247,112.6569126,61.84293388,4.192870888,5.211899537,12.18561561,7.972048795
S50-T168,50.69447622,51.57673397,26.81302553,33.26386902,42.22195744,92.49893199,101.2744101,109.4037249,100.8061252,110.9288259,46.39987421,4.188455217,3.245889901,12.18561561,7.950743561
S51-T001,30.84545067,25.00627279,5.628435509,34.42530321,49.78535871,85.58282906,96.97732218,71.92128556,83.54178213,114.6473706,29.11687223,3.491359635,3.242456784,3.48400614,5.805102322
S51-T002,30.83790293,12.67356122,3.245889901,5.634256993,47.67200669,85.58282906,96.13494875,41.24500673,56.55522431,114.3290162,29.11687223,3.245889901,3.2390271,3.245889901,3.245889901
S51-T003,30.83790293,12.24766585,3.245889901,5.591159724,47.66776939,85.58282906,96.13494875,40.92953993,56.07180064,114.3290162,29.11182188,3.242456784,3.22687357,3.245889901,3.245889901
S51-T004,30.83285258,12.24766585,3.245889901,5.634256993,47.67200669,85.58282906,96.13494875,41.24500673,56.50397782,114.3290162,29.11182188,3.242456784,3.22687357,3.245889901,3.245889901
S51-T005,30.83285258,12.26011319,3.252097278,5.645031668,47.67200669,89.25797752,96.13494875,41.32387343,56.61202247,114.3290162,29.11182188,3.242456784,3.22687357,3.245889901,3.245889901
S51-T006,30.83285258,23.85295567,3.296216172,14.7838384,49.52338416,95.9389198,96.83580109,41.5641715,56.94121994,114.3290162,29.11182188,3.245889901,3.242456784,3.249326454,3.252766448
S51-T007,67.12086326,42.53123644,18.65388806,34.39069068,49.78535871,102.1445969,109.6444836,54.57047609,83.37440784,114.6445184,64.28188616,4.127619378,3.245889901,17.02437598,11.96042579
S51-T008,77.76472842,54.88320902,56.35884706,60.81141321,51.09074724,115.5702364,110.1795118,109.8685371,107.4032447,115.8786841,74.67034258,14.36516742,5.847612725,28.1860889,12.25849788
S51-T009,77.76472842,54.93833458,61.09641083,61.02782255,51.83213841,115.6861097,110.289989,109.978703,107.4032447,115.9948662,74.67034258,14.36516742,12.52320695,28.21449062,12.61894754
S51-T010,77.76472842,54.93833458,61.2191622,60.92107886,51.54982321,115.802099,110.289989,109.9741253,107.5109428,115.9948662,74.67034258,14.36516742,14.28352317,28.30237638,12.24766585
S51-T011,77.76472842,54.93833458,61.09641083,60.8661338,50.35818789,115.802099,110.289989,109.9783412,107.4032447,115.8786841,74.67034258,14.36516742,12.21450276,28.21449062,12.24766585
S51-T012,77.76472842,54.93833458,60.97390484,60.74351373,49.88602955,115.6861097,110.289989,109.7584813,107.4032447,115.6831433,74.67034258,14.36516742,12.1649702,28.1860889,12.24605216
S51-T013,77.76472842,54.88320902,61.03512719,60.80508044,49.88602955,115.5702364,110.289989,109.7584813,107.4032447,115.5672729,74.67034258,5.805102322,12.15049945,28.21449062,12.23361888
S51-T014,77.60890246,54.88320902,61.09641083,60.8661338,49.88602955,115.5702364,110.289989,109.7584813,107.4032447,115.5672729,72.4874951,5.805102322,12.15049945,28.21449062,12.24605216
S51-T015,77.76472842,54.93833458,61.15775581,60.96821181,49.9355768,115.5702364,110.289989,109.8685371,107.4032447,115.7703058,74.67034258,14.36516742,12.152618,28.21449062,12.24766585
S51-T016,77.76472842,54.99351532,61.2191622,61.08909887,51.09074724,115.6861097,110.289989,109.8685371,107.5109428,115.8863794,74.67034258,14.36516742,12.23523096,28.24292077,12.26011319
S51-T017,77.76472842,55.46593162,61.33419255,61.15043654,51.95508482,117.8046627,110.289989,109.978703,107.7668288,116.9952005,74.67034258,14.36516742,14.77510217,28.35944117,12.64293794
S51-T018,77.76472842,55.46593162,61.33419255,61.15043654,51.95508482,118.0410009,110.289989,110.4158745,107.7668288,116.9952005,74.67034258,14.36516742,14.77510217,28.35944117,12.66466691
S51-T019,77.76472842,55.12352339,61.33419255,61.15043654,51.95508482,117.8046627,110.289989,110.1947789,107.7668288,116.9952005,74.67034258,14.36516742,14.77510217,28.35944117,12.64293794
S51-T020,77.61733852,54.99351532,61.33419255,61.08909887,51.44697623,115.802099,110.289989,110.0889792,107.6187488,115.9948662,74.52913836,14.36516742,14.77510217,28.35944117,12.26011319
S51-T021,77.60890246,54.93833458,61.33419255,61.02782255,49.9355768,115.5702364,110.289989,109.978703,107.4032447,115.9948662,69.72571261,5.805102322,14.7589272,28.30792046,12.24605216
S51-T022,69.15478309,54.93833458,61.27267113,60.96821181,49.88602955,115.452976,110.289989,109.8685371,107.4032447,115.9152321,66.21155159,5.805102322,12.19183025,28.24292077,12.24605216
S51-T023,65.67019858,54.88320902,61.09641083,60.8661338,49.885454,108.8142718,110.289989,109.8685371,107.4032447,114.9897038,61.84293388,4.192870888,5.805102322,28.1860889,12.19800084
S51-T024,61.84293388,53.54538325,36.10568974,58.26720933,49.83538132,105.9407953,110.0578601,109.8685371,107.1908503,114.9897038,58.72394183,3.48400614,3.245889901,27.11156775,12.09638644
S51-T025,38.84022229,53.42790134,5.805102322,36.33843434,49.78535871,100.2527686,107.3686661,99.27925324,90.90469246,114.8745269,30.30571,3.48400614,3.242456784,4.971639169,11.80273457
S51-T026,31.88407935,50.84125123,3.245889901,15.08391172,49.57298213,100.2527686,96.23136734,69.68276585,83.54178213,114.6445184,30.19026069,3.48400614,3.242456784,3.242456784,3.249326454
S51-T027,31.88407935,50.11198726,3.245889901,15.04010936,49.42385073,100.0609534,96.13494875,69.28430443,74.33223205,114.4149698,30.19026069,3.245889901,3.097367407,3.242456784,3.249326454
S51-T028,31.94456259,50.10630999,3.245889901,15.06864058,49.47351147,100.2527686,96.13494875,69.41573411,74.47323745,114.5296867,30.24753082,3.245889901,3.097189397,3.242456784,3.249326454
S51-T029,43.70009022,50.45082577,3.258376344,15.12660878,49.57298213,102.1445969,96.13494875,69.68276585,74.75972391,114.5296867,42.76528831,3.245889901,3.097367407,3.245889901,3.249326454
S51-T030,44.89314413,53.42790134,4.184079535,26.92240603,49.73538612,102.1445969,106.2038744,79.59824267,76.52114408,114.5296867,43.09689295,4.123304532,3.2390271,3.271060069,11.6145841
S51-T031,62.89391883,53.49165064,16.18411157,36.30190868,49.78593311,105.9407953,109.7274554,85.46619862,90.90469246,114.8745269,61.14094047,4.188455217,3.249326454,19.38741557,12.09638644
S51-T032,68.81539729,54.93833458,37.47207339,60.68315682,50.35818789,115.452976,110.289989,109.8685371,107.2898023,114.9897038,66.21155159,5.805102322,4.188455217,27.49002908,12.19800084
S51-T033,77.61733852,54.93833458,39.48200487,60.56147692,51.60161205,115.5702364,110.289989,109.8685371,107.4032447,115.8863794,68.50834234,5.805102322,5.835549081,28.1860889,12.26011319
S51-T034,66.77424025,54.93833458,39.51322687,59.29236903,51.09074724,115.5702364,110.0930891,109.8685371,107.4032447,115.8786841,64.21741705,5.805102322,5.628435509,28.22252047,12.24766585
S51-T035,64.21741705,54.88320902,37.35920843,59.29236903,49.78650809,115.452976,107.3686661,109.8685371,107.1823253,114.8745269,61.84293388,4.192870888,3.245889901,26.52235961,12.1354339
