Forecast,Realised,OnshoreWindLt50kW_MWh,OnshoreWindGe50kW_MWh
417.041656,408.53947,1.479237,407.060233
612.833313,367.159436,0.932611,366.226825
730.583313,446.485807,1.569479,444.916328
876.958313,543.754999,1.64358,542.111419
935.208313,813.540159,3.07443,810.465729
1078,1002.822471,3.848086,998.974385
1276.458374,1268.077575,5.013652,1263.063923
1528.75,1404.732877,5.960585,1398.772292
1733.583374,1369.731368,6.601731,1363.129637
1867.708374,1271.535744,7.216757,1264.318987
1890.041626,1477.415917,8.379475,1469.036442
1948.666626,1765.964138,11.205987,1754.758151
2381.166748,1769.128025,13.232958,1755.895067
2572.541748,1829.688074,14.437761,1815.250313
2513.833252,2062.921954,15.242843,2047.679111
2669.125,2193.650784,15.779162,2177.871622
2551.208252,2532.598874,15.8605,2516.738374
2493.375,2200.53606,16.008527,2184.527533
2475.541748,1937.006393,15.87896,1921.127433
2455.041748,1937.315629,15.748467,1921.567162
2549.5,2744.634304,15.463718,2729.170586
2546.75,3027.082704,15.16552,3011.917184
2238.708252,2953.790056,14.428934,2939.361122
2098.166748,2733.109648,13.370897,2719.738751
2017.083374,2390.166708,11.898906,2378.267802
1905.958374,2085.605712,10.215764,2075.389948
1791.458374,1807.547045,8.88145,1798.665595
1713.958374,1605.129306,7.428995,1597.700311
1586.125,1480.785366,6.733779,1474.051587
1517.916626,1503.678135,6.833365,1496.84477
1480.041626,1496.878843,6.717645,1490.161198
1462.75,1383.340427,6.090152,1377.250275
1449.958374,1279.304247,5.739302,1273.564945
1376.958374,1209.467757,5.502306,1203.965451
1315,1317.057613,5.889279,1311.168334
1270.875,1479.194577,5.952071,1473.242506
1441.791626,1564.469195,7.948019,1556.521176
1610.291626,1649.264299,9.492741,1639.771558
1670,1928.721832,10.791478,1917.930354
1885.833374,2076.313599,11.357191,2064.956408
1975.458374,2358.82529,12.862986,2345.962304
2058.75,2522.18136,12.798462,2509.382898
2110.208252,2662.057433,13.789689,2648.267744
2153.833252,2672.973826,13.999478,2658.974348
2190.666748,2597.742489,13.852937,2583.889552
2097.708252,2593.892367,13.277311,2580.615056
1870.333374,2395.256368,12.064415,2383.191953
1756,2000.118499,10.439717,1989.678782
1637.083374,1687.519665,8.793002,1678.726663
1541.541626,1535.018507,7.716969,1527.301538
1478.666626,1478.560772,6.700954,1471.859818
1476.291626,1372.376278,6.224496,1366.151782
1423.958374,1356.390875,6.286964,1350.103911
1431.458374,1278.102395,5.823295,1272.2791
1411.125,1241.997455,5.89822,1236.099235
1390.5,1209.90318,5.964854,1203.938326
1343.208374,1164.565895,5.612541,1158.953354
1223.375,1082.033333,5.684282,1076.349051
1111.208374,1119.301398,6.472311,1112.829087
1046.25,1385.262527,8.129942,1377.132585
1158.75,1686.506544,8.637415,1677.869129
1228.958374,1711.144042,8.787007,1702.357035
1217.041626,1597.919268,9.697571,1588.221697
1246.375,1596.561474,10.464773,1586.096701
1261.5,1666.141547,10.66174,1655.479807
1257.666626,1705.935078,10.838666,1695.096412
1198.208374,1644.122119,10.495918,1633.626201
1121.583374,1641.172011,10.655481,1630.51653
1029.708374,1601.250815,10.114924,1591.135891
913.375,1439.454653,8.940506,1430.514147
782.833313,1263.661192,7.908396,1255.752796
692.833313,1016.717112,6.126796,1010.590316
601.125,780.092213,4.118645,775.973568
545.666687,690.205157,2.985782,687.219375
494.125,706.127104,2.877601,703.249503
816.208313,746.10131,2.919207,743.182103
732.416687,731.761605,2.947439,728.814166
694.708313,647.509394,2.907846,644.601548
660.791687,562.771227,2.629624,560.141603
614.666687,522.231121,2.133804,520.097317
541.291687,494.491336,1.873562,492.617774
459.625,389.411177,1.66301,387.748167
419.208344,355.237007,2.027017,353.20999
396.916656,417.329949,3.078929,414.25102
414.25,428.641902,3.275375,425.366527
425.041656,423.383626,3.443738,419.939888
436,413.371883,3.624379,409.747504
499.291656,460.035307,3.915984,456.119323
590.791687,538.31767,4.815356,533.502314
681.416687,670.084215,5.836328,664.247887
728.208313,817.535012,6.735991,810.799021
781.166687,950.535163,7.162815,943.372348
796.458313,1015.396402,7.2546,1008.141802
797.458313,1024.007683,7.070313,1016.93737
781.291687,1004.510151,6.143626,998.366525
763.541687,813.78775,4.667859,809.119891
725.458313,667.604378,2.955431,664.648947
713.666687,659.014821,2.360337,656.654484
731.625,698.521831,2.599392,695.922439
995.25,804.176205,3.283292,800.892913
993.125,874.501579,3.42168,871.079899
1036.708374,865.951832,3.654138,862.297694
1074.166626,803.177478,2.839414,800.338064
1111.708374,784.107032,2.627909,781.479123
1116.5,788.621301,2.991505,785.629796
1054.083374,762.637434,4.070871,758.566563
1001.458313,856.217256,5.823286,850.39397
1008,1092.652385,6.776072,1085.876313
1235.333374,1326.625754,8.361372,1318.264382
1441.5,1636.300703,10.492783,1625.80792
1522.416626,2031.06993,11.43472,2019.63521
1676.75,2231.276421,12.359485,2218.916936
1742.916626,2312.875676,12.714816,2300.16086
1813.5,2333.234885,13.319228,2319.915657
1877.25,2347.141878,13.419356,2333.722522
1927.958374,2417.218769,13.350699,2403.86807
1946.125,2331.407902,12.754829,2318.653073
1858.125,2228.869261,12.092426,2216.776835
1670.208374,2062.124532,10.997085,2051.127447
1557.916626,1696.014436,9.195885,1686.818551
1420.458374,1334.490277,6.882706,1327.607571
1267.25,1095.102283,5.549475,1089.552808
1152.541626,1000.268363,4.520045,995.748318
1221.291626,958.06115,3.913433,954.147717
1145.916626,886.525136,3.602767,882.922369
1134.041626,838.751515,2.911449,835.840066
1109.458374,786.822959,2.781455,784.041504
1075.208374,638.033611,1.988786,636.044825
998.5,595.367952,2.085718,593.282234
886.833313,487.239373,2.092374,485.146999
812.458313,536.580032,2.842842,533.73719
774,656.376846,4.738198,651.638648
877.166687,827.448959,6.587416,820.861543
982.416687,849.414693,6.630792,842.783901
1009.5,779.58436,6.04135,773.54301
1038.791626,772.260261,5.559992,766.700269
1036.625,784.834685,5.721555,779.11313
1052.916626,785.705774,5.551165,780.154609
1011,763.778266,5.246858,758.531408
954.75,797.528899,4.921686,792.607213
874.5,761.50397,4.297429,757.206541
745.5,680.858806,3.471111,677.387695
612.291687,468.516886,2.476396,466.04049
523.833313,273.385094,1.258653,272.126441
456.791656,193.763943,0.426801,193.337142
380.541656,178.30734,0.418492,177.888848
367.541656,197.187264,0.457735,196.729529
286.083344,238.682445,0.605885,238.07656
296.041656,307.996803,0.687254,307.309549
334.5,331.874384,0.685481,331.188903
401.958344,391.125416,0.898317,390.227099
488.875,475.008944,1.108113,473.900831
539.875,478.793926,0.976712,477.817214
554.458313,432.207601,0.969532,431.238069
581.666687,388.04758,1.162919,386.884661
613.208313,523.749133,2.484822,521.264311
730.041687,690.238683,4.168092,686.070591
821.25,895.143358,5.477523,889.665835
881.75,1147.305531,6.349797,1140.955734
1032.25,1240.813255,7.767304,1233.045951
1141.791626,1346.247676,8.062731,1338.184945
1194.583374,1279.717953,8.356691,1271.361262
1181.416626,1291.3846,8.596508,1282.788092
1152.791626,1198.822235,7.803643,1191.018592
1068.166626,1017.666472,7.066392,1010.60008
874.291687,851.011908,5.54691,845.464998
638.75,631.32686,3.905909,627.420951
488.208344,371.387821,1.650344,369.737477
380.75,229.206483,0.529002,228.677481
307.208344,193.03882,0.236944,192.801876
277.125,164.700922,0.166775,164.534147
180.541672,163.459401,0.147598,163.311803
171.041672,189.905285,0.205903,189.699382
172.583328,202.234619,0.291461,201.943158
177.708328,198.811774,0.341171,198.470603
200.708328,210.886259,0.55764,210.328619
234.5,231.245358,0.588501,230.656857
255.541672,237.133194,0.585702,236.547492
264.958344,250.113171,0.800962,249.312209
280.75,277.014838,1.152719,275.862119
354.666656,349.391608,2.15942,347.232188
432.416656,527.300261,3.708556,523.591705
514.25,699.174552,4.374349,694.800203
605.5,880.164264,5.100159,875.064105
688.833313,942.976698,5.691147,937.285551
712.375,908.160885,5.729529,902.431356
701.541687,841.508051,5.171063,836.336988
659.583313,821.708285,4.452778,817.255507
660.083313,854.516154,3.987103,850.529051
678.291687,819.174249,3.359449,815.8148
634.333313,775.080533,3.108753,771.97178
635.416687,697.453302,2.442286,695.011016
651,655.775916,2.00784,653.768076
667.666687,675.631657,1.77305,673.858607
648.25,727.448529,1.894253,725.554276
813.166687,852.666943,2.229194,850.437749
769.875,838.674232,2.756732,835.9175
696.5,798.85137,3.375995,795.475375
665.166687,755.743831,3.464895,752.278936
686.041687,699.862255,3.391407,696.470848
703.541687,694.188465,3.369626,690.818839
699.166687,701.273856,4.324264,696.949592
682.416687,663.402193,5.311012,658.091181
647.541687,709.985696,5.474283,704.511413
752.416687,740.479361,4.91559,735.563771
847.958313,777.747412,5.120527,772.626885
953,800.574514,5.335196,795.239318
953.666687,891.166388,5.272875,885.893513
959.708313,925.130365,4.977053,920.153312
945.166687,940.707401,5.431737,935.275664
912.083313,882.877207,4.840892,878.036315
886.166687,875.247794,4.629052,870.618742
852.125,815.837686,4.640121,811.197565
772.208313,827.884771,4.837089,823.047682
697.875,700.000973,4.269719,695.731254
669.916687,599.085018,3.796294,595.288724
684.791687,587.023975,3.226214,583.797761
766.125,673.011642,2.983868,670.027774
882.875,836.97967,3.99188,832.98779
1118.791626,957.623764,4.587362,953.036402
1244.041626,1097.768046,5.332768,1092.435278
1351,1152.964974,5.927115,1147.037859
1419.75,1233.576488,6.374869,1227.201619
1506,1284.089207,6.627861,1277.461346
1542.416626,1284.587933,6.379952,1278.207981
1435.791626,1304.051936,6.833413,1297.218523
1362.333374,1419.214955,8.12646,1411.088495
1390.666626,1676.519361,9.476905,1667.042456
1656.833374,1843.083858,10.595658,1832.4882
1854.541626,1883.873612,11.304029,1872.569583
1856.041626,1927.056995,11.930049,1915.126946
2000.458374,1997.330352,12.333026,1984.997326
1973,2121.460826,12.598342,2108.862484
1961.875,2262.916464,13.306256,2249.610208
1930.541626,2257.864438,13.335813,2244.528625
1895.541626,2213.114235,12.789962,2200.324273
1863.791626,2132.398818,12.091342,2120.307476
1735.583374,2066.87132,11.570722,2055.300598
1536.5,1842.294503,10.56147,1831.733033
1419.083374,1450.534095,8.636705,1441.89739
1303.083374,1101.798855,6.111043,1095.687812
1165.416626,1017.418233,5.157096,1012.261137
1088.583374,972.601249,4.719306,967.881943
1333.083374,972.848764,4.632736,968.216028
1277.333374,992.380205,4.434708,987.945497
1268.583374,965.649013,4.761796,960.887217
1243.625,997.959385,4.944459,993.014926
1219.083374,1110.622163,5.270309,1105.351854
1169.5,1136.908448,5.239916,1131.668532
1073.375,1129.384287,5.105998,1124.278289
1034.291626,1106.325354,5.777568,1100.547786
1046.958374,1310.410206,7.15801,1303.252196
1223.875,1555.042076,9.393388,1545.648688
1377.75,1779.307694,10.612309,1768.695385
1438.375,1997.250981,11.335319,1985.915662
1639.208374,2210.004855,12.053291,2197.951564
1723.75,2349.278511,12.706484,2336.572027
1794.375,2485.461177,13.106761,2472.354416
1863.875,2493.543298,13.223957,2480.319341
1938.958374,2581.52245,13.041549,2568.480901
2035.916626,2604.737388,12.848176,2591.889212
2060.25,2431.120556,12.256315,2418.864241
1958.708374,2164.529763,11.126461,2153.403302
1978.041626,1846.979044,9.970857,1837.008187
2023.5,1646.463758,9.099053,1637.364705
2026.125,1511.483516,8.393992,1503.089524
1960.958374,1421.804342,8.170408,1413.633934
1905.458374,1373.407337,7.910519,1365.496818
1791.583374,1318.005361,7.362802,1310.642559
1703.458374,1273.626667,6.69962,1266.927047
1573.25,1243.737866,6.350771,1237.387095
1421.083374,1121.523735,6.031162,1115.492573
1197.541626,990.529287,5.57723,984.952057
921.708313,841.951805,4.665631,837.286174
717.5,694.557661,3.977067,690.580594
595.416687,596.528136,4.202433,592.325703
589.458313,576.433792,4.195352,572.23844
549.583313,495.011752,3.87914,491.132612
456.833344,440.102303,3.428171,436.674132
374.333344,418.618733,3.138122,415.480611
316.5,360.230799,2.716463,357.514336
273.541656,288.040799,2.272285,285.768514
222.791672,214.515064,1.908163,212.606901
175.583328,176.351346,1.544633,174.806713
135.25,117.194205,1.106555,116.08765
103.75,73.366173,0.593125,72.773048
77.333336,45.090504,0.279406,44.811098
62.666668,26.741522,0.089125,26.652397
61.041668,28.091991,0.014493,28.077498
69.583336,42.653984,0.007201,42.646783
72.458336,69.590117,0.007959,69.582158
86.791664,99.943256,0.008609,99.934647
92.708336,105.214469,0.007428,105.207041
89.041664,89.997157,0.005935,89.991222
76.125,73.534311,0.005948,73.528363
68.458336,45.385934,0.0066,45.379334
62.041668,28.392087,0.00638,28.385707
51.208332,14.966536,0.00594,14.960596
40.208332,6.545556,0.015359,6.530197
32.208332,5.24578,0.056593,5.189187
30.208334,10.268871,0.145336,10.123535
32.791668,14.320822,0.26716,14.053662
46.083332,23.052684,0.39451,22.658174
70.041664,54.266373,0.80088,53.465493
111.291664,95.317964,1.124873,94.193091
145.958328,130.738547,1.235161,129.503386
168.541672,123.897384,1.163182,122.734202
181.791672,103.026756,0.944336,102.08242
173.666672,78.41596,0.701919,77.714041
150.916672,46.918061,0.425523,46.492538
124.291664,30.612706,0.167177,30.445529
98.291664,26.082954,0.044755,26.038199
84.541664,28.694833,0.028522,28.666311
80.541664,34.384518,0.028599,34.355919
82.25,52.639836,0.029955,52.609881
81.708336,71.935537,0.033884,71.901653
107.833336,75.994471,0.025131,75.96934
122.458336,70.629028,0.025093,70.603935
131.125,59.291063,0.016623,59.27444
130.875,61.919652,0.022789,61.896863
126.583336,97.013871,0.027866,96.986005
131.083328,104.66861,0.066289,104.602321
139.5,81.426654,0.112376,81.314278
136.541672,74.634133,0.350669,74.283464
157.125,106.631925,0.60266,106.029265
184.5,119.16005,0.755171,118.404879
225.666672,158.922564,1.113906,157.808658
276.291656,184.259429,1.345052,182.914377
334.625,268.15302,1.744239,266.408781
359.041656,329.405562,2.232816,327.172746
367.916656,431.019321,2.391908,428.627413
361.75,553.40853,3.156609,550.251921
349.375,434.725835,2.939515,431.78632
342.833344,362.137213,1.86013,360.277083
335.791656,434.740288,1.858701,432.881587
349.583344,417.1715,2.13213,415.03937
382.083344,360.985865,1.34223,359.643635
417,461.549386,1.048819,460.500567
464.416656,543.280697,1.167655,542.113042
598.541687,559.209014,1.30016,557.908854
578.5,564.383459,1.321568,563.061891
577.958313,559.71266,1.11069,558.60197
555.166687,517.845687,1.093803,516.751884
525.875,496.036669,0.884175,495.152494
480.666656,470.724368,0.639813,470.084555
405.458344,385.757561,0.405001,385.35256
357.75,287.498216,0.679854,286.818362
346.833344,299.782486,1.779551,298.002935
398.333344,396.536902,2.461321,394.075581
476.791656,400.886103,3.154378,397.731725
553.791687,565.439857,4.566453,560.873404
651.791687,616.939453,5.796861,611.142592
789.625,735.840426,4.198582,731.641844
840.833313,854.812107,4.563705,850.248402
807.041687,691.801965,4.132543,687.669422
828.583313,562.166535,3.092373,559.074162
855.708313,405.673473,2.468396,403.205077
834,541.436622,3.50869,537.927932
740.541687,575.080141,3.848745,571.231396
706,502.160095,2.617506,499.542589
668.916687,613.739161,1.713136,612.026025
629.208313,670.334778,1.501389,668.833389
616.083313,615.359891,1.353225,614.006666
478.625,646.274758,1.119975,645.154783
474.25,657.817846,1.21785,656.599996
497.083344,667.761625,1.226747,666.534878
529.166687,680.259858,1.425705,678.834153
599.208313,623.271947,1.234155,622.037792
638.291687,627.934154,1.279491,626.654663
605.666687,625.680389,1.166791,624.513598
536.583313,498.999282,1.121529,497.877753
485.25,510.768098,1.564568,509.20353
504.708344,559.484691,2.125131,557.35956
482.291656,543.274666,2.384563,540.890103
453.083344,540.593181,2.526637,538.066544
426.458344,504.183298,2.562078,501.62122
404.291656,418.953845,2.469313,416.484532
382.458344,341.4566,2.199086,339.257514
350.791656,276.488243,1.769214,274.719029
293.041656,213.682262,1.39046,212.291802
231.208328,178.014635,1.007478,177.007157
178.333328,101.901907,0.578991,101.322916
121.833336,48.965122,0.226511,48.738611
79.958336,21.493394,0.081647,21.411747
62.541668,14.845465,0.014187,14.831278
62.958332,26.241353,0.044955,26.196398
68.208336,60.84223,0.127718,60.714512
245.583328,134.083749,0.210495,133.873254
311.291656,200.728457,0.366696,200.361761
338.583344,242.33439,0.51585,241.81854
380.666656,257.754673,0.50751,257.247163
417.833344,263.259252,0.388359,262.870893
443.291656,237.107755,0.432987,236.674768
443.125,192.771305,0.535476,192.235829
424.791656,159.455518,0.705866,158.749652
394.666656,148.817662,1.035425,147.782237
428.958344,126.592103,1.305212,125.286891
433.291656,108.828031,1.082223,107.745808
415.916656,151.047836,1.260838,149.786998
392.625,227.198757,1.877308,225.321449
388.166656,319.405957,2.279907,317.12605
390,332.918251,2.287523,330.630728
386.916656,298.891281,2.205038,296.686243
362.708344,266.193846,2.336486,263.85736
334.625,235.12397,2.557983,232.565987
340.166656,223.028377,2.305582,220.722795
347.5,286.981589,2.714015,284.267574
344.333344,376.604282,2.34429,374.259992
336.333344,379.97061,1.153496,378.817114
323.375,347.945762,0.457445,347.488317
290.583344,236.617088,0.275586,236.341502
196.333328,149.208456,0.214754,148.993702
181.541672,111.804897,0.236021,111.568876
215.375,114.377847,0.298967,114.07888
263.958344,146.710272,0.33279,146.377482
342,176.495874,0.347225,176.148649
384.625,192.115112,0.393589,191.721523
351.708344,184.003017,0.401218,183.601799
302.458344,126.92077,0.483136,126.437634
246.375,92.810268,0.83982,91.970448
217.625,76.520088,0.928669,75.591419
196.125,45.312208,0.617886,44.694322
174.875,41.204408,0.398816,40.805592
178.041672,56.623012,0.596642,56.02637
199.5,80.545315,0.631883,79.913432
226.041672,120.078225,0.645143,119.433082
265.125,168.818062,0.752142,168.06592
317.208344,242.204334,0.864709,241.339625
363.666656,311.788857,0.90524,310.883617
423.916656,379.387187,1.576418,377.810769
441.708344,390.115796,2.188896,387.9269
461.083344,381.695858,1.508059,380.187799
485.25,352.841328,0.774847,352.066481
527.5,372.533981,0.505498,372.028483
524.083313,406.70072,0.447825,406.252895
633.166687,383.480004,0.395626,383.084378
633.416687,369.861071,0.463901,369.39717
613.458313,365.73812,0.645304,365.092816
574.666687,374.016697,0.768092,373.248605
554.916687,354.968983,0.994335,353.974648
539.958313,348.108088,1.165044,346.943044
492.958344,378.39577,0.878105,377.517665
446.541656,344.094643,0.891976,343.202667
389.166656,340.314035,1.094754,339.219281
407.916656,340.737403,1.490358,339.247045
427.291656,374.149068,2.181717,371.967351
446.25,398.986864,3.12357,395.863294
493.25,438.01995,3.77177,434.24818
534.041687,456.48455,4.066642,452.417908
584.916687,477.787863,4.308916,473.478947
625.291687,472.523374,4.17667,468.346704
671.541687,501.826892,4.288093,497.538799
738.291687,566.256953,4.316052,561.940901
808.666687,680.352629,5.053186,675.299443
836.75,815.609201,5.197797,810.411404
865.25,792.344376,4.238746,788.10563
904.75,754.371468,3.446784,750.924684
954,803.20555,3.750384,799.455166
1031.625,944.813876,4.482502,940.331374
967.833313,1058.879197,5.590863,1053.288334
1110.25,1178.129921,6.472073,1171.657848
1186.791626,1204.963828,6.262221,1198.701607
1206.291626,1243.434671,5.971369,1237.463302
1249.25,1198.009922,6.360469,1191.649453
1316.291626,1197.838788,6.706363,1191.132425
1296.541626,1188.197002,6.972703,1181.224299
1261.208374,1276.726513,7.954271,1268.772242
1264.458374,1543.777454,9.375675,1534.401779
1509.333374,1791.789714,10.53817,1781.251544
1692.625,1926.662433,11.26577,1915.396663
1707.458374,2053.176991,11.763745,2041.413246
1815.625,2113.505014,12.009607,2101.495407
1820.125,2134.466262,12.223738,2122.242524
1870.208374,2239.697885,12.426946,2227.270939
1920.125,2451.831813,13.00234,2438.829473
1975.125,2563.415796,13.338794,2550.077002
1999.833374,2363.169268,12.663092,2350.506176
1904.625,2110.888274,11.473994,2099.41428
1692.541626,1859.964663,10.368673,1849.59599
1583.708374,1552.172885,9.006987,1543.165898
1517.458374,1278.443898,7.621704,1270.822194
1451.583374,1255.332911,7.240732,1248.092179
1417.916626,1342.237715,7.570391,1334.667324
1689.25,1442.495567,7.930481,1434.565086
1609.375,1478.606997,7.909358,1470.697639
1508.291626,1290.015607,7.618471,1282.397136
1393.666626,1123.273535,6.748501,1116.525034
1249.125,990.889942,5.679251,985.210691
1075.208374,859.847313,4.19822,855.649093
907.75,671.514596,3.375203,668.139393
815.583313,541.209882,3.395547,537.814335
731.708313,687.392055,5.076985,682.31507
726.833313,789.220005,5.470951,783.749054
675.583313,730.906423,5.034296,725.872127
632.75,597.161187,3.97546,593.185727
563.291687,456.167494,3.454754,452.71274
529.5,368.513655,3.280288,365.233367
486.041656,319.61384,2.974548,316.639292
413.583344,315.915265,2.91342,313.001845
340.666656,291.836683,2.636489,289.200194
258.291656,215.73818,1.87562,213.86256
176.375,105.452634,0.969641,104.482993
111.083336,48.874467,0.400537,48.47393
72,37.766572,0.100202,37.66637
64.125,86.769491,0.074263,86.695228
93.208336,216.325612,0.155963,216.169649
138.791672,359.2358,0.319194,358.916606
284.208344,436.885701,0.476266,436.409435
319.708344,426.52258,0.510664,426.011916
326.041656,416.547354,0.564024,415.98333
340.666656,383.573794,0.563823,383.009971
370.25,392.330031,0.597698,391.732333
393.333344,394.539874,0.538034,394.00184
379.583344,332.504973,0.459157,332.045816
336.583344,260.24787,0.375031,259.872839
289.791656,170.768012,0.274804,170.493208
302.291656,133.283832,0.388193,132.895639
327.166656,173.166859,0.546678,172.620181
325.708344,179.306319,0.670249,178.63607
356.958344,240.614579,0.875335,239.739244
394.458344,340.843553,1.422112,339.421441
458.416656,442.476825,2.400378,440.076447
528.25,542.34402,3.219725,539.124295
578.25,566.281045,2.866016,563.415029
614.083313,527.948151,2.373833,525.574318
619.833313,570.54353,2.1672,568.37633
590.875,502.336911,1.560738,500.776173
613.708313,498.506085,1.228438,497.277647
697.833313,593.793568,1.186342,592.607226
787.833313,752.644957,1.787333,750.857624
878.458313,947.448532,4.134763,943.313769
1097.791626,1145.849031,5.106143,1140.742888
1261.458374,1376.676655,5.91904,1370.757615
1408.5,1461.444166,6.490346,1454.95382
1567.416626,1669.702871,7.58154,1662.121331
1778.416626,1878.3036,8.956712,1869.346888
2000.666626,2161.91281,10.21767,2151.69514
2067.708252,2496.497085,11.827961,2484.669124
2031.083374,2534.965708,12.557224,2522.408484
2038.291626,2167.78754,12.974407,2154.813133
2432.916748,2595.344496,13.542787,2581.801709
2711.916748,2564.684994,14.510887,2550.174107
2709.708252,2738.506644,15.286143,2723.220501
2884.625,2911.583263,15.867498,2895.715765
2699.166748,2358.513235,16.240137,2342.273098
2604.375,2146.802669,16.477141,2130.325528
2520.958252,2101.490337,16.386551,2085.103786
2481.375,2616.57326,15.715502,2600.857758
2568.958252,3171.393496,15.356158,3156.037338
2566.833252,3128.936006,14.973083,3113.962923
2367.958252,2783.763786,15.100101,2768.663685
2350.166748,2514.76399,15.093132,2499.670858
2430.833252,2777.017518,15.03268,2761.984838
2493.375,2699.380121,15.1335,2684.246621
2398.5,2513.674594,15.135875,2498.538719
2455.083252,2250.59952,15.092064,2235.507456
2321.166748,2640.088111,15.021019,2625.067092
2290.083252,2442.542858,15.009917,2427.532941
2283.708252,2358.098316,15.003752,2343.094564
2310.75,2420.192341,14.932603,2405.259738
2310.25,2420.1709,14.632804,2405.538096
2149.333252,2441.944764,14.512982,2427.431782
1949.208374,2564.318474,14.603985,2549.714489
1859.708374,2593.607788,14.737508,2578.87028
2132.458252,2600.486369,14.805719,2585.68065
2234.083252,2250.009613,14.891907,2235.117706
2098.166748,2013.205919,14.869892,1998.336027
2251.958252,1854.510221,14.767855,1839.742366
2141.625,1782.720609,13.889499,1768.83111
2091,1739.463779,13.869973,1725.593806
2145.458252,1839.52644,14.058953,1825.467487
2235.125,2040.200434,14.170083,2026.030351
2360.083252,2558.093652,13.812275,2544.281377
2416.416748,2631.215929,13.790523,2617.425406
2276,2567.886351,13.55567,2554.330681
2273.625,2483.330016,13.736109,2469.593907
2397.416748,2460.204825,13.581349,2446.623476
2515.666748,2421.938588,13.573146,2408.365442
2542.125,2417.204119,13.796596,2403.407523
2706.208252,2301.486704,13.706431,2287.780273
2637.291748,2261.088386,13.512987,2247.575399
2623.541748,2275.839342,13.53518,2262.304162
2631.583252,2256.812312,13.317038,2243.495274
2691.041748,2323.072002,13.280739,2309.791263
2737.083252,2288.882469,13.270734,2275.611735
2627.666748,2556.47109,13.346305,2543.124785
2428.041748,2780.095545,13.898983,2766.196562
2315.791748,2780.213148,14.277916,2765.935232
2661.708252,2833.991429,14.508909,2819.48252
2824.5,2853.55876,14.593072,2838.965688
2727.291748,2860.814245,14.937899,2845.876346
2834.666748,2485.537148,14.965623,2470.571525
2689.291748,2349.813916,15.095239,2334.718677
2614.791748,2737.504924,15.120177,2722.384747
2552.416748,2505.943129,14.842508,2491.100621
2488.666748,2706.377401,14.347336,2692.030065
2439.458252,2626.52722,14.011359,2612.515861
2262.208252,2529.647471,13.386422,2516.261049
1979.25,2372.236281,12.733458,2359.502823
1881.083374,2213.60717,11.77746,2201.82971
1853.375,2060.650071,10.657973,2049.992098
1822.416626,1900.218298,9.911323,1890.306975
1769.083374,1842.935611,9.769461,1833.16615
1968.625,1785.873475,9.249055,1776.62442
1876.75,1656.492935,8.911413,1647.581522
1847.041626,1696.773706,8.741253,1688.032453
1823.166626,1694.28531,8.598149,1685.687161
1858.583374,1618.413957,8.359461,1610.054496
1877.125,1559.983786,8.49623,1551.487556
1774.833374,1580.206436,8.621263,1571.585173
1638.291626,1704.721995,9.461964,1695.260031
1577.083374,1936.12719,10.73637,1925.39082
1850.291626,2196.873502,12.411881,2184.461621
2026.5,2266.081826,13.154791,2252.927035
1993.291626,2354.117388,13.562227,2340.555161
2009.916626,2348.748795,13.593762,2335.155033
1949.916626,2353.634877,13.387758,2340.247119
1943,2322.227529,13.252109,2308.97542
1905.208374,2261.268229,12.993787,2248.274442
1848.083374,2260.050853,12.722862,2247.327991
1752.041626,2191.329633,12.026248,2179.303385
1524.541626,1925.52782,11.093411,1914.434409
1228.583374,1471.672498,8.868113,1462.804385
1039.25,927.892043,5.343048,922.548995
874.541687,685.001041,3.375246,681.625795
751.875,644.847635,2.68766,642.159975
674.958313,649.583804,2.576895,647.006909
980.25,636.04354,2.34124,633.7023
932.458313,585.927564,1.885989,584.041575
881.416687,508.321308,1.481484,506.839824
817,465.582487,1.191368,464.391119
711.958313,450.065133,1.139561,448.925572
546.583313,389.121008,0.908005,388.213003
385.041656,316.583715,0.764332,315.819383
288.916656,204.771609,0.709026,204.062583
245.416672,203.840034,1.583848,202.256186
260,288.569637,2.23779,286.331847
258,303.494001,2.526522,300.967479
253.708328,378.487368,3.096475,375.390893
307.666656,442.524659,3.787262,438.737397
344,475.730906,4.122464,471.608442
368.125,486.683266,3.307652,483.375614
411.083344,561.655187,3.478928,558.176259
460.458344,718.267223,4.057714,714.209509
490.416656,830.376288,4.577643,825.798645
508.875,835.407125,4.23312,831.174005
487.125,866.939295,4.107992,862.831303
507.583344,789.528286,3.149392,786.378894
564.541687,690.798822,2.661722,688.1371
612.666687,674.529222,2.638298,671.890924
589.416687,660.256582,2.856957,657.399625
616.583313,559.525044,2.233833,557.291211
490.041656,414.878443,2.230691,412.647752
389.75,300.7532,1.451414,299.301786
320.666656,247.078145,0.965272,246.112873
261.833344,190.298942,0.554045,189.744897
211.75,141.11796,0.322808,140.795152
163.916672,114.465886,0.258999,114.206887
128.541672,70.175764,0.30153,69.874234
114.375,50.158798,0.405984,49.752814
134.708328,41.365013,0.283446,41.081567
173.791672,71.603947,0.405844,71.198103
218.125,124.429524,1.129635,123.299889
278.625,178.150785,1.418344,176.732441
341.416656,226.476181,1.577314,224.898867
382.458344,248.126369,1.688006,246.438363
396.958344,246.017456,1.453263,244.564193
414.583344,244.837398,0.925738,243.91166
408,232.300511,0.723082,231.577429
379.916656,231.109422,0.71544,230.393982
