MTU (CET/CEST),2023,2022,2021
06.06.2023 16:00 - 06.06.2023 17:00,0.10619469,0.202932099,0.048322148
06.06.2023 17:00 - 06.06.2023 18:00,0.102654867,0.168209877,0.05557047
06.06.2023 18:00 - 06.06.2023 19:00,0.095575221,0.139146091,0.057181208
06.06.2023 19:00 - 06.06.2023 20:00,0.082427307,0.114197531,0.056107383
06.06.2023 20:00 - 06.06.2023 21:00,0.068268015,0.098251029,0.049127517
06.06.2023 21:00 - 06.06.2023 22:00,0.056637168,0.094135802,0.044295302
06.06.2023 22:00 - 06.06.2023 23:00,0.052844501,0.094650206,0.046711409
06.06.2023 23:00 - 07.06.2023 00:00,0.049051833,0.100308642,0.049395973
07.06.2023 00:00 - 07.06.2023 01:00,0.037168142,0.143518519,0.069798658
07.06.2023 01:00 - 07.06.2023 02:00,0.030594185,0.136059671,0.07033557
07.06.2023 02:00 - 07.06.2023 03:00,0.02806574,0.135288066,0.067919463
07.06.2023 03:00 - 07.06.2023 04:00,0.025790139,0.124485597,0.067651007
07.06.2023 04:00 - 07.06.2023 05:00,0.020480405,0.120884774,0.061744966
07.06.2023 05:00 - 07.06.2023 06:00,0.013906448,0.130144033,0.054496644
07.06.2023 06:00 - 07.06.2023 07:00,0.009860936,0.138888889,0.055033557
07.06.2023 07:00 - 07.06.2023 08:00,0.00783818,0.150462963,0.05852349
07.06.2023 08:00 - 07.06.2023 09:00,0.007079646,0.18904321,0.057718121
07.06.2023 09:00 - 07.06.2023 10:00,0.00783818,0.235339506,0.053691275
07.06.2023 10:00 - 07.06.2023 11:00,0.009102402,0.277520576,0.054228188
07.06.2023 11:00 - 07.06.2023 12:00,0.011630847,0.297067901,0.058255034
07.06.2023 12:00 - 07.06.2023 13:00,0.015676359,0.308899177,0.057718121
07.06.2023 13:00 - 07.06.2023 14:00,0.021491783,0.324331276,0.055838926
07.06.2023 14:00 - 07.06.2023 15:00,0.027054362,0.332047325,0.059597315
07.06.2023 15:00 - 07.06.2023 16:00,0.034639697,0.326131687,0.074899329
07.06.2023 16:00 - 07.06.2023 17:00,0.042730721,0.3125,0.085100671
07.06.2023 17:00 - 07.06.2023 18:00,0.044753477,0.310699588,0.094496644
07.06.2023 18:00 - 07.06.2023 19:00,0.047281922,0.30787037,0.095838926
07.06.2023 19:00 - 07.06.2023 20:00,0.046776233,0.284207819,0.096107383
07.06.2023 20:00 - 07.06.2023 21:00,0.042730721,0.237397119,0.087248322
07.06.2023 21:00 - 07.06.2023 22:00,0.03817952,0.208847737,0.082147651
07.06.2023 22:00 - 07.06.2023 23:00,0.03539823,0.202932099,0.085100671
07.06.2023 23:00 - 08.06.2023 00:00,0.033628319,0.205504115,0.086174497
08.06.2023 00:00 - 08.06.2023 01:00,0.052591656,0.235339506,0.089932886
08.06.2023 01:00 - 08.06.2023 02:00,0.061441214,0.239197531,0.094496644
08.06.2023 02:00 - 08.06.2023 03:00,0.070037927,0.244855967,0.100671141
08.06.2023 03:00 - 08.06.2023 04:00,0.079646018,0.242283951,0.103355705
08.06.2023 04:00 - 08.06.2023 05:00,0.089506953,0.244855967,0.10442953
08.06.2023 05:00 - 08.06.2023 06:00,0.09608091,0.239454733,0.10147651
08.06.2023 06:00 - 08.06.2023 07:00,0.091782554,0.225308642,0.102013423
08.06.2023 07:00 - 08.06.2023 08:00,0.083438685,0.205504115,0.102818792
08.06.2023 08:00 - 08.06.2023 09:00,0.07357775,0.205246914,0.112214765
08.06.2023 09:00 - 08.06.2023 10:00,0.075600506,0.195216049,0.115704698
08.06.2023 10:00 - 08.06.2023 11:00,0.079140329,0.190843621,0.126442953
08.06.2023 11:00 - 08.06.2023 12:00,0.086219975,0.179783951,0.139328859
08.06.2023 12:00 - 08.06.2023 13:00,0.087737042,0.167438272,0.157583893
08.06.2023 13:00 - 08.06.2023 14:00,0.099115044,0.157407407,0.179865772
08.06.2023 14:00 - 08.06.2023 15:00,0.107964602,0.148148148,0.182281879
08.06.2023 15:00 - 08.06.2023 16:00,0.109228824,0.127572016,0.188993289
08.06.2023 16:00 - 08.06.2023 17:00,0.107458913,0.100308642,0.180402685
08.06.2023 17:00 - 08.06.2023 18:00,0.1011378,0.077160494,0.180134228
08.06.2023 18:00 - 08.06.2023 19:00,0.092793932,0.051183128,0.153825503
08.06.2023 19:00 - 08.06.2023 20:00,0.078381795,0.031893004,0.131275168
08.06.2023 20:00 - 08.06.2023 21:00,0.063716814,0.020576132,0.102550336
08.06.2023 21:00 - 08.06.2023 22:00,0.0482933,0.017489712,0.091543624
08.06.2023 22:00 - 08.06.2023 23:00,0.041213654,0.020061728,0.095033557
08.06.2023 23:00 - 09.06.2023 00:00,0.035903919,0.02494856,0.103087248
09.06.2023 00:00 - 09.06.2023 01:00,0.024020228,0.034207819,0.118657718
09.06.2023 01:00 - 09.06.2023 02:00,0.021744627,0.044753086,0.123758389
09.06.2023 02:00 - 09.06.2023 03:00,0.018963338,0.052726337,0.118657718
09.06.2023 03:00 - 09.06.2023 04:00,0.017446271,0.052983539,0.107919463
09.06.2023 04:00 - 09.06.2023 05:00,0.019469027,0.051440329,0.099597315
09.06.2023 05:00 - 09.06.2023 06:00,0.026801517,0.049639918,0.089395973
09.06.2023 06:00 - 09.06.2023 07:00,0.036662453,0.047839506,0.083221477
09.06.2023 07:00 - 09.06.2023 08:00,0.0482933,0.048868313,0.077315436
09.06.2023 08:00 - 09.06.2023 09:00,0.056637168,0.054012346,0.082416107
09.06.2023 09:00 - 09.06.2023 10:00,0.071049305,0.058641975,0.088053691
09.06.2023 10:00 - 09.06.2023 11:00,0.079646018,0.066872428,0.09852349
09.06.2023 11:00 - 09.06.2023 12:00,0.092288243,0.076131687,0.106845638
09.06.2023 12:00 - 09.06.2023 13:00,0.100379267,0.080246914,0.111946309
09.06.2023 13:00 - 09.06.2023 14:00,0.11630847,0.084619342,0.120268456
09.06.2023 14:00 - 09.06.2023 15:00,0.126675095,0.08744856,0.120536913
09.06.2023 15:00 - 09.06.2023 16:00,0.133501896,0.08744856,0.129127517
09.06.2023 16:00 - 09.06.2023 17:00,0.130467762,0.087705761,0.129127517
09.06.2023 17:00 - 09.06.2023 18:00,0.125663717,0.091306584,0.13261745
09.06.2023 18:00 - 09.06.2023 19:00,0.123640961,0.095421811,0.109798658
09.06.2023 19:00 - 09.06.2023 20:00,0.121112516,0.099022634,0.08966443
09.06.2023 20:00 - 09.06.2023 21:00,0.124905183,0.096707819,0.071946309
09.06.2023 21:00 - 09.06.2023 22:00,0.141340076,0.092335391,0.068187919
09.06.2023 22:00 - 09.06.2023 23:00,0.170164349,0.097479424,0.073288591
09.06.2023 23:00 - 10.06.2023 00:00,0.183312263,0.105967078,0.080268456
10.06.2023 00:00 - 10.06.2023 01:00,0.205815424,0.138631687,0.079194631
10.06.2023 01:00 - 10.06.2023 02:00,0.206573957,0.145833333,0.081610738
10.06.2023 02:00 - 10.06.2023 03:00,0.2,0.14840535,0.079731544
10.06.2023 03:00 - 10.06.2023 04:00,0.191908976,0.148148148,0.08
10.06.2023 04:00 - 10.06.2023 05:00,0.189633375,0.149691358,0.081073826
10.06.2023 05:00 - 10.06.2023 06:00,0.191908976,0.138117284,0.071409396
10.06.2023 06:00 - 10.06.2023 07:00,0.185335019,0.118569959,0.061208054
10.06.2023 07:00 - 10.06.2023 08:00,0.178002528,0.097222222,0.052080537
10.06.2023 08:00 - 10.06.2023 09:00,0.175726928,0.095421811,0.050201342
10.06.2023 09:00 - 10.06.2023 10:00,0.2,0.103909465,0.044563758
10.06.2023 10:00 - 10.06.2023 11:00,0.221744627,0.125771605,0.047516779
10.06.2023 11:00 - 10.06.2023 12:00,0.234134008,0.14377572,0.05852349
10.06.2023 12:00 - 10.06.2023 13:00,0.252085967,0.166152263,0.071409396
10.06.2023 13:00 - 10.06.2023 14:00,0.213147914,0.194701646,0.081610738
10.06.2023 14:00 - 10.06.2023 15:00,0.214664981,0.213477366,0.085637584
10.06.2023 15:00 - 10.06.2023 16:00,0.220733249,0.227366255,0.096375839
10.06.2023 16:00 - 10.06.2023 17:00,0.26573957,0.226851852,0.097986577
10.06.2023 17:00 - 10.06.2023 18:00,0.272313527,0.227366255,0.101744966
10.06.2023 18:00 - 10.06.2023 19:00,0.26573957,0.222479424,0.086442953
10.06.2023 19:00 - 10.06.2023 20:00,0.244247788,0.2031893,0.072214765
10.06.2023 20:00 - 10.06.2023 21:00,0.232111252,0.17026749,0.053691275
10.06.2023 21:00 - 10.06.2023 22:00,0.234134008,0.147890947,0.046174497
10.06.2023 22:00 - 10.06.2023 23:00,0.248040455,0.141460905,0.04885906
10.06.2023 23:00 - 11.06.2023 00:00,0.250316056,0.141203704,0.053691275
11.06.2023 00:00 - 11.06.2023 01:00,0.323640961,0.139917695,0.073020134
11.06.2023 01:00 - 11.06.2023 02:00,0.329456384,0.134516461,0.077315436
11.06.2023 02:00 - 11.06.2023 03:00,0.322376738,0.130401235,0.07704698
11.06.2023 03:00 - 11.06.2023 04:00,0.306953224,0.121141975,0.08590604
11.06.2023 04:00 - 11.06.2023 05:00,0.295828066,0.122942387,0.094496644
11.06.2023 05:00 - 11.06.2023 06:00,0.285208597,0.126800412,0.09261745
11.06.2023 06:00 - 11.06.2023 07:00,0.26573957,0.126286008,0.091812081
11.06.2023 07:00 - 11.06.2023 08:00,0.24551201,0.123199588,0.096375839
11.06.2023 08:00 - 11.06.2023 09:00,0.227054362,0.141460905,0.108456376
11.06.2023 09:00 - 11.06.2023 10:00,0.245259166,0.163580247,0.11704698
11.06.2023 10:00 - 11.06.2023 11:00,0.253603034,0.185699588,0.138791946
11.06.2023 11:00 - 11.06.2023 12:00,0.231858407,0.199845679,0.162684564
11.06.2023 12:00 - 11.06.2023 13:00,0.228571429,0.224022634,0.190604027
11.06.2023 13:00 - 11.06.2023 14:00,0.227307206,0.269032922,0.222550336
11.06.2023 14:00 - 11.06.2023 15:00,0.223261694,0.313271605,0.231946309
11.06.2023 15:00 - 11.06.2023 16:00,0.22022756,0.362911523,0.255033557
11.06.2023 16:00 - 11.06.2023 17:00,0.243994943,0.380658436,0.252885906
11.06.2023 17:00 - 11.06.2023 18:00,0.257648546,0.380401235,0.264697987
11.06.2023 18:00 - 11.06.2023 19:00,0.247029077,0.370113169,0.24295302
11.06.2023 19:00 - 11.06.2023 20:00,0.216940582,0.33744856,0.220134228
11.06.2023 20:00 - 11.06.2023 21:00,0.191403287,0.27649177,0.19704698
11.06.2023 21:00 - 11.06.2023 22:00,0.181795196,0.227366255,0.211006711
11.06.2023 22:00 - 11.06.2023 23:00,0.18988622,0.209876543,0.226845638
11.06.2023 23:00 - 12.06.2023 00:00,0.191403287,0.219393004,0.24295302
12.06.2023 00:00 - 12.06.2023 01:00,0.239190898,0.2656893,0.289932886
12.06.2023 01:00 - 12.06.2023 02:00,0.244500632,0.26723251,0.298255034
12.06.2023 02:00 - 12.06.2023 03:00,0.247787611,0.281378601,0.300939597
12.06.2023 03:00 - 12.06.2023 04:00,0.244753477,0.279578189,0.302281879
12.06.2023 04:00 - 12.06.2023 05:00,0.236409608,0.268261317,0.297718121
12.06.2023 05:00 - 12.06.2023 06:00,0.225031606,0.247942387,0.286711409
12.06.2023 06:00 - 12.06.2023 07:00,0.201517067,0.216563786,0.313557047
12.06.2023 07:00 - 12.06.2023 08:00,0.17193426,0.193415638,0.354362416
12.06.2023 08:00 - 12.06.2023 09:00,0.148925411,0.214248971,0.414496644
12.06.2023 09:00 - 12.06.2023 10:00,0.153982301,0.252829218,0.431677852
12.06.2023 10:00 - 12.06.2023 11:00,0.157269279,0.309927984,0.45261745
12.06.2023 11:00 - 12.06.2023 12:00,0.163084703,0.336162551,0.49261745
12.06.2023 12:00 - 12.06.2023 13:00,0.160556258,0.375514403,0.546577181
12.06.2023 13:00 - 12.06.2023 14:00,0.159797724,0.41718107,0.598389262
12.06.2023 14:00 - 12.06.2023 15:00,0.153982301,0.44058642,0.573959732
12.06.2023 15:00 - 12.06.2023 16:00,0.142857143,0.455246914,0.621208054
12.06.2023 16:00 - 12.06.2023 17:00,0.127686473,0.432613169,0.646442953
12.06.2023 17:00 - 12.06.2023 18:00,0.117825537,0.421039095,0.763758389
12.06.2023 18:00 - 12.06.2023 19:00,0.110493047,0.395833333,0.76
12.06.2023 19:00 - 12.06.2023 20:00,0.097850822,0.359053498,0.760805369
12.06.2023 20:00 - 12.06.2023 21:00,0.096333755,0.304526749,0.686174497
12.06.2023 21:00 - 12.06.2023 22:00,0.117572693,0.255658436,0.640805369
12.06.2023 22:00 - 12.06.2023 23:00,0.146396966,0.233281893,0.623355705
12.06.2023 23:00 - 13.06.2023 00:00,0.144879899,0.235082305,0.619865772
13.06.2023 00:00 - 13.06.2023 01:00,0.162579014,0.281635802,0.671946309
13.06.2023 01:00 - 13.06.2023 02:00,0.159292035,0.280864198,0.661744966
13.06.2023 02:00 - 13.06.2023 03:00,0.150695322,0.285493827,0.619597315
13.06.2023 03:00 - 13.06.2023 04:00,0.137294564,0.255658436,0.584161074
13.06.2023 04:00 - 13.06.2023 05:00,0.119595449,0.221707819,0.548456376
13.06.2023 05:00 - 13.06.2023 06:00,0.101896334,0.187757202,0.485100671
13.06.2023 06:00 - 13.06.2023 07:00,0.080657396,0.171039095,0.468724832
13.06.2023 07:00 - 13.06.2023 08:00,0.059671302,0.175925926,0.473020134
13.06.2023 08:00 - 13.06.2023 09:00,0.05335019,0.210390947,0.491275168
13.06.2023 09:00 - 13.06.2023 10:00,0.067003793,0.238683128,0.449395973
13.06.2023 10:00 - 13.06.2023 11:00,0.082932996,0.288323045,0.435973154
13.06.2023 11:00 - 13.06.2023 12:00,0.094310999,0.331532922,0.428456376
13.06.2023 12:00 - 13.06.2023 13:00,0.107458913,0.390432099,0.417718121
13.06.2023 13:00 - 13.06.2023 14:00,0.119342604,0.458847737,0.376375839
13.06.2023 14:00 - 13.06.2023 15:00,0.125410872,0.513117284,0.316778523
13.06.2023 15:00 - 13.06.2023 16:00,0.123135272,0.556584362,0.382818792
13.06.2023 16:00 - 13.06.2023 17:00,0.118078382,0.579989712,0.401073826
13.06.2023 17:00 - 13.06.2023 18:00,0.106953224,0.596450617,0.397852349
13.06.2023 18:00 - 13.06.2023 19:00,0.09102402,0.60313786,0.315973154
13.06.2023 19:00 - 13.06.2023 20:00,0.072060683,0.58281893,0.240536913
13.06.2023 20:00 - 13.06.2023 21:00,0.056637168,0.51877572,0.176107383
13.06.2023 21:00 - 13.06.2023 22:00,0.050821745,0.480452675,0.161610738
13.06.2023 22:00 - 13.06.2023 23:00,0.049304678,0.479166667,0.165369128
13.06.2023 23:00 - 14.06.2023 00:00,0.045259166,0.474279835,0.163489933
14.06.2023 00:00 - 14.06.2023 01:00,0.054867257,0.471450617,0.206979866
14.06.2023 01:00 - 14.06.2023 02:00,0.054614412,0.452674897,0.20966443
14.06.2023 02:00 - 14.06.2023 03:00,0.045764855,0.440329218,0.199463087
14.06.2023 03:00 - 14.06.2023 04:00,0.034134008,0.417438272,0.193288591
14.06.2023 04:00 - 14.06.2023 05:00,0.026548673,0.403806584,0.192214765
14.06.2023 05:00 - 14.06.2023 06:00,0.023261694,0.387088477,0.175302013
14.06.2023 06:00 - 14.06.2023 07:00,0.016940582,0.362139918,0.183624161
14.06.2023 07:00 - 14.06.2023 08:00,0.012389381,0.343878601,0.206442953
14.06.2023 08:00 - 14.06.2023 09:00,0.010619469,0.353909465,0.267651007
14.06.2023 09:00 - 14.06.2023 10:00,0.012136536,0.339248971,0.335033557
14.06.2023 10:00 - 14.06.2023 11:00,0.018204804,0.320473251,0.414496644
14.06.2023 11:00 - 14.06.2023 12:00,0.029077118,0.305041152,0.481879195
14.06.2023 12:00 - 14.06.2023 13:00,0.038938053,0.309156379,0.565369128
14.06.2023 13:00 - 14.06.2023 14:00,0.053097345,0.321502058,0.624161074
14.06.2023 14:00 - 14.06.2023 15:00,0.066245259,0.326903292,0.606711409
14.06.2023 15:00 - 14.06.2023 16:00,0.080151707,0.326131687,0.537718121
14.06.2023 16:00 - 14.06.2023 17:00,0.091782554,0.308127572,0.445637584
14.06.2023 17:00 - 14.06.2023 18:00,0.102907712,0.287808642,0.406174497
14.06.2023 18:00 - 14.06.2023 19:00,0.118836915,0.263631687,0.347919463
14.06.2023 19:00 - 14.06.2023 20:00,0.125410872,0.238168724,0.324026846
14.06.2023 20:00 - 14.06.2023 21:00,0.116814159,0.196502058,0.272483221
14.06.2023 21:00 - 14.06.2023 22:00,0.094310999,0.161779835,0.24
14.06.2023 22:00 - 14.06.2023 23:00,0.078128951,0.14994856,0.213959732
14.06.2023 23:00 - 15.06.2023 00:00,0.06068268,0.150977366,0.192751678
15.06.2023 00:00 - 15.06.2023 01:00,0.069785082,0.144290123,0.234899329
15.06.2023 01:00 - 15.06.2023 02:00,0.066245259,0.147119342,0.222281879
15.06.2023 02:00 - 15.06.2023 03:00,0.061441214,0.155092593,0.213959732
15.06.2023 03:00 - 15.06.2023 04:00,0.061441214,0.156893004,0.211275168
15.06.2023 04:00 - 15.06.2023 05:00,0.063969659,0.150462963,0.211812081
15.06.2023 05:00 - 15.06.2023 06:00,0.066498104,0.138117284,0.194362416
15.06.2023 06:00 - 15.06.2023 07:00,0.067762326,0.129886831,0.198657718
15.06.2023 07:00 - 15.06.2023 08:00,0.062199747,0.127572016,0.222818792
15.06.2023 08:00 - 15.06.2023 09:00,0.051580278,0.138888889,0.271946309
15.06.2023 09:00 - 15.06.2023 10:00,0.056384324,0.141203704,0.272214765
15.06.2023 10:00 - 15.06.2023 11:00,0.06346397,0.141460905,0.276778523
15.06.2023 11:00 - 15.06.2023 12:00,0.071554994,0.141203704,0.283489933
15.06.2023 12:00 - 15.06.2023 13:00,0.067762326,0.150205761,0.303355705
15.06.2023 13:00 - 15.06.2023 14:00,0.066750948,0.168209877,0.316241611
15.06.2023 14:00 - 15.06.2023 15:00,0.064222503,0.184156379,0.306308725
15.06.2023 15:00 - 15.06.2023 16:00,0.063211125,0.192901235,0.299865772
15.06.2023 16:00 - 15.06.2023 17:00,0.063211125,0.195730453,0.275704698
15.06.2023 17:00 - 15.06.2023 18:00,0.06346397,0.196244856,0.276510067
15.06.2023 18:00 - 15.06.2023 19:00,0.066498104,0.18595679,0.239194631
15.06.2023 19:00 - 15.06.2023 20:00,0.06573957,0.172839506,0.204563758
15.06.2023 20:00 - 15.06.2023 21:00,0.060429836,0.14531893,0.147114094
15.06.2023 21:00 - 15.06.2023 22:00,0.058154235,0.122942387,0.113557047
15.06.2023 22:00 - 15.06.2023 23:00,0.064222503,0.120113169,0.096375839
15.06.2023 23:00 - 16.06.2023 00:00,0.062958281,0.132201646,0.084563758
16.06.2023 00:00 - 16.06.2023 01:00,0.049051833,0.127572016,0.057986577
16.06.2023 01:00 - 16.06.2023 02:00,0.05562579,0.139917695,0.046442953
16.06.2023 02:00 - 16.06.2023 03:00,0.061946903,0.162294239,0.035436242
16.06.2023 03:00 - 16.06.2023 04:00,0.066498104,0.170010288,0.031677852
16.06.2023 04:00 - 16.06.2023 05:00,0.066498104,0.187757202,0.032751678
16.06.2023 05:00 - 16.06.2023 06:00,0.064981037,0.21244856,0.030067114
16.06.2023 06:00 - 16.06.2023 07:00,0.063211125,0.218621399,0.029530201
16.06.2023 07:00 - 16.06.2023 08:00,0.061946903,0.222993827,0.030604027
16.06.2023 08:00 - 16.06.2023 09:00,0.054867257,0.260545267,0.03704698
16.06.2023 09:00 - 16.06.2023 10:00,0.056384324,0.291152263,0.042416107
16.06.2023 10:00 - 16.06.2023 11:00,0.058659924,0.318930041,0.055033557
16.06.2023 11:00 - 16.06.2023 12:00,0.066750948,0.319187243,0.062013423
16.06.2023 12:00 - 16.06.2023 13:00,0.067762326,0.340020576,0.063892617
16.06.2023 13:00 - 16.06.2023 14:00,0.07357775,0.344393004,0.065234899
16.06.2023 14:00 - 16.06.2023 15:00,0.077370417,0.341306584,0.062281879
16.06.2023 15:00 - 16.06.2023 16:00,0.07585335,0.337705761,0.053959732
16.06.2023 16:00 - 16.06.2023 17:00,0.073324905,0.327932099,0.048053691
16.06.2023 17:00 - 16.06.2023 18:00,0.076359039,0.325360082,0.045637584
16.06.2023 18:00 - 16.06.2023 19:00,0.068015171,0.324588477,0.036778523
16.06.2023 19:00 - 16.06.2023 20:00,0.049051833,0.312242798,0.037852349
16.06.2023 20:00 - 16.06.2023 21:00,0.038432364,0.262602881,0.04885906
16.06.2023 21:00 - 16.06.2023 22:00,0.03034134,0.214248971,0.081073826
16.06.2023 22:00 - 16.06.2023 23:00,0.026295828,0.192644033,0.127516779
16.06.2023 23:00 - 17.06.2023 00:00,0.021997472,0.198559671,0.155704698
17.06.2023 00:00 - 17.06.2023 01:00,0.024525917,0.16718107,0.190067114
17.06.2023 01:00 - 17.06.2023 02:00,0.023767383,0.153806584,0.206711409
17.06.2023 02:00 - 17.06.2023 03:00,0.020733249,0.142746914,0.211543624
17.06.2023 03:00 - 17.06.2023 04:00,0.016434893,0.136831276,0.204563758
17.06.2023 04:00 - 17.06.2023 05:00,0.013147914,0.148148148,0.204295302
17.06.2023 05:00 - 17.06.2023 06:00,0.010872314,0.14994856,0.19114094
17.06.2023 06:00 - 17.06.2023 07:00,0.008849558,0.12191358,0.179597315
17.06.2023 07:00 - 17.06.2023 08:00,0.00783818,0.091563786,0.165369128
17.06.2023 08:00 - 17.06.2023 09:00,0.007079646,0.087191358,0.164563758
17.06.2023 09:00 - 17.06.2023 10:00,0.007585335,0.093621399,0.14442953
17.06.2023 10:00 - 17.06.2023 11:00,0.009102402,0.111368313,0.147114094
17.06.2023 11:00 - 17.06.2023 12:00,0.012642225,0.125514403,0.167248322
17.06.2023 12:00 - 17.06.2023 13:00,0.017699115,0.142489712,0.204295302
17.06.2023 13:00 - 17.06.2023 14:00,0.028318584,0.162808642,0.249395973
17.06.2023 14:00 - 17.06.2023 15:00,0.040707965,0.176697531,0.276510067
17.06.2023 15:00 - 17.06.2023 16:00,0.054108723,0.195730453,0.31409396
17.06.2023 16:00 - 17.06.2023 17:00,0.058154235,0.222479424,0.333154362
17.06.2023 17:00 - 17.06.2023 18:00,0.054361568,0.269290123,0.331812081
17.06.2023 18:00 - 17.06.2023 19:00,0.046523388,0.327674897,0.273288591
17.06.2023 19:00 - 17.06.2023 20:00,0.034892541,0.377829218,0.227651007
17.06.2023 20:00 - 17.06.2023 21:00,0.027812895,0.388888889,0.185771812
17.06.2023 21:00 - 17.06.2023 22:00,0.029329962,0.400205761,0.155973154
17.06.2023 22:00 - 17.06.2023 23:00,0.032364096,0.411522634,0.137718121
17.06.2023 23:00 - 18.06.2023 00:00,0.031352718,0.383230453,0.115436242
18.06.2023 00:00 - 18.06.2023 01:00,0.037168142,0.306069959,0.19704698
18.06.2023 01:00 - 18.06.2023 02:00,0.03817952,0.235596708,0.147114094
18.06.2023 02:00 - 18.06.2023 03:00,0.042477876,0.194187243,0.119731544
18.06.2023 03:00 - 18.06.2023 04:00,0.046523388,0.156893004,0.09852349
18.06.2023 04:00 - 18.06.2023 05:00,0.043742099,0.146347737,0.079463087
18.06.2023 05:00 - 18.06.2023 06:00,0.033375474,0.148919753,0.057181208
18.06.2023 06:00 - 18.06.2023 07:00,0.024020228,0.144290123,0.043489933
18.06.2023 07:00 - 18.06.2023 08:00,0.018963338,0.14223251,0.035704698
18.06.2023 08:00 - 18.06.2023 09:00,0.015423515,0.166409465,0.037315436
18.06.2023 09:00 - 18.06.2023 10:00,0.020986094,0.18441358,0.040805369
18.06.2023 10:00 - 18.06.2023 11:00,0.033881163,0.206532922,0.051006711
18.06.2023 11:00 - 18.06.2023 12:00,0.050821745,0.220421811,0.05852349
18.06.2023 12:00 - 18.06.2023 13:00,0.065233881,0.231995885,0.065234899
18.06.2023 13:00 - 18.06.2023 14:00,0.089506953,0.242026749,0.06738255
18.06.2023 14:00 - 18.06.2023 15:00,0.112010114,0.251028807,0.069530201
18.06.2023 15:00 - 18.06.2023 16:00,0.127180784,0.254886831,0.075167785
18.06.2023 16:00 - 18.06.2023 17:00,0.129456384,0.248713992,0.081879195
18.06.2023 17:00 - 18.06.2023 18:00,0.127180784,0.244598765,0.08966443
18.06.2023 18:00 - 18.06.2023 19:00,0.121871049,0.229166667,0.083758389
18.06.2023 19:00 - 18.06.2023 20:00,0.109228824,0.201388889,0.080805369
18.06.2023 20:00 - 18.06.2023 21:00,0.097092288,0.168209877,0.070872483
18.06.2023 21:00 - 18.06.2023 22:00,0.08369153,0.146347737,0.063892617
18.06.2023 22:00 - 18.06.2023 23:00,0.072060683,0.118055556,0.058255034
18.06.2023 23:00 - 19.06.2023 00:00,0.061188369,0.110082305,0.057718121
19.06.2023 00:00 - 19.06.2023 01:00,0.06573957,0.10776749,0.053422819
19.06.2023 01:00 - 19.06.2023 02:00,0.060429836,0.109567901,0.064161074
19.06.2023 02:00 - 19.06.2023 03:00,0.058659924,0.100823045,0.07033557
19.06.2023 03:00 - 19.06.2023 04:00,0.059924147,0.072273663,0.07409396
19.06.2023 04:00 - 19.06.2023 05:00,0.058912769,0.06867284,0.074362416
19.06.2023 05:00 - 19.06.2023 06:00,0.059924147,0.072273663,0.064966443
19.06.2023 06:00 - 19.06.2023 07:00,0.062452592,0.075360082,0.064161074
19.06.2023 07:00 - 19.06.2023 08:00,0.061946903,0.075874486,0.070872483
19.06.2023 08:00 - 19.06.2023 09:00,0.064222503,0.090020576,0.091006711
19.06.2023 09:00 - 19.06.2023 10:00,0.082174463,0.103909465,0.10738255
19.06.2023 10:00 - 19.06.2023 11:00,0.097092288,0.12654321,0.144966443
19.06.2023 11:00 - 19.06.2023 12:00,0.112768647,0.145576132,0.193825503
19.06.2023 12:00 - 19.06.2023 13:00,0.120101138,0.159722222,0.265771812
19.06.2023 13:00 - 19.06.2023 14:00,0.131226296,0.173353909,0.331275168
19.06.2023 14:00 - 19.06.2023 15:00,0.142857143,0.187757202,0.354630872
19.06.2023 15:00 - 19.06.2023 16:00,0.147155499,0.191358025,0.35114094
19.06.2023 16:00 - 19.06.2023 17:00,0.132743363,0.18441358,0.326442953
19.06.2023 17:00 - 19.06.2023 18:00,0.11908976,0.174639918,0.274362416
19.06.2023 18:00 - 19.06.2023 19:00,0.099873578,0.151748971,0.188993289
19.06.2023 19:00 - 19.06.2023 20:00,0.077370417,0.128600823,0.138255034
19.06.2023 20:00 - 19.06.2023 21:00,0.066498104,0.101337449,0.105503356
19.06.2023 21:00 - 19.06.2023 22:00,0.061441214,0.075874486,0.090469799
19.06.2023 22:00 - 19.06.2023 23:00,0.064222503,0.058641975,0.078926174
19.06.2023 23:00 - 20.06.2023 00:00,0.06573957,0.052469136,0.07033557
20.06.2023 00:00 - 20.06.2023 01:00,0.131226296,0.012345679,0.076510067
20.06.2023 01:00 - 20.06.2023 02:00,0.119342604,0.012088477,0.07409396
20.06.2023 02:00 - 20.06.2023 03:00,0.100379267,0.011059671,0.07114094
20.06.2023 03:00 - 20.06.2023 04:00,0.080151707,0.007973251,0.064161074
20.06.2023 04:00 - 20.06.2023 05:00,0.061946903,0.006944444,0.050738255
20.06.2023 05:00 - 20.06.2023 06:00,0.048546144,0.008487654,0.036510067
20.06.2023 06:00 - 20.06.2023 07:00,0.039949431,0.009002058,0.037583893
20.06.2023 07:00 - 20.06.2023 08:00,0.033375474,0.009259259,0.048590604
20.06.2023 08:00 - 20.06.2023 09:00,0.022756005,0.011574074,0.083758389
20.06.2023 09:00 - 20.06.2023 10:00,0.015929204,0.014917695,0.099060403
20.06.2023 10:00 - 20.06.2023 11:00,0.01289507,0.022376543,0.115167785
20.06.2023 11:00 - 20.06.2023 12:00,0.013906448,0.034722222,0.12590604
20.06.2023 12:00 - 20.06.2023 13:00,0.01289507,0.053755144,0.14738255
