MTU (CET/CEST),2023,2022,2021
02.12.2023 21:00 - 02.12.2023 22:00,0.021491783,0.225565844,0.271946309
02.12.2023 22:00 - 02.12.2023 23:00,0.022503161,0.224279835,0.274362416
02.12.2023 23:00 - 03.12.2023 00:00,0.022756005,0.218621399,0.275973154
03.12.2023 00:00 - 03.12.2023 01:00,0.035651075,0.2343107,0.317852349
03.12.2023 01:00 - 03.12.2023 02:00,0.039949431,0.235853909,0.309798658
03.12.2023 02:00 - 03.12.2023 03:00,0.045259166,0.239197531,0.283221477
03.12.2023 03:00 - 03.12.2023 04:00,0.054867257,0.245884774,0.266308725
03.12.2023 04:00 - 03.12.2023 05:00,0.066750948,0.251286008,0.242684564
03.12.2023 05:00 - 03.12.2023 06:00,0.077623262,0.250514403,0.202416107
03.12.2023 06:00 - 03.12.2023 07:00,0.077876106,0.226080247,0.166711409
03.12.2023 07:00 - 03.12.2023 08:00,0.075347661,0.204218107,0.137718121
03.12.2023 08:00 - 03.12.2023 09:00,0.086472819,0.23276749,0.105503356
03.12.2023 09:00 - 03.12.2023 10:00,0.094816688,0.256430041,0.083489933
03.12.2023 10:00 - 03.12.2023 11:00,0.097345133,0.259773663,0.078389262
03.12.2023 11:00 - 03.12.2023 12:00,0.098103666,0.283950617,0.092885906
03.12.2023 12:00 - 03.12.2023 13:00,0.089506953,0.295781893,0.11114094
03.12.2023 13:00 - 03.12.2023 14:00,0.080657396,0.304012346,0.132080537
03.12.2023 14:00 - 03.12.2023 15:00,0.073830594,0.293467078,0.176912752
03.12.2023 15:00 - 03.12.2023 16:00,0.069532238,0.287808642,0.247785235
03.12.2023 16:00 - 03.12.2023 17:00,0.074083439,0.292438272,0.290469799
03.12.2023 17:00 - 03.12.2023 18:00,0.081668774,0.294753086,0.323758389
03.12.2023 18:00 - 03.12.2023 19:00,0.08091024,0.272376543,0.330201342
03.12.2023 19:00 - 03.12.2023 20:00,0.08596713,0.273919753,0.309798658
03.12.2023 20:00 - 03.12.2023 21:00,0.089001264,0.293209877,0.302013423
03.12.2023 21:00 - 03.12.2023 22:00,0.094310999,0.308127572,0.298791946
03.12.2023 22:00 - 03.12.2023 23:00,0.094310999,0.311471193,0.293691275
03.12.2023 23:00 - 04.12.2023 00:00,0.096586599,0.313786008,0.299865772
04.12.2023 00:00 - 04.12.2023 01:00,0.097850822,0.340277778,0.18147651
04.12.2023 01:00 - 04.12.2023 02:00,0.094310999,0.340020576,0.14442953
04.12.2023 02:00 - 04.12.2023 03:00,0.086472819,0.336162551,0.115436242
04.12.2023 03:00 - 04.12.2023 04:00,0.080151707,0.339763374,0.094496644
04.12.2023 04:00 - 04.12.2023 05:00,0.08091024,0.350823045,0.066308725
04.12.2023 05:00 - 04.12.2023 06:00,0.089254109,0.355967078,0.044832215
04.12.2023 06:00 - 04.12.2023 07:00,0.091782554,0.319444444,0.040268456
04.12.2023 07:00 - 04.12.2023 08:00,0.095069532,0.287037037,0.04590604
04.12.2023 08:00 - 04.12.2023 09:00,0.118836915,0.319701646,0.050469799
04.12.2023 09:00 - 04.12.2023 10:00,0.140328698,0.339763374,0.061208054
04.12.2023 10:00 - 04.12.2023 11:00,0.160556258,0.327674897,0.076510067
04.12.2023 11:00 - 04.12.2023 12:00,0.168141593,0.33281893,0.094228188
04.12.2023 12:00 - 04.12.2023 13:00,0.182806574,0.324331276,0.108456376
04.12.2023 13:00 - 04.12.2023 14:00,0.193678887,0.325617284,0.129932886
04.12.2023 14:00 - 04.12.2023 15:00,0.218204804,0.319444444,0.15409396
04.12.2023 15:00 - 04.12.2023 16:00,0.222756005,0.317901235,0.206442953
04.12.2023 16:00 - 04.12.2023 17:00,0.240707965,0.328446502,0.236241611
04.12.2023 17:00 - 04.12.2023 18:00,0.25840708,0.331790123,0.286711409
04.12.2023 18:00 - 04.12.2023 19:00,0.256890013,0.2968107,0.326711409
04.12.2023 19:00 - 04.12.2023 20:00,0.27357775,0.283179012,0.351677852
04.12.2023 20:00 - 04.12.2023 21:00,0.280657396,0.291923868,0.360536913
04.12.2023 21:00 - 04.12.2023 22:00,0.300379267,0.296039095,0.365637584
04.12.2023 22:00 - 04.12.2023 23:00,0.306447535,0.293981481,0.38147651
04.12.2023 23:00 - 05.12.2023 00:00,0.30619469,0.292952675,0.406979866
05.12.2023 00:00 - 05.12.2023 01:00,0.262705436,0.344650206,0.464161074
05.12.2023 01:00 - 05.12.2023 02:00,0.261694058,0.345164609,0.503355705
05.12.2023 02:00 - 05.12.2023 03:00,0.263969659,0.347993827,0.536912752
05.12.2023 03:00 - 05.12.2023 04:00,0.278128951,0.352366255,0.580939597
05.12.2023 04:00 - 05.12.2023 05:00,0.292035398,0.35005144,0.612885906
05.12.2023 05:00 - 05.12.2023 06:00,0.290265487,0.336419753,0.646711409
05.12.2023 06:00 - 05.12.2023 07:00,0.263211125,0.295781893,0.677583893
05.12.2023 07:00 - 05.12.2023 08:00,0.25335019,0.264660494,0.689932886
05.12.2023 08:00 - 05.12.2023 09:00,0.290518331,0.294238683,0.663355705
05.12.2023 09:00 - 05.12.2023 10:00,0.312010114,0.30787037,0.634362416
05.12.2023 10:00 - 05.12.2023 11:00,0.306700379,0.28755144,0.62147651
05.12.2023 11:00 - 05.12.2023 12:00,0.333501896,0.292952675,0.612885906
05.12.2023 12:00 - 05.12.2023 13:00,0.322882427,0.272633745,0.587919463
05.12.2023 13:00 - 05.12.2023 14:00,0.309734513,0.264660494,0.609395973
05.12.2023 14:00 - 05.12.2023 15:00,0.304424779,0.240483539,0.594362416
05.12.2023 15:00 - 05.12.2023 16:00,0.297850822,0.219650206,0.57557047
05.12.2023 16:00 - 05.12.2023 17:00,0.306953224,0.194444444,0.534228188
05.12.2023 17:00 - 05.12.2023 18:00,0.30619469,0.160493827,0.514362416
05.12.2023 18:00 - 05.12.2023 19:00,0.279140329,0.12037037,0.485637584
05.12.2023 19:00 - 05.12.2023 20:00,0.281163085,0.106738683,0.430872483
05.12.2023 20:00 - 05.12.2023 21:00,0.292541087,0.115226337,0.367248322
05.12.2023 21:00 - 05.12.2023 22:00,0.298356511,0.105709877,0.313557047
05.12.2023 22:00 - 05.12.2023 23:00,0.29608091,0.093106996,0.27409396
05.12.2023 23:00 - 06.12.2023 00:00,0.294816688,0.078446502,0.248322148
06.12.2023 00:00 - 06.12.2023 01:00,0.347155499,0.076903292,0.266577181
06.12.2023 01:00 - 06.12.2023 02:00,0.342351454,0.066872428,0.248053691
06.12.2023 02:00 - 06.12.2023 03:00,0.33426043,0.05632716,0.232483221
06.12.2023 03:00 - 06.12.2023 04:00,0.337547408,0.049639918,0.220939597
06.12.2023 04:00 - 06.12.2023 05:00,0.344627054,0.047325103,0.213691275
06.12.2023 05:00 - 06.12.2023 06:00,0.344627054,0.044238683,0.200805369
06.12.2023 06:00 - 06.12.2023 07:00,0.31125158,0.035751029,0.196241611
06.12.2023 07:00 - 06.12.2023 08:00,0.287484197,0.028292181,0.199463087
06.12.2023 08:00 - 06.12.2023 09:00,0.317825537,0.026748971,0.202147651
06.12.2023 09:00 - 06.12.2023 10:00,0.33653603,0.02494856,0.205369128
06.12.2023 10:00 - 06.12.2023 11:00,0.336030341,0.02340535,0.216644295
06.12.2023 11:00 - 06.12.2023 12:00,0.335777497,0.025205761,0.231677852
06.12.2023 12:00 - 06.12.2023 13:00,0.313021492,0.026234568,0.239731544
06.12.2023 13:00 - 06.12.2023 14:00,0.289254109,0.030606996,0.253422819
06.12.2023 14:00 - 06.12.2023 15:00,0.278887484,0.034722222,0.282684564
06.12.2023 15:00 - 06.12.2023 16:00,0.258154235,0.037037037,0.339328859
06.12.2023 16:00 - 06.12.2023 17:00,0.251327434,0.037037037,0.379328859
06.12.2023 17:00 - 06.12.2023 18:00,0.237168142,0.035493827,0.437315436
06.12.2023 18:00 - 06.12.2023 19:00,0.206826802,0.030092593,0.484295302
06.12.2023 19:00 - 06.12.2023 20:00,0.196965866,0.031121399,0.499865772
06.12.2023 20:00 - 06.12.2023 21:00,0.180783818,0.038065844,0.500402685
06.12.2023 21:00 - 06.12.2023 22:00,0.165613148,0.038580247,0.487516779
06.12.2023 22:00 - 06.12.2023 23:00,0.143362832,0.038580247,0.472483221
06.12.2023 23:00 - 07.12.2023 00:00,0.120353982,0.042952675,0.449395973
07.12.2023 00:00 - 07.12.2023 01:00,0.107206068,0.065843621,0.451543624
07.12.2023 01:00 - 07.12.2023 02:00,0.084197219,0.090534979,0.443758389
07.12.2023 02:00 - 07.12.2023 03:00,0.066245259,0.130915638,0.440805369
07.12.2023 03:00 - 07.12.2023 04:00,0.056131479,0.184670782,0.444026846
07.12.2023 04:00 - 07.12.2023 05:00,0.056384324,0.244084362,0.450469799
07.12.2023 05:00 - 07.12.2023 06:00,0.060429836,0.309927984,0.468993289
07.12.2023 06:00 - 07.12.2023 07:00,0.054108723,0.331790123,0.485637584
07.12.2023 07:00 - 07.12.2023 08:00,0.0482933,0.330246914,0.481879195
07.12.2023 08:00 - 07.12.2023 09:00,0.048546144,0.388117284,0.454765101
07.12.2023 09:00 - 07.12.2023 10:00,0.045006321,0.412037037,0.441342282
07.12.2023 10:00 - 07.12.2023 11:00,0.036409608,0.369341564,0.433825503
07.12.2023 11:00 - 07.12.2023 12:00,0.032111252,0.341563786,0.434362416
07.12.2023 12:00 - 07.12.2023 13:00,0.029077118,0.286522634,0.423892617
07.12.2023 13:00 - 07.12.2023 14:00,0.032364096,0.247942387,0.416912752
07.12.2023 14:00 - 07.12.2023 15:00,0.040960809,0.192644033,0.403758389
07.12.2023 15:00 - 07.12.2023 16:00,0.050063211,0.148148148,0.410201342
07.12.2023 16:00 - 07.12.2023 17:00,0.05840708,0.118055556,0.426308725
07.12.2023 17:00 - 07.12.2023 18:00,0.067509482,0.086676955,0.449127517
07.12.2023 18:00 - 07.12.2023 19:00,0.076106195,0.056584362,0.455838926
07.12.2023 19:00 - 07.12.2023 20:00,0.089001264,0.040380658,0.462013423
07.12.2023 20:00 - 07.12.2023 21:00,0.105689001,0.035751029,0.466040268
07.12.2023 21:00 - 07.12.2023 22:00,0.120606827,0.032921811,0.468456376
07.12.2023 22:00 - 07.12.2023 23:00,0.133754741,0.033436214,0.473557047
07.12.2023 23:00 - 08.12.2023 00:00,0.150695322,0.037037037,0.495838926
08.12.2023 00:00 - 08.12.2023 01:00,0.129709229,0.039351852,0.615838926
08.12.2023 01:00 - 08.12.2023 02:00,0.140328698,0.037294239,0.665771812
08.12.2023 02:00 - 08.12.2023 03:00,0.153982301,0.034722222,0.700134228
08.12.2023 03:00 - 08.12.2023 04:00,0.175726928,0.036265432,0.715704698
08.12.2023 04:00 - 08.12.2023 05:00,0.211378003,0.042438272,0.714899329
08.12.2023 05:00 - 08.12.2023 06:00,0.255120101,0.050668724,0.728053691
08.12.2023 06:00 - 08.12.2023 07:00,0.266245259,0.052726337,0.739865772
08.12.2023 07:00 - 08.12.2023 08:00,0.272566372,0.052983539,0.744697987
08.12.2023 08:00 - 08.12.2023 09:00,0.319342604,0.066872428,0.693959732
08.12.2023 09:00 - 08.12.2023 10:00,0.349178255,0.079989712,0.662013423
08.12.2023 10:00 - 08.12.2023 11:00,0.347408344,0.084104938,0.627919463
08.12.2023 11:00 - 08.12.2023 12:00,0.358786346,0.101080247,0.596778523
08.12.2023 12:00 - 08.12.2023 13:00,0.332490518,0.095679012,0.575838926
08.12.2023 13:00 - 08.12.2023 14:00,0.309481669,0.105709877,0.553288591
08.12.2023 14:00 - 08.12.2023 15:00,0.30391909,0.121656379,0.508993289
08.12.2023 15:00 - 08.12.2023 16:00,0.298356511,0.150205761,0.495033557
08.12.2023 16:00 - 08.12.2023 17:00,0.303666245,0.192644033,0.483221477
08.12.2023 17:00 - 08.12.2023 18:00,0.289506953,0.235596708,0.471946309
08.12.2023 18:00 - 08.12.2023 19:00,0.250063211,0.24382716,0.45557047
08.12.2023 19:00 - 08.12.2023 20:00,0.236662453,0.273662551,0.436778523
08.12.2023 20:00 - 08.12.2023 21:00,0.235145386,0.308127572,0.429530201
08.12.2023 21:00 - 08.12.2023 22:00,0.22022756,0.313786008,0.413691275
08.12.2023 22:00 - 08.12.2023 23:00,0.204045512,0.279835391,0.382550336
08.12.2023 23:00 - 09.12.2023 00:00,0.180278129,0.227109053,0.363489933
09.12.2023 00:00 - 09.12.2023 01:00,0.158280657,0.191100823,0.31114094
09.12.2023 01:00 - 09.12.2023 02:00,0.147408344,0.167952675,0.298791946
09.12.2023 02:00 - 09.12.2023 03:00,0.151453856,0.145061728,0.293691275
09.12.2023 03:00 - 09.12.2023 04:00,0.167130215,0.132201646,0.285369128
09.12.2023 04:00 - 09.12.2023 05:00,0.202275601,0.120884774,0.269530201
09.12.2023 05:00 - 09.12.2023 06:00,0.250316056,0.108281893,0.257718121
09.12.2023 06:00 - 09.12.2023 07:00,0.253097345,0.095936214,0.25557047
09.12.2023 07:00 - 09.12.2023 08:00,0.2482933,0.08744856,0.249932886
09.12.2023 08:00 - 09.12.2023 09:00,0.287737042,0.102880658,0.225503356
09.12.2023 09:00 - 09.12.2023 10:00,0.310240202,0.110853909,0.213959732
09.12.2023 10:00 - 09.12.2023 11:00,0.307711757,0.108024691,0.209932886
09.12.2023 11:00 - 09.12.2023 12:00,0.310493047,0.10776749,0.213691275
09.12.2023 12:00 - 09.12.2023 13:00,0.28369153,0.10468107,0.210738255
09.12.2023 13:00 - 09.12.2023 14:00,0.257142857,0.097479424,0.206174497
09.12.2023 14:00 - 09.12.2023 15:00,0.243994943,0.093106996,0.195436242
09.12.2023 15:00 - 09.12.2023 16:00,0.229835651,0.088734568,0.185771812
09.12.2023 16:00 - 09.12.2023 17:00,0.24551201,0.097222222,0.180939597
09.12.2023 17:00 - 09.12.2023 18:00,0.275094817,0.104938272,0.185771812
09.12.2023 18:00 - 09.12.2023 19:00,0.289506953,0.10622428,0.188187919
09.12.2023 19:00 - 09.12.2023 20:00,0.319342604,0.117283951,0.181208054
09.12.2023 20:00 - 09.12.2023 21:00,0.337041719,0.122685185,0.168053691
09.12.2023 21:00 - 09.12.2023 22:00,0.379013906,0.136831276,0.15704698
09.12.2023 22:00 - 09.12.2023 23:00,0.398735777,0.14377572,0.148456376
09.12.2023 23:00 - 10.12.2023 00:00,0.429329962,0.149176955,0.151409396
10.12.2023 00:00 - 10.12.2023 01:00,0.557016435,0.178240741,0.156778523
10.12.2023 01:00 - 10.12.2023 02:00,0.549683944,0.175411523,0.167785235
10.12.2023 02:00 - 10.12.2023 03:00,0.539064475,0.16563786,0.177718121
10.12.2023 03:00 - 10.12.2023 04:00,0.547914033,0.160493827,0.183624161
10.12.2023 04:00 - 10.12.2023 05:00,0.553223767,0.168467078,0.185234899
10.12.2023 05:00 - 10.12.2023 06:00,0.535524652,0.179012346,0.180402685
10.12.2023 06:00 - 10.12.2023 07:00,0.464222503,0.156893004,0.175033557
10.12.2023 07:00 - 10.12.2023 08:00,0.416687737,0.13117284,0.170469799
10.12.2023 08:00 - 10.12.2023 09:00,0.441213654,0.135802469,0.148456376
10.12.2023 09:00 - 10.12.2023 10:00,0.436662453,0.136316872,0.124563758
10.12.2023 10:00 - 10.12.2023 11:00,0.40505689,0.12191358,0.109798658
10.12.2023 11:00 - 10.12.2023 12:00,0.401264223,0.109567901,0.092885906
10.12.2023 12:00 - 10.12.2023 13:00,0.362326169,0.102880658,0.084563758
10.12.2023 13:00 - 10.12.2023 14:00,0.326675095,0.098251029,0.077852349
10.12.2023 14:00 - 10.12.2023 15:00,0.308470291,0.088477366,0.068993289
10.12.2023 15:00 - 10.12.2023 16:00,0.29380531,0.077417695,0.057986577
10.12.2023 16:00 - 10.12.2023 17:00,0.29380531,0.077932099,0.053691275
10.12.2023 17:00 - 10.12.2023 18:00,0.286472819,0.085390947,0.04966443
10.12.2023 18:00 - 10.12.2023 19:00,0.263211125,0.080761317,0.041610738
10.12.2023 19:00 - 10.12.2023 20:00,0.26852086,0.078960905,0.033825503
10.12.2023 20:00 - 10.12.2023 21:00,0.270543616,0.080504115,0.028724832
10.12.2023 21:00 - 10.12.2023 22:00,0.275600506,0.078960905,0.020939597
10.12.2023 22:00 - 10.12.2023 23:00,0.271302149,0.078703704,0.015033557
10.12.2023 23:00 - 11.12.2023 00:00,0.26346397,0.075874486,0.012885906
11.12.2023 00:00 - 11.12.2023 01:00,0.277370417,0.057098765,0.004026846
11.12.2023 01:00 - 11.12.2023 02:00,0.24551201,0.057098765,0.007248322
11.12.2023 02:00 - 11.12.2023 03:00,0.212136536,0.059670782,0.012348993
11.12.2023 03:00 - 11.12.2023 04:00,0.194690265,0.065072016,0.021744966
11.12.2023 04:00 - 11.12.2023 05:00,0.196460177,0.077674897,0.03033557
11.12.2023 05:00 - 11.12.2023 06:00,0.208343869,0.091049383,0.037315436
11.12.2023 06:00 - 11.12.2023 07:00,0.189127686,0.090792181,0.043221477
11.12.2023 07:00 - 11.12.2023 08:00,0.172439949,0.08899177,0.043221477
11.12.2023 08:00 - 11.12.2023 09:00,0.185840708,0.106995885,0.040805369
11.12.2023 09:00 - 11.12.2023 10:00,0.195954488,0.114969136,0.039463087
11.12.2023 10:00 - 11.12.2023 11:00,0.203034134,0.109825103,0.034899329
11.12.2023 11:00 - 11.12.2023 12:00,0.20505689,0.108024691,0.035973154
11.12.2023 12:00 - 11.12.2023 13:00,0.205815424,0.102366255,0.034630872
11.12.2023 13:00 - 11.12.2023 14:00,0.212389381,0.106738683,0.032483221
11.12.2023 14:00 - 11.12.2023 15:00,0.218963338,0.107510288,0.031677852
11.12.2023 15:00 - 11.12.2023 16:00,0.222250316,0.111111111,0.032483221
11.12.2023 16:00 - 11.12.2023 17:00,0.220986094,0.122942387,0.029798658
11.12.2023 17:00 - 11.12.2023 18:00,0.203792668,0.127829218,0.024966443
11.12.2023 18:00 - 11.12.2023 19:00,0.17193426,0.111625514,0.020939597
11.12.2023 19:00 - 11.12.2023 20:00,0.157016435,0.106738683,0.016912752
11.12.2023 20:00 - 11.12.2023 21:00,0.153223767,0.117283951,0.016375839
11.12.2023 21:00 - 11.12.2023 22:00,0.143868521,0.123971193,0.017449664
11.12.2023 22:00 - 11.12.2023 23:00,0.138811631,0.125257202,0.017449664
11.12.2023 23:00 - 12.12.2023 00:00,0.128950695,0.121656379,0.020939597
12.12.2023 00:00 - 12.12.2023 01:00,0.098356511,0.128858025,0.050201342
12.12.2023 01:00 - 12.12.2023 02:00,0.095069532,0.131430041,0.067651007
12.12.2023 02:00 - 12.12.2023 03:00,0.091276865,0.133230453,0.086711409
12.12.2023 03:00 - 12.12.2023 04:00,0.091782554,0.133230453,0.107919463
12.12.2023 04:00 - 12.12.2023 05:00,0.097092288,0.137345679,0.131006711
12.12.2023 05:00 - 12.12.2023 06:00,0.100126422,0.134516461,0.155704698
12.12.2023 06:00 - 12.12.2023 07:00,0.087989886,0.116769547,0.181744966
12.12.2023 07:00 - 12.12.2023 08:00,0.082427307,0.103395062,0.206979866
12.12.2023 08:00 - 12.12.2023 09:00,0.095069532,0.113940329,0.223087248
12.12.2023 09:00 - 12.12.2023 10:00,0.105689001,0.119598765,0.233557047
12.12.2023 10:00 - 12.12.2023 11:00,0.113274336,0.111882716,0.207516779
12.12.2023 11:00 - 12.12.2023 12:00,0.12136536,0.110339506,0.19409396
12.12.2023 12:00 - 12.12.2023 13:00,0.128445006,0.099794239,0.165637584
12.12.2023 13:00 - 12.12.2023 14:00,0.142351454,0.100565844,0.132885906
12.12.2023 14:00 - 12.12.2023 15:00,0.16182048,0.093106996,0.099060403
12.12.2023 15:00 - 12.12.2023 16:00,0.185840708,0.088477366,0.08295302
12.12.2023 16:00 - 12.12.2023 17:00,0.21517067,0.092335391,0.069798658
12.12.2023 17:00 - 12.12.2023 18:00,0.247029077,0.097479424,0.061208054
12.12.2023 18:00 - 12.12.2023 19:00,0.257648546,0.087962963,0.051006711
12.12.2023 19:00 - 12.12.2023 20:00,0.272566372,0.087191358,0.037315436
12.12.2023 20:00 - 12.12.2023 21:00,0.279140329,0.093878601,0.027919463
12.12.2023 21:00 - 12.12.2023 22:00,0.294563843,0.092335391,0.024161074
12.12.2023 22:00 - 12.12.2023 23:00,0.308723135,0.086419753,0.023892617
12.12.2023 23:00 - 13.12.2023 00:00,0.324652339,0.079989712,0.026040268
13.12.2023 00:00 - 13.12.2023 01:00,0.431605563,0.089248971,0.050738255
13.12.2023 01:00 - 13.12.2023 02:00,0.44323641,0.083076132,0.056912752
13.12.2023 02:00 - 13.12.2023 03:00,0.461441214,0.077932099,0.068456376
13.12.2023 03:00 - 13.12.2023 04:00,0.492793932,0.074331276,0.087248322
13.12.2023 04:00 - 13.12.2023 05:00,0.500884956,0.070216049,0.104697987
13.12.2023 05:00 - 13.12.2023 06:00,0.478887484,0.061985597,0.113557047
13.12.2023 06:00 - 13.12.2023 07:00,0.421491783,0.048868313,0.129395973
13.12.2023 07:00 - 13.12.2023 08:00,0.386852086,0.03909465,0.15033557
13.12.2023 08:00 - 13.12.2023 09:00,0.420480405,0.040380658,0.161342282
13.12.2023 09:00 - 13.12.2023 10:00,0.431352718,0.04063786,0.174228188
13.12.2023 10:00 - 13.12.2023 11:00,0.422250316,0.039351852,0.176644295
13.12.2023 11:00 - 13.12.2023 12:00,0.414664981,0.036522634,0.204026846
13.12.2023 12:00 - 13.12.2023 13:00,0.39494311,0.035751029,0.228724832
13.12.2023 13:00 - 13.12.2023 14:00,0.377243995,0.035493827,0.238657718
13.12.2023 14:00 - 13.12.2023 15:00,0.357269279,0.038065844,0.232751678
13.12.2023 15:00 - 13.12.2023 16:00,0.323640961,0.043467078,0.24966443
13.12.2023 16:00 - 13.12.2023 17:00,0.302402023,0.062757202,0.245369128
13.12.2023 17:00 - 13.12.2023 18:00,0.280151707,0.09850823,0.24295302
13.12.2023 18:00 - 13.12.2023 19:00,0.238685209,0.130658436,0.241342282
13.12.2023 19:00 - 13.12.2023 20:00,0.209608091,0.172582305,0.209932886
13.12.2023 20:00 - 13.12.2023 21:00,0.174968394,0.184670782,0.182550336
13.12.2023 21:00 - 13.12.2023 22:00,0.147155499,0.225308642,0.160536913
13.12.2023 22:00 - 13.12.2023 23:00,0.123135272,0.263631687,0.151677852
13.12.2023 23:00 - 14.12.2023 00:00,0.103413401,0.287037037,0.157852349
14.12.2023 00:00 - 14.12.2023 01:00,0.131226296,0.344135802,0.208590604
14.12.2023 01:00 - 14.12.2023 02:00,0.106953224,0.327674897,0.206979866
14.12.2023 02:00 - 14.12.2023 03:00,0.091529709,0.311471193,0.191946309
14.12.2023 03:00 - 14.12.2023 04:00,0.082427307,0.308641975,0.18442953
14.12.2023 04:00 - 14.12.2023 05:00,0.065486726,0.306841564,0.169395973
14.12.2023 05:00 - 14.12.2023 06:00,0.041719343,0.280864198,0.138791946
14.12.2023 06:00 - 14.12.2023 07:00,0.026548673,0.226080247,0.121073826
14.12.2023 07:00 - 14.12.2023 08:00,0.018963338,0.177469136,0.116510067
14.12.2023 08:00 - 14.12.2023 09:00,0.014412137,0.158950617,0.105771812
14.12.2023 09:00 - 14.12.2023 10:00,0.012642225,0.126028807,0.099328859
14.12.2023 10:00 - 14.12.2023 11:00,0.012642225,0.096965021,0.087516779
14.12.2023 11:00 - 14.12.2023 12:00,0.014412137,0.087962963,0.09261745
14.12.2023 12:00 - 14.12.2023 13:00,0.01795196,0.078703704,0.100402685
14.12.2023 13:00 - 14.12.2023 14:00,0.021491783,0.070216049,0.101744966
14.12.2023 14:00 - 14.12.2023 15:00,0.026295828,0.067644033,0.103624161
14.12.2023 15:00 - 14.12.2023 16:00,0.031605563,0.063014403,0.129932886
14.12.2023 16:00 - 14.12.2023 17:00,0.039190898,0.061213992,0.150067114
14.12.2023 17:00 - 14.12.2023 18:00,0.048546144,0.062242798,0.199463087
14.12.2023 18:00 - 14.12.2023 19:00,0.056890013,0.059156379,0.252080537
14.12.2023 19:00 - 14.12.2023 20:00,0.074083439,0.057098765,0.272483221
14.12.2023 20:00 - 14.12.2023 21:00,0.099367889,0.054783951,0.308456376
